Check,Action,observationUrl,Taxon_Local_ID,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,occurrenceStatus,previousIdentifications,associatedReferences,taxonID,scientificName,kingdom,phylum,class,order,suborder,infraorder,superfamily,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,island,country,countryCode,stateProvince,locality,verbatimDepth,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,georeferenceRemarks,identificationRemarks,identificationQualifier,samplingProtocol,eventDate,eventTime,year,month,day,fieldNumber,eventRemarks,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/56373899,49699,imerss.org:iNat:56373899,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.900219,-123.341001,90,Andrew Simon,,,,,,,2020-08-13,17:30:00,2020,8,13,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/57099105,98855,imerss.org:iNat:57099105,,,Andrew Simon,,,PRESENT,Cymatogaster aggregata,,WoRMS:280461,Cymatogaster aggregata,Animalia,Chordata,Actinopterygii,Perciformes,,,,Embiotocidae,Cymatogaster,,aggregata,,species,Galiano Island,Canada,CA,British Columbia,,,49.013393,-123.574474,78,Andrew Simon,,,,,,,2020-08-15,14:40:00,2020,8,15,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/57099111,98855,imerss.org:iNat:57099111,,,Andrew Simon,,,PRESENT,Cymatogaster aggregata,,WoRMS:280461,Cymatogaster aggregata,Animalia,Chordata,Actinopterygii,Perciformes,,,,Embiotocidae,Cymatogaster,,aggregata,,species,Galiano Island,Canada,CA,British Columbia,,,49.013393,-123.574474,78,Andrew Simon,,,,,,,2020-08-15,14:40:00,2020,8,15,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/68793491,631469,imerss.org:iNat:68793491,,,karin fletcher,,,PRESENT,Apata pricei,,WoRMS:1047455,Apata pricei,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,,Fionoidea,Apataidae,Apata,,pricei,,species,Galiano Island,Canada,CA,British Columbia,,,48.86,-123.35,,karin fletcher,,,,"Two subspecies are recognized: a Californian subspecies, Apata pricei pricei, as originally described from Monterey, California, and a Western Pacific subspecies, Apata pricei komandorica. No specimens have been sequenced to determine which subspecies are present in the Salish Sea. However, we do not appear to have the subspecies originally described in MacFarland, 1966.",,,2014-04-09,12:59:00,2014,4,9,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/68793492,631469,imerss.org:iNat:68793492,,,karin fletcher,,,PRESENT,Apata pricei,,WoRMS:1047455,Apata pricei,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,,Fionoidea,Apataidae,Apata,,pricei,,species,Galiano Island,Canada,CA,British Columbia,,,48.86,-123.35,,karin fletcher,,,,"Two subspecies are recognized: a Californian subspecies, Apata pricei pricei, as originally described from Monterey, California, and a Western Pacific subspecies, Apata pricei komandorica. No specimens have been sequenced to determine which subspecies are present in the Salish Sea. However, we do not appear to have the subspecies originally described in MacFarland, 1966.",,,2014-04-09,12:59:00,2014,4,9,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/69243372,764704,imerss.org:iNat:69243372,,,karin fletcher,,,PRESENT,Orienthella trilineata,,WoRMS:1049566,Orienthella trilineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,Orienthella,,trilineata,,species,Galiano Island,Canada,CA,British Columbia,,,48.939582,-123.502061,15,karin fletcher,,,,,,,2018-06-18,08:35:00,2018,6,18,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/69243373,764704,imerss.org:iNat:69243373,,,karin fletcher,,,PRESENT,Orienthella trilineata,,WoRMS:1049566,Orienthella trilineata,Animalia,Mollusca,Gastropoda,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,Orienthella,,trilineata,,species,Galiano Island,Canada,CA,British Columbia,,,48.939582,-123.502061,15,karin fletcher,,,,,,,2018-06-18,08:35:00,2018,6,18,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/70500139,992313,imerss.org:iNat:70500139,,,Andrew Simon,,,PRESENT,Mesocentrotus franciscanus,,WoRMS:591102,Mesocentrotus franciscanus,Animalia,Echinodermata,Echinoidea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,Mesocentrotus,,franciscanus,,species,Galiano Island,Canada,CA,British Columbia,,,48.967265,-123.556519,22,Andrew Simon,,,,,,,2021-03-02,14:33:00,2021,3,2,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/70500140,992313,imerss.org:iNat:70500140,,,Andrew Simon,,,PRESENT,Mesocentrotus franciscanus,,WoRMS:591102,Mesocentrotus franciscanus,Animalia,Echinodermata,Echinoidea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,Mesocentrotus,,franciscanus,,species,Galiano Island,Canada,CA,British Columbia,,,48.967265,-123.556519,22,Andrew Simon,,,,,,,2021-03-02,14:33:00,2021,3,2,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/70790698,51812,imerss.org:iNat:70790698,,,Dave Zeuss Cochrane,,,PRESENT,Metridium farcimen,,WoRMS:283704,Metridium farcimen,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,Metridium,,farcimen,,species,Galiano Island,Canada,CA,British Columbia,,,48.967773,-123.557319,4,Dave Zeuss Cochrane,,,,,,,2021-03-07,05:14:00,2021,3,7,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/70790699,51812,imerss.org:iNat:70790699,,,Dave Zeuss Cochrane,,,PRESENT,Metridium farcimen,,WoRMS:283704,Metridium farcimen,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,Metridium,,farcimen,,species,Galiano Island,Canada,CA,British Columbia,,,48.967773,-123.557319,4,Dave Zeuss Cochrane,,,,,,,2021-03-07,05:14:00,2021,3,7,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/70864445,117641,imerss.org:iNat:70864445,,,Andrew Simon,,,PRESENT,Nucella lamellosa,,WoRMS:404218,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,,,Muricoidea,Muricidae,Nucella,,lamellosa,,species,Galiano Island,Canada,CA,British Columbia,,,48.859868,-123.362774,86,Andrew Simon,,,,,,,2021-03-08,18:31:00,2021,3,8,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/70864447,117641,imerss.org:iNat:70864447,,,Andrew Simon,,,PRESENT,Nucella lamellosa,,WoRMS:404218,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,,,Muricoidea,Muricidae,Nucella,,lamellosa,,species,Galiano Island,Canada,CA,British Columbia,,,48.859868,-123.362774,86,Andrew Simon,,,,,,,2021-03-08,18:31:00,2021,3,8,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/71173019,47807,imerss.org:iNat:71173019,,,Andrew Simon,,,PRESENT,Cnemidocarpa finmarkiensis,,WoRMS:103870,Cnemidocarpa finmarkiensis,Animalia,Chordata,Ascidiacea,Stolidobranchia,,,,Styelidae,Cnemidocarpa,,finmarkiensis,,species,Galiano Island,Canada,CA,British Columbia,,,48.859871,-123.362481,26,Andrew Simon,,,,,,,2021-03-13,14:20:00,2021,3,13,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/71173023,47807,imerss.org:iNat:71173023,,,Andrew Simon,,,PRESENT,Cnemidocarpa finmarkiensis,,WoRMS:103870,Cnemidocarpa finmarkiensis,Animalia,Chordata,Ascidiacea,Stolidobranchia,,,,Styelidae,Cnemidocarpa,,finmarkiensis,,species,Galiano Island,Canada,CA,British Columbia,,,48.859871,-123.362481,26,Andrew Simon,,,,,,,2021-03-13,14:20:00,2021,3,13,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/71178855,492672,imerss.org:iNat:71178855,,,Dave Zeuss Cochrane,,,PRESENT,Urticina grebelnyi,,WoRMS:283442,Urticina grebelnyi,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Urticina,,grebelnyi,,species,Galiano Island,Canada,CA,British Columbia,,,48.85996,-123.362657,8,Dave Zeuss Cochrane,,,,Reported as Urticina crassicornis in collections at the RBCM (986-00197-009). This European species concept is commonly misapplied to U. grebelnyi. See Sanamyan and Sanamyan (2006).,,,2021-03-13,05:34:00,2021,3,13,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/71178856,492672,imerss.org:iNat:71178856,,,Dave Zeuss Cochrane,,,PRESENT,Urticina grebelnyi,,WoRMS:283442,Urticina grebelnyi,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Urticina,,grebelnyi,,species,Galiano Island,Canada,CA,British Columbia,,,48.85996,-123.362657,8,Dave Zeuss Cochrane,,,,Reported as Urticina crassicornis in collections at the RBCM (986-00197-009). This European species concept is commonly misapplied to U. grebelnyi. See Sanamyan and Sanamyan (2006).,,,2021-03-13,05:34:00,2021,3,13,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/72245213,51658,imerss.org:iNat:72245213,,,Dave Zeuss Cochrane,,,PRESENT,Anthopleura artemisia,,WoRMS:283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Anthopleura,,artemisia,,species,Galiano Island,Canada,CA,British Columbia,,,48.896838,-123.336478,8,Dave Zeuss Cochrane,,,,,,,2021-03-27,08:55:00,2021,3,27,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/72245215,51658,imerss.org:iNat:72245215,,,Dave Zeuss Cochrane,,,PRESENT,Anthopleura artemisia,,WoRMS:283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Anthopleura,,artemisia,,species,Galiano Island,Canada,CA,British Columbia,,,48.896838,-123.336478,8,Dave Zeuss Cochrane,,,,,,,2021-03-27,08:55:00,2021,3,27,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/74605873,132521,imerss.org:iNat:74605873,,,Andrew Simon,,,PRESENT,Rhinogobiops nicholsii,,WoRMS:282580,Rhinogobiops nicholsii,Animalia,Chordata,Actinopterygii,Perciformes,,,,Gobiidae,Rhinogobiops,,nicholsii,,species,Galiano Island,Canada,CA,British Columbia,,,48.922575,-123.456251,62,Andrew Simon,,,,,,,2021-04-19,19:26:00,2021,4,19,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/74605874,132521,imerss.org:iNat:74605874,,,Andrew Simon,,,PRESENT,Rhinogobiops nicholsii,,WoRMS:282580,Rhinogobiops nicholsii,Animalia,Chordata,Actinopterygii,Perciformes,,,,Gobiidae,Rhinogobiops,,nicholsii,,species,Galiano Island,Canada,CA,British Columbia,,,48.922575,-123.456251,62,Andrew Simon,,,,,,,2021-04-19,19:26:00,2021,4,19,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84398165,49699,imerss.org:iNat:84398165,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.877607,-123.39186,360,Andrew Simon,,,,,,,2021-06-24,20:07:00,2021,6,24,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84398166,49699,imerss.org:iNat:84398166,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.877607,-123.39186,360,Andrew Simon,,,,,,,2021-06-24,20:07:00,2021,6,24,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84398428,49699,imerss.org:iNat:84398428,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.874204,-123.390254,312,Andrew Simon,,,,,,,2021-06-24,20:21:00,2021,6,24,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84398430,49699,imerss.org:iNat:84398430,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.874204,-123.390254,312,Andrew Simon,,,,,,,2021-06-24,20:21:00,2021,6,24,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84819120,52564,imerss.org:iNat:84819120,,,Andrew Simon,,,PRESENT,Anthopleura elegantissima,,WoRMS:283347,Anthopleura elegantissima,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Anthopleura,,elegantissima,,species,Galiano Island,Canada,CA,British Columbia,,,48.875897,-123.401226,77,Andrew Simon,,,,,,,2021-06-27,19:04:00,2021,6,27,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84819121,52564,imerss.org:iNat:84819121,,,Andrew Simon,,,PRESENT,Anthopleura elegantissima,,WoRMS:283347,Anthopleura elegantissima,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Anthopleura,,elegantissima,,species,Galiano Island,Canada,CA,British Columbia,,,48.875897,-123.401226,77,Andrew Simon,,,,,,,2021-06-27,19:04:00,2021,6,27,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943920,63382,imerss.org:iNat:84943920,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943921,63382,imerss.org:iNat:84943921,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943925,63382,imerss.org:iNat:84943925,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943927,63382,imerss.org:iNat:84943927,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943929,63382,imerss.org:iNat:84943929,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943930,63382,imerss.org:iNat:84943930,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943932,63382,imerss.org:iNat:84943932,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943937,63382,imerss.org:iNat:84943937,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943941,63382,imerss.org:iNat:84943941,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943943,63382,imerss.org:iNat:84943943,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943947,49699,imerss.org:iNat:84943947,,,Catiemac,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943949,49699,imerss.org:iNat:84943949,,,Catiemac,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943956,49699,imerss.org:iNat:84943956,,,Catiemac,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943967,63382,imerss.org:iNat:84943967,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943975,84265,imerss.org:iNat:84943975,,,Catiemac,,,PRESENT,Evasterias troschelii,,WoRMS:255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Evasterias,,troschelii,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943979,84265,imerss.org:iNat:84943979,,,Catiemac,,,PRESENT,Evasterias troschelii,,WoRMS:255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Evasterias,,troschelii,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84943983,63382,imerss.org:iNat:84943983,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84948266,49699,imerss.org:iNat:84948266,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.875917,-123.401287,76,Andrew Simon,,,,,,,2021-06-28,19:25:00,2021,6,28,,,,iNaturalist,,,HumanObservation
3 same time; but multiple / separate individuals,retain,https://www.inaturalist.org/observations/84948267,49699,imerss.org:iNat:84948267,,,Andrew Simon,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.875917,-123.401287,76,Andrew Simon,,,,,,,2021-06-28,19:25:00,2021,6,28,,,,iNaturalist,,,HumanObservation
X duplicated observation (see other X),retain,https://www.inaturalist.org/observations/2755465,52539,imerss.org:iNat:2755465,,,Peter,,,PRESENT,Ophiodon elongatus,,WoRMS:240745,Ophiodon elongatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,,,,Hexagrammidae,Ophiodon,,elongatus,,species,Galiano Island,Canada,CA,British Columbia,,,49.013577,-123.58778,661,Peter,,,,,,,2016-02-18,,2016,2,18,,,,iNaturalist,,,HumanObservation
X duplicated observation (see other X),remove,https://www.inaturalist.org/observations/2755465,52539,imerss.org:iNat:2755465,,,Peter,,,PRESENT,Ophiodon elongatus,,WoRMS:240745,Ophiodon elongatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,,,,Hexagrammidae,Ophiodon,,elongatus,,species,Galiano Island,Canada,CA,British Columbia,,,49.013577,-123.58778,661,Peter,,,,,,,2016-02-18,,2016,2,18,,,,iNaturalist,,,HumanObservation
X duplicated observation (see other X),remove,https://www.inaturalist.org/observations/2755465,52539,imerss.org:iNat:2755465,,,Peter,,,PRESENT,Ophiodon elongatus,,WoRMS:240745,Ophiodon elongatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,,,,Hexagrammidae,Ophiodon,,elongatus,,species,Galiano Island,Canada,CA,British Columbia,,,49.013577,-123.58778,661,Peter,,,,,,,2016-02-18,,2016,2,18,,,,iNaturalist,,,HumanObservation
X duplicated observation (see other X),remove,https://www.inaturalist.org/observations/2755465,52539,imerss.org:iNat:2755465,,,Peter,,,PRESENT,Ophiodon elongatus,,WoRMS:240745,Ophiodon elongatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,,,,Hexagrammidae,Ophiodon,,elongatus,,species,Galiano Island,Canada,CA,British Columbia,,,49.013577,-123.58778,661,Peter,,,,,,,2016-02-18,,2016,2,18,,,,iNaturalist,,,HumanObservation
XX duplicated observation (see other XX),retain,https://www.inaturalist.org/observations/72245214,51658,imerss.org:iNat:72245214,,,Dave Zeuss Cochrane,,,PRESENT,Anthopleura artemisia,,WoRMS:283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Anthopleura,,artemisia,,species,Galiano Island,Canada,CA,British Columbia,,,48.896838,-123.336478,8,Dave Zeuss Cochrane,,,,,,,2021-03-27,08:55:00,2021,3,27,,,,iNaturalist,,,HumanObservation
XX duplicated observation (see other XX),remove,https://www.inaturalist.org/observations/72245214,51658,imerss.org:iNat:72245214,,,Dave Zeuss Cochrane,,,PRESENT,Anthopleura artemisia,,WoRMS:283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,Anthopleura,,artemisia,,species,Galiano Island,Canada,CA,British Columbia,,,48.896838,-123.336478,8,Dave Zeuss Cochrane,,,,,,,2021-03-27,08:55:00,2021,3,27,,,,iNaturalist,,,HumanObservation
XXX duplicated observation (see other XXX),retain,https://www.inaturalist.org/observations/84943985,49699,imerss.org:iNat:84943985,,,Catiemac,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
