site,class,date,quadrant,transect_unit,species_code,species_name,percent_cover,height_cm,notes
s015,Closed-Dry,2022-06-22,W,5,Hylspl,Hylocomium splendens,20,,
s015,Closed-Dry,2022-06-22,W,5,Hypcir,Hypnum circinale,0.5,,
s015,Closed-Dry,2022-06-22,W,5,Kinore,Kindbergia oregana,65,,
s015,Closed-Dry,2022-06-22,W,5,Pteaqu,Pteridium aquilinum,2,,
s015,Closed-Dry,2022-06-22,W,5,Rhigla,Rhizomnium glabrescens,0.5,,
s100,Closed-Wet,2022-06-22,E,1,Gausha,Gaultheria shallon,17,50,
s100,Closed-Wet,2022-06-22,E,1,Hypcir,Hypnum circinale,2,,
s100,Closed-Wet,2022-06-22,E,1,Kinore,Kindbergia oregana,2,,
s100,Closed-Wet,2022-06-22,E,1,Pteaqu,Pteridium aquilinum,1,,
s100,Closed-Wet,2022-06-22,E,2,Berner,Berberis nervosa,1,,
s100,Closed-Wet,2022-06-22,E,2,Gausha,Gaultheria shallon,27,110,
s100,Closed-Wet,2022-06-22,E,2,Kinore,Kindbergia oregana,0.5,,
s100,Closed-Wet,2022-06-22,E,2,Pteaqu,Pteridium aquilinum,2,,
s100,Closed-Wet,2022-06-22,E,3,Berner,Berberis nervosa,0.5,,
s100,Closed-Wet,2022-06-22,E,3,Gausha,Gaultheria shallon,25,45,
s100,Closed-Wet,2022-06-22,E,3,Kinore,Kindbergia oregana,0.4,,
s100,Closed-Wet,2022-06-22,E,4,Gausha,Gaultheria shallon,40,75,
s100,Closed-Wet,2022-06-22,E,4,Kinore,Kindbergia oregana,5,,
s100,Closed-Wet,2022-06-22,E,4,Pteaqu,Pteridium aquilinum,5,,
s100,Closed-Wet,2022-06-22,E,5,Berner,Berberis nervosa,1,,
s100,Closed-Wet,2022-06-22,E,5,Gausha,Gaultheria shallon,35,80,
s100,Closed-Wet,2022-06-22,E,5,Kinore,Kindbergia oregana,0.5,,
s100,Closed-Wet,2022-06-22,E,5,Polmun,Polystichum munitum,0.5,,
s100,Closed-Wet,2022-06-22,N,1,Berner,Berberis nervosa,3,,
s100,Closed-Wet,2022-06-22,N,1,Isosto,Isothecium stoloniferum,1,,
s100,Closed-Wet,2022-06-22,N,1,Kinore,Kindbergia oregana,2,,
s100,Closed-Wet,2022-06-22,N,2,Berner,Berberis nervosa,1,,
s100,Closed-Wet,2022-06-22,N,2,Kinore,Kindbergia oregana,2,,
s100,Closed-Wet,2022-06-22,N,3,Berner,Berberis nervosa,3,,
s100,Closed-Wet,2022-06-22,N,3,Gausha,Gaultheria shallon,2,25,
s100,Closed-Wet,2022-06-22,N,3,Kinore,Kindbergia oregana,0.5,,
s100,Closed-Wet,2022-06-22,N,4,Berner,Berberis nervosa,2,,
s100,Closed-Wet,2022-06-22,N,4,Gausha,Gaultheria shallon,7,40,
s100,Closed-Wet,2022-06-22,N,4,Kinore,Kindbergia oregana,15,,
s100,Closed-Wet,2022-06-22,N,4,Polmun,Polystichum munitum,0.5,,
s100,Closed-Wet,2022-06-22,N,5,Berner,Berberis nervosa,0.5,,
s100,Closed-Wet,2022-06-22,N,5,Gausha,Gaultheria shallon,4,30,
s100,Closed-Wet,2022-06-22,N,5,Kinore,Kindbergia oregana,5,,
s100,Closed-Wet,2022-06-22,N,5,Pteaqu,Pteridium aquilinum,0.5,,
s100,Closed-Wet,2022-06-22,N,5,Rosgym,Rosa gymnocarpa,1,,
s100,Closed-Wet,2022-06-22,S,1,Berner,Berberis nervosa,5,,
s100,Closed-Wet,2022-06-22,S,1,Gausha,Gaultheria shallon,35,55,
s100,Closed-Wet,2022-06-22,S,1,Kinore,Kindbergia oregana,1,,
s100,Closed-Wet,2022-06-22,S,1,Polmun,Polystichum munitum,0.5,,
s100,Closed-Wet,2022-06-22,S,2,Berner,Berberis nervosa,1,,
s100,Closed-Wet,2022-06-22,S,2,Gausha,Gaultheria shallon,65,75,
s100,Closed-Wet,2022-06-22,S,2,Kinore,Kindbergia oregana,0.5,,
s100,Closed-Wet,2022-06-22,S,3,Berner,Berberis nervosa,2,,
s100,Closed-Wet,2022-06-22,S,3,Gausha,Gaultheria shallon,55,55,
s100,Closed-Wet,2022-06-22,S,3,Kinore,Kindbergia oregana,1,,
s100,Closed-Wet,2022-06-22,S,3,Polmun,Polystichum munitum,0.5,,
s100,Closed-Wet,2022-06-22,S,4,Berner,Berberis nervosa,2,,
s100,Closed-Wet,2022-06-22,S,4,Gausha,Gaultheria shallon,17,85,
s100,Closed-Wet,2022-06-22,S,4,Kinore,Kindbergia oregana,10,,
s100,Closed-Wet,2022-06-22,S,4,Lyslat,Lysimachia latifolia,0.5,,
s100,Closed-Wet,2022-06-22,S,4,Pteaqu,Pteridium aquilinum,6,,
s100,Closed-Wet,2022-06-22,S,5,Berner,Berberis nervosa,1,,
s100,Closed-Wet,2022-06-22,S,5,Gausha,Gaultheria shallon,15,80,
s100,Closed-Wet,2022-06-22,S,5,Kinore,Kindbergia oregana,15,,
s100,Closed-Wet,2022-06-22,W,1,Gausha,Gaultheria shallon,12,100,
s100,Closed-Wet,2022-06-22,W,1,Kinore,Kindbergia oregana,7,,
s100,Closed-Wet,2022-06-22,W,2,Berner,Berberis nervosa,2,,
s100,Closed-Wet,2022-06-22,W,2,Dichow,Dicranum howellii,0.5,,
s100,Closed-Wet,2022-06-22,W,2,Galapa,Galium aparine,0.5,,
s100,Closed-Wet,2022-06-22,W,2,Gausha,Gaultheria shallon,20,100,
s100,Closed-Wet,2022-06-22,W,2,Isosto,Isothecium stoloniferum,15,,
s100,Closed-Wet,2022-06-22,W,2,Kinore,Kindbergia oregana,10,,
s100,Closed-Wet,2022-06-22,W,3,Berner,Berberis nervosa,0.5,,
s100,Closed-Wet,2022-06-22,W,3,Gausha,Gaultheria shallon,10,100,
s100,Closed-Wet,2022-06-22,W,3,Kinore,Kindbergia oregana,25,,
s100,Closed-Wet,2022-06-22,W,3,Lyslat,Lysimachia latifolia,0.5,,
s100,Closed-Wet,2022-06-22,W,4,Berner,Berberis nervosa,2,,
s100,Closed-Wet,2022-06-22,W,4,Gausha,Gaultheria shallon,45,95,
s100,Closed-Wet,2022-06-22,W,4,Kinore,Kindbergia oregana,8,,
s100,Closed-Wet,2022-06-22,W,4,Polmun,Polystichum munitum,0.5,,
s100,Closed-Wet,2022-06-22,W,5,Berner,Berberis nervosa,0.5,,
s100,Closed-Wet,2022-06-22,W,5,Gausha,Gaultheria shallon,35,75,
s100,Closed-Wet,2022-06-22,W,5,Kinore,Kindbergia oregana,10,,
s100,Closed-Wet,2022-06-22,W,5,Polmun,Polystichum munitum,0.5,,
s100,Closed-Wet,2022-06-22,W,5,Pteaqu,Pteridium aquilinum,0.5,,
s103,Closed-Wet,2022-06-19,E,1,Berner,Berberis nervosa,3,,
s103,Closed-Wet,2022-06-19,E,1,Cormac,Corallorhiza maculata,0.5,,
s103,Closed-Wet,2022-06-19,E,1,Gausha,Gaultheria shallon,0.5,40,
s103,Closed-Wet,2022-06-19,E,1,Isosto,Isothecium stoloniferum,2,,
s103,Closed-Wet,2022-06-19,E,1,Kinore,Kindbergia oregana,50,,
s103,Closed-Wet,2022-06-19,E,1,Vacpar,Vaccinium parvifolium,0.5,,
s103,Closed-Wet,2022-06-19,E,2,Gausha,Gaultheria shallon,2,25,
s103,Closed-Wet,2022-06-19,E,2,Kinore,Kindbergia oregana,30,,
s103,Closed-Wet,2022-06-19,E,2,Polmun,Polystichum munitum,0.5,,
s103,Closed-Wet,2022-06-19,E,2,Pteaqu,Pteridium aquilinum,0.5,,
s103,Closed-Wet,2022-06-19,E,2,Tsuhet,Tsuga heterophylla,20,,
s103,Closed-Wet,2022-06-19,E,3,Berner,Berberis nervosa,2,,
s103,Closed-Wet,2022-06-19,E,3,Gausha,Gaultheria shallon,20,75,
s103,Closed-Wet,2022-06-19,E,3,Kinore,Kindbergia oregana,25,,
s103,Closed-Wet,2022-06-19,E,4,Berner,Berberis nervosa,5,,
s103,Closed-Wet,2022-06-19,E,4,Gausha,Gaultheria shallon,20,85,
s103,Closed-Wet,2022-06-19,E,4,Kinore,Kindbergia oregana,60,,
s103,Closed-Wet,2022-06-19,E,5,Berner,Berberis nervosa,15,,
s103,Closed-Wet,2022-06-19,E,5,Gausha,Gaultheria shallon,40,120,
s103,Closed-Wet,2022-06-19,E,5,Kinore,Kindbergia oregana,10,,
s103,Closed-Wet,2022-06-19,N,1,Gausha,Gaultheria shallon,25,50,"Centre of plot is beneath cedar (cedar effect probably occuring - suppressed growth), evidence of minor deer browse on Pteridium aquilinum. Recovering D. fir sapling and W. hemlock"
s103,Closed-Wet,2022-06-19,N,1,Kinore,Kindbergia oregana,30,,
s103,Closed-Wet,2022-06-19,N,1,Tsuhet,Tsuga heterophylla,0.5,,
s103,Closed-Wet,2022-06-19,N,2,Gausha,Gaultheria shallon,2,30,
s103,Closed-Wet,2022-06-19,N,2,Isosto,Isothecium stoloniferum,1,,
s103,Closed-Wet,2022-06-19,N,2,Kinore,Kindbergia oregana,25,,
s103,Closed-Wet,2022-06-19,N,2,Tsuhet,Tsuga heterophylla,0.5,,
s103,Closed-Wet,2022-06-19,N,2,Vacpar,Vaccinium parvifolium,0.5,,
s103,Closed-Wet,2022-06-19,N,3,Berner,Berberis nervosa,5,,
s103,Closed-Wet,2022-06-19,N,3,Gausha,Gaultheria shallon,5,15,
s103,Closed-Wet,2022-06-19,N,3,Kinore,Kindbergia oregana,35,,
s103,Closed-Wet,2022-06-19,N,4,Gausha,Gaultheria shallon,1,30,
s103,Closed-Wet,2022-06-19,N,4,Kinore,Kindbergia oregana,45,,
s103,Closed-Wet,2022-06-19,N,5,Berner,Berberis nervosa,5,,
s103,Closed-Wet,2022-06-19,N,5,Gausha,Gaultheria shallon,2,50,
s103,Closed-Wet,2022-06-19,N,5,Tsuhet,Tsuga heterophylla,10,,
s103,Closed-Wet,2022-06-19,S,1,Berner,Berberis nervosa,8,,
s103,Closed-Wet,2022-06-19,S,1,Gausha,Gaultheria shallon,0.5,15,
s103,Closed-Wet,2022-06-19,S,1,Kinore,Kindbergia oregana,50,,
s103,Closed-Wet,2022-06-19,S,2,Berner,Berberis nervosa,3,,
s103,Closed-Wet,2022-06-19,S,2,Gausha,Gaultheria shallon,8,40,
s103,Closed-Wet,2022-06-19,S,2,Kinore,Kindbergia oregana,40,,
s103,Closed-Wet,2022-06-19,S,2,Polmun,Polystichum munitum,15,,
s103,Closed-Wet,2022-06-19,S,2,Ruburs,Rubus ursinus,0.5,,
s103,Closed-Wet,2022-06-19,S,3,Berner,Berberis nervosa,1,,
s103,Closed-Wet,2022-06-19,S,3,Gausha,Gaultheria shallon,25,65,
s103,Closed-Wet,2022-06-19,S,3,Kinore,Kindbergia oregana,25,,
s103,Closed-Wet,2022-06-19,S,3,Polmun,Polystichum munitum,0.5,,
s103,Closed-Wet,2022-06-19,S,3,Ruburs,Rubus ursinus,1,,
s103,Closed-Wet,2022-06-19,S,4,Berner,Berberis nervosa,1,,
s103,Closed-Wet,2022-06-19,S,4,Gausha,Gaultheria shallon,50,115,
s103,Closed-Wet,2022-06-19,S,4,Kinore,Kindbergia oregana,15,,
s103,Closed-Wet,2022-06-19,S,4,Polmun,Polystichum munitum,0.5,,
s103,Closed-Wet,2022-06-19,S,5,Gausha,Gaultheria shallon,80,125,
s103,Closed-Wet,2022-06-19,S,5,Kinore,Kindbergia oregana,5,,
s103,Closed-Wet,2022-06-19,S,5,Pteaqu,Pteridium aquilinum,0.5,,
s103,Closed-Wet,2022-06-19,S,5,Ruburs,Rubus ursinus,0.5,,
s103,Closed-Wet,2022-06-19,W,1,Berner,Berberis nervosa,2,,
s103,Closed-Wet,2022-06-19,W,1,Gausha,Gaultheria shallon,5,30,
s103,Closed-Wet,2022-06-19,W,1,Kinore,Kindbergia oregana,10,,
s103,Closed-Wet,2022-06-19,W,1,Polmun,Polystichum munitum,5,,
s103,Closed-Wet,2022-06-19,W,2,Berner,Berberis nervosa,5,,
s103,Closed-Wet,2022-06-19,W,2,Gausha,Gaultheria shallon,5,130,
s103,Closed-Wet,2022-06-19,W,2,Kinore,Kindbergia oregana,5,,
s103,Closed-Wet,2022-06-19,W,2,Polmun,Polystichum munitum,2,,
s103,Closed-Wet,2022-06-19,W,3,Gausha,Gaultheria shallon,20,130,
s103,Closed-Wet,2022-06-19,W,3,Kinore,Kindbergia oregana,5,,
s103,Closed-Wet,2022-06-19,W,3,Polmun,Polystichum munitum,5,,
s103,Closed-Wet,2022-06-19,W,3,Psemen,Pseudotsuga menziesii,25,,
s103,Closed-Wet,2022-06-19,W,4,Berner,Berberis nervosa,1,,
s103,Closed-Wet,2022-06-19,W,4,Gausha,Gaultheria shallon,80,200,
s103,Closed-Wet,2022-06-19,W,4,Kinore,Kindbergia oregana,15,,
s103,Closed-Wet,2022-06-19,W,4,Polmun,Polystichum munitum,0.5,,
s103,Closed-Wet,2022-06-19,W,4,Pteaqu,Pteridium aquilinum,2,,
s103,Closed-Wet,2022-06-19,W,5,Gausha,Gaultheria shallon,85,210,
s103,Closed-Wet,2022-06-19,W,5,Kinore,Kindbergia oregana,5,,
s103,Closed-Wet,2022-06-19,W,5,Kinpra,Kindbergia praelonga,0.5,,
s103,Closed-Wet,2022-06-19,W,5,Pteaqu,Pteridium aquilinum,0.5,,
s104,Closed-Wet,2022-06-21,E,1,Fessub,Festuca subuliflora,0.5,,
s104,Closed-Wet,2022-06-21,E,1,Isosto,Isothecium stoloniferum,0.5,,
s104,Closed-Wet,2022-06-21,E,1,Kinore,Kindbergia oregana,70,,
s104,Closed-Wet,2022-06-21,E,2,Fessub,Festuca subuliflora,2,,
s104,Closed-Wet,2022-06-21,E,2,Kinore,Kindbergia oregana,85,,
s104,Closed-Wet,2022-06-21,E,3,Kinore,Kindbergia oregana,70,,
s104,Closed-Wet,2022-06-21,E,4,Isosto,Isothecium stoloniferum,3,,
s104,Closed-Wet,2022-06-21,E,4,Kinore,Kindbergia oregana,35,,
s104,Closed-Wet,2022-06-21,E,5,Kinore,Kindbergia oregana,25,,
s104,Closed-Wet,2022-06-21,N,1,Berner,Berberis nervosa,0.5,,
s104,Closed-Wet,2022-06-21,N,1,Fessub,Festuca subuliflora,0.5,,
s104,Closed-Wet,2022-06-21,N,1,Holdis,Holodiscus discolor,75,,
s104,Closed-Wet,2022-06-21,N,1,Kinore,Kindbergia oregana,75,,
s104,Closed-Wet,2022-06-21,N,2,Fessub,Festuca subuliflora,0.5,,
s104,Closed-Wet,2022-06-21,N,2,Kinore,Kindbergia oregana,70,,
s104,Closed-Wet,2022-06-21,N,3,Fessub,Festuca subuliflora,0.5,,
s104,Closed-Wet,2022-06-21,N,3,Hypcir,Hypnum circinale,0.5,,
s104,Closed-Wet,2022-06-21,N,3,Kinore,Kindbergia oregana,90,,
s104,Closed-Wet,2022-06-21,N,4,Cormac,Corallorhiza maculata,0.5,,
s104,Closed-Wet,2022-06-21,N,4,Fessub,Festuca subuliflora,0.5,,
s104,Closed-Wet,2022-06-21,N,4,Hypcir,Hypnum circinale,0.5,,
s104,Closed-Wet,2022-06-21,N,4,Kinore,Kindbergia oregana,25,,
s104,Closed-Wet,2022-06-21,N,5,Hypcir,Hypnum circinale,2,,
s104,Closed-Wet,2022-06-21,N,5,Isosto,Isothecium stoloniferum,1,,
s104,Closed-Wet,2022-06-21,N,5,Kinore,Kindbergia oregana,35,,
s104,Closed-Wet,2022-06-21,N,5,Scabol,Scapania bolanderi,0.5,,
s104,Closed-Wet,2022-06-21,S,1,Dicfus,Dicranum fuscescens,0.5,,
s104,Closed-Wet,2022-06-21,S,1,Dichow,Dicranum howellii,0.5,,
s104,Closed-Wet,2022-06-21,S,1,Holdis,Holodiscus discolor,25,,
s104,Closed-Wet,2022-06-21,S,1,Isosto,Isothecium stoloniferum,0.5,,
s104,Closed-Wet,2022-06-21,S,1,Kinore,Kindbergia oregana,45,,
s104,Closed-Wet,2022-06-21,S,1,Leprep,Lepidozia reptans,1,,
s104,Closed-Wet,2022-06-21,S,1,Rhigla,Rhizomnium glabrescens,2,,
s104,Closed-Wet,2022-06-21,S,1,Scabol,Scapania bolanderi,0.5,,
s104,Closed-Wet,2022-06-21,S,2,Holdis,Holodiscus discolor,1,,
s104,Closed-Wet,2022-06-21,S,2,Isosto,Isothecium stoloniferum,2,,
s104,Closed-Wet,2022-06-21,S,2,Kinore,Kindbergia oregana,75,,
s104,Closed-Wet,2022-06-21,S,3,Kinore,Kindbergia oregana,75,,
s104,Closed-Wet,2022-06-21,S,4,Isosto,Isothecium stoloniferum,15,,
s104,Closed-Wet,2022-06-21,S,4,Kinore,Kindbergia oregana,40,,
s104,Closed-Wet,2022-06-21,S,4,Leprep,Lepidozia reptans,0.5,,
s104,Closed-Wet,2022-06-21,S,4,Rhigla,Rhizomnium glabrescens,0.5,,
s104,Closed-Wet,2022-06-21,S,4,Rhylor,Rhytidiadelphus loreus,3,,
s104,Closed-Wet,2022-06-21,S,5,Isosto,Isothecium stoloniferum,4,,
s104,Closed-Wet,2022-06-21,S,5,Kinore,Kindbergia oregana,60,,
s104,Closed-Wet,2022-06-21,S,5,Rhylor,Rhytidiadelphus loreus,10,,
s104,Closed-Wet,2022-06-21,W,1,Dicfus,Dicranum fuscescens,0.5,,
s104,Closed-Wet,2022-06-21,W,1,Hypcir,Hypnum circinale,3,,
s104,Closed-Wet,2022-06-21,W,1,Isosto,Isothecium stoloniferum,1,,
s104,Closed-Wet,2022-06-21,W,1,Kinore,Kindbergia oregana,30,,
s104,Closed-Wet,2022-06-21,W,1,Rhigla,Rhizomnium glabrescens,0.5,,
s104,Closed-Wet,2022-06-21,W,1,Scabol,Scapania bolanderi,0.5,,
s104,Closed-Wet,2022-06-21,W,2,Berner,Berberis nervosa,0.5,,
s104,Closed-Wet,2022-06-21,W,2,Gausha,Gaultheria shallon,4,30,
s104,Closed-Wet,2022-06-21,W,2,Hypcir,Hypnum circinale,2,,
s104,Closed-Wet,2022-06-21,W,2,Isosto,Isothecium stoloniferum,10,,
s104,Closed-Wet,2022-06-21,W,2,Kinore,Kindbergia oregana,70,,
s104,Closed-Wet,2022-06-21,W,2,Scabol,Scapania bolanderi,3,,
s104,Closed-Wet,2022-06-21,W,3,Gausha,Gaultheria shallon,17,55,
s104,Closed-Wet,2022-06-21,W,3,Holdis,Holodiscus discolor,1,,
s104,Closed-Wet,2022-06-21,W,3,Hypcir,Hypnum circinale,5,,
s104,Closed-Wet,2022-06-21,W,3,Isosto,Isothecium stoloniferum,1,,
s104,Closed-Wet,2022-06-21,W,3,Kinore,Kindbergia oregana,50,,
s104,Closed-Wet,2022-06-21,W,3,Leprep,Lepidozia reptans,8,,
s104,Closed-Wet,2022-06-21,W,3,Scabol,Scapania bolanderi,3,,
s104,Closed-Wet,2022-06-21,W,4,Dicfus,Dicranum fuscescens,0.5,,
s104,Closed-Wet,2022-06-21,W,4,Gausha,Gaultheria shallon,7,45,
s104,Closed-Wet,2022-06-21,W,4,Hypcir,Hypnum circinale,2,,
s104,Closed-Wet,2022-06-21,W,4,Isosto,Isothecium stoloniferum,1,,
s104,Closed-Wet,2022-06-21,W,4,Kinore,Kindbergia oregana,25,,
s104,Closed-Wet,2022-06-21,W,4,Rhigla,Rhizomnium glabrescens,0.5,,
s104,Closed-Wet,2022-06-21,W,4,Scabol,Scapania bolanderi,0.5,,
s104,Closed-Wet,2022-06-21,W,5,Gausha,Gaultheria shallon,45,65,
s104,Closed-Wet,2022-06-21,W,5,Isosto,Isothecium stoloniferum,0.5,,
s104,Closed-Wet,2022-06-21,W,5,Kinore,Kindbergia oregana,25,,
s104,Closed-Wet,2022-06-21,W,5,Rhigla,Rhizomnium glabrescens,1,,
s106,Closed-Wet,2022-06-19,E,1,Berner,Berberis nervosa,15,,
s106,Closed-Wet,2022-06-19,E,1,Gausha,Gaultheria shallon,25,65,
s106,Closed-Wet,2022-06-19,E,1,Kinore,Kindbergia oregana,70,,
s106,Closed-Wet,2022-06-19,E,2,Berner,Berberis nervosa,40,,
s106,Closed-Wet,2022-06-19,E,2,Gausha,Gaultheria shallon,25,50,
s106,Closed-Wet,2022-06-19,E,2,Kinore,Kindbergia oregana,50,,
s106,Closed-Wet,2022-06-19,E,2,Pteaqu,Pteridium aquilinum,2,,
s106,Closed-Wet,2022-06-19,E,2,Scabol,Scapania bolanderi,0.5,,
s106,Closed-Wet,2022-06-19,E,3,Berner,Berberis nervosa,25,,
s106,Closed-Wet,2022-06-19,E,3,Gausha,Gaultheria shallon,40,80,
s106,Closed-Wet,2022-06-19,E,3,Isosto,Isothecium stoloniferum,0.5,,
s106,Closed-Wet,2022-06-19,E,3,Kinore,Kindbergia oregana,75,,
s106,Closed-Wet,2022-06-19,E,3,Linbor,Linnaea borealis,0.5,,
s106,Closed-Wet,2022-06-19,E,3,Pteaqu,Pteridium aquilinum,5,,
s106,Closed-Wet,2022-06-19,E,4,Berner,Berberis nervosa,20,,
s106,Closed-Wet,2022-06-19,E,4,Bucund,Buckiella undulata,0.5,,
s106,Closed-Wet,2022-06-19,E,4,Dicfus,Dicranum fuscescens,0.5,,
s106,Closed-Wet,2022-06-19,E,4,Gausha,Gaultheria shallon,5,60,
s106,Closed-Wet,2022-06-19,E,4,Kinore,Kindbergia oregana,85,,
s106,Closed-Wet,2022-06-19,E,4,Rhylor,Rhytidiadelphus loreus,0.5,,
s106,Closed-Wet,2022-06-19,E,4,Scabol,Scapania bolanderi,1,,
s106,Closed-Wet,2022-06-19,E,4,Viosem,Viola sempervirens,0.5,,
s106,Closed-Wet,2022-06-19,E,5,Berner,Berberis nervosa,5,,
s106,Closed-Wet,2022-06-19,E,5,Dichow,Dicranum fuscescens,0.5,,
s106,Closed-Wet,2022-06-19,E,5,Isosto,Isothecium stoloniferum,2,,
s106,Closed-Wet,2022-06-19,E,5,Kinore,Kindbergia oregana,40,,
s106,Closed-Wet,2022-06-19,E,5,Lyslat,Lysimachia latifolia,0.5,,
s106,Closed-Wet,2022-06-19,E,5,Viosem,Viola sempervirens,0.5,,
s106,Closed-Wet,2022-06-19,N,1,Berner,Berberis nervosa,40,,
s106,Closed-Wet,2022-06-19,N,1,Gausha,Gaultheria shallon,10,75,
s106,Closed-Wet,2022-06-19,N,1,Hylspl,Hylocomium splendens,5,,
s106,Closed-Wet,2022-06-19,N,1,Hypcir,Hypnum circinale,1,,
s106,Closed-Wet,2022-06-19,N,1,Isosto,Isothecium stoloniferum,0.5,,
s106,Closed-Wet,2022-06-19,N,1,Kinore,Kindbergia oregana,75,,
s106,Closed-Wet,2022-06-19,N,1,Psemen,Pseudotsuga menziesii,2,,
s106,Closed-Wet,2022-06-19,N,1,Rhytri,Rhytidiadelphus loreus,2,,
s106,Closed-Wet,2022-06-19,N,2,Berner,Berberis nervosa,35,,
s106,Closed-Wet,2022-06-19,N,2,Bucund,Buckiella undulata,0.5,,
s106,Closed-Wet,2022-06-19,N,2,Gausha,Gaultheria shallon,30,115,
s106,Closed-Wet,2022-06-19,N,2,Hylspl,Hylocomium splendens,8,,
s106,Closed-Wet,2022-06-19,N,2,Kinore,Kindbergia oregana,60,,
s106,Closed-Wet,2022-06-19,N,2,Neocor,Neottia cordata,0.5,,
s106,Closed-Wet,2022-06-19,N,2,Rhytri,Rhytidiadelphus triquetrus,2,,
s106,Closed-Wet,2022-06-19,N,3,Berner,Berberis nervosa,25,,
s106,Closed-Wet,2022-06-19,N,3,Gausha,Gaultheria shallon,0.5,,
s106,Closed-Wet,2022-06-19,N,3,Kinore,Kindbergia oregana,80,,
s106,Closed-Wet,2022-06-19,N,3,Lyslat,Lysimachia latifolia,0.5,,
s106,Closed-Wet,2022-06-19,N,3,Viosem,Viola sempervirens,0.5,,
s106,Closed-Wet,2022-06-19,N,4,Berner,Berberis nervosa,40,,
s106,Closed-Wet,2022-06-19,N,4,Dicfus,Dicranum fuscescens,0.5,,
s106,Closed-Wet,2022-06-19,N,4,Galapa,Galium aparine,0.5,,
s106,Closed-Wet,2022-06-19,N,4,Gausha,Gaultheria shallon,8,50,
s106,Closed-Wet,2022-06-19,N,4,Hypcir,Hypnum circinale,10,,
s106,Closed-Wet,2022-06-19,N,4,Isosto,Isothecium stoloniferum,0.5,,
s106,Closed-Wet,2022-06-19,N,4,Kinore,Kindbergia oregana,90,,
s106,Closed-Wet,2022-06-19,N,4,Lyslat,Lysimachia latifolia,1,,
s106,Closed-Wet,2022-06-19,N,4,Pteaqu,Pteridium aquilinum,3,,
s106,Closed-Wet,2022-06-19,N,4,Tsuhet,Tsuga heterophylla,0.5,,
s106,Closed-Wet,2022-06-19,N,4,Viosem,Viola sempervirens,0.5,,
s106,Closed-Wet,2022-06-19,N,5,Berner,Berberis nervosa,2,,
s106,Closed-Wet,2022-06-19,N,5,Dichow,Dicranum howellii,0.5,,
s106,Closed-Wet,2022-06-19,N,5,Gausha,Gaultheria shallon,1,35,
s106,Closed-Wet,2022-06-19,N,5,Hypcir,Hypnum circinale,0.5,,
s106,Closed-Wet,2022-06-19,N,5,Kinore,Kindbergia oregana,90,,
s106,Closed-Wet,2022-06-19,N,5,Neocor,Neottia cordata,0.5,,
s106,Closed-Wet,2022-06-19,N,5,Pteaqu,Pteridium aquilinum,0.5,,
s106,Closed-Wet,2022-06-19,N,5,Scabol,Scapania bolanderi,0.5,,
s106,Closed-Wet,2022-06-19,N,5,Tsuhet,Tsuga heterophylla,10,,
s106,Closed-Wet,2022-06-19,S,1,Berner,Berberis nervosa,15,,
s106,Closed-Wet,2022-06-19,S,1,Gausha,Gaultheria shallon,10,50,
s106,Closed-Wet,2022-06-19,S,1,Kinore,Kindbergia oregana,50,,
s106,Closed-Wet,2022-06-19,S,1,Pteaqu,Pteridium aquilinum,1,,
s106,Closed-Wet,2022-06-19,S,2,Berner,Berberis nervosa,5,,
s106,Closed-Wet,2022-06-19,S,2,Gausha,Gaultheria shallon,5,40,
s106,Closed-Wet,2022-06-19,S,2,Kinore,Kindbergia oregana,85,,
s106,Closed-Wet,2022-06-19,S,3,Berner,Berberis nervosa,5,,
s106,Closed-Wet,2022-06-19,S,3,Gausha,Gaultheria shallon,1,25,
s106,Closed-Wet,2022-06-19,S,3,Hylspl,Hylocomium splendens,0.5,,
s106,Closed-Wet,2022-06-19,S,3,Kinore,Kindbergia oregana,80,,
s106,Closed-Wet,2022-06-19,S,3,Rhytri,Rhytidiadelphus triquetrus,0.5,,
s106,Closed-Wet,2022-06-19,S,4,Berner,Berberis nervosa,10,,
s106,Closed-Wet,2022-06-19,S,4,Gausha,Gaultheria shallon,1,25,
s106,Closed-Wet,2022-06-19,S,4,Hylspl,Hylocomium splendens,0.5,,
s106,Closed-Wet,2022-06-19,S,4,Isosto,Isothecium stoloniferum,0.5,,
s106,Closed-Wet,2022-06-19,S,4,Kinore,Kindbergia oregana,80,,
s106,Closed-Wet,2022-06-19,S,4,Pteaqu,Pteridium aquilinum,2,,
s106,Closed-Wet,2022-06-19,S,5,Berner,Berberis nervosa,2,,
s106,Closed-Wet,2022-06-19,S,5,Fessub,Festuca subuliflora,0.5,,
s106,Closed-Wet,2022-06-19,S,5,Hylspl,Hylocomium splendens,1,,
s106,Closed-Wet,2022-06-19,S,5,Isosto,Isothecium stoloniferum,0.5,,
s106,Closed-Wet,2022-06-19,S,5,Kinore,Kindbergia oregana,90,,
s106,Closed-Wet,2022-06-19,S,5,Pruema,Prunus emarginata,1,,
s106,Closed-Wet,2022-06-19,S,5,Rosgym,Rosa gymnocarpa,1,,
s106,Closed-Wet,2022-06-19,W,1,Berner,Berberis nervosa,35,,
s106,Closed-Wet,2022-06-19,W,1,Bucund,Buckiella undulata,0.5,,
s106,Closed-Wet,2022-06-19,W,1,Dicfus,Dicranum fuscescens,0.5,,
