Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,Island
Costaria costata,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,seersucker kelp,Galiano Island
Costaria costata,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,seersucker kelp,Saturna Island
Costaria costata,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,seersucker kelp,Mayne Island
Crassadoma gigantea,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,giant rock scallop,Galiano Island
Crassadoma gigantea,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,giant rock scallop,Galiano Island
Crassadoma gigantea,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,giant rock scallop,Pender Island
Crassadoma gigantea,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,giant rock scallop,Prevost Island
Crassadoma gigantea,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,very many,open,46,45,giant rock scallop,Prevost Island
Crassadoma gigantea,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,giant rock scallop,Prevost Island
Crassadoma gigantea,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,giant rock scallop,Samuel Island
Crassadoma gigantea,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,giant rock scallop,Galiano Island
Crassadoma gigantea,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,giant rock scallop,Saturna Island
Crassadoma gigantea,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,few,open,47,51,giant rock scallop,Mayne Island
Crassadoma gigantea,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,giant rock scallop,Mayne Island
Cryptobranchia concentrica,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,ringed blind limpet,Samuel Island
Cryptobranchia concentrica,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,1,open,43,36,ringed blind limpet,Mayne Island
Cryptochiton stelleri,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,3,open,45,3,giant Pacific chiton,Pender Island
Cryptochiton stelleri,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,giant Pacific chiton,Mayne Island
Cryptochiton stelleri,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,43,giant Pacific chiton,Mayne Island
Cryptochiton stelleri,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,1,open,50,60,giant Pacific chiton,Prevost Island
Cryptochiton stelleri,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,few,open,47,51,giant Pacific chiton,Mayne Island
Cryptochiton stelleri,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,giant Pacific chiton,Mayne Island
Cryptochiton stelleri,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,giant Pacific chiton,Mayne Island
Cucumaria miniata,2019-05-04T12:00:00,"this is their ""many"" - assume their orange sea cuc is this one",Ballingall Islets Park,48.906568,-123.460574,very many,open,72,33,red sea cucumber,Galiano Island
Cucumaria miniata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,red sea cucumber,Galiano Island
Cucumaria miniata,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,many,open,45,3,red sea cucumber,Pender Island
Cucumaria miniata,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,many,open,27,28,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,14,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,43,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,red sea cucumber,Prevost Island
Cucumaria miniata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,red sea cucumber,Prevost Island
Cucumaria miniata,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,many,open,35,30,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,red sea cucumber,Galiano Island
Cucumaria miniata,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,red sea cucumber,Galiano Island
Cucumaria miniata,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,red sea cucumber,Saturna Island
Cucumaria miniata,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,very many,open,47,51,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,very many,open,60,60,red sea cucumber,Mayne Island
Cucumaria miniata,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,very many,open,48,50,red sea cucumber,Mayne Island
Cyanea capillata,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,1,open,60,60,lion's mane,Mayne Island
Cyanea capillata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,lion's mane,Samuel Island
Cymatogaster aggregata,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,shiner perch,Mayne Island
Cymatogaster aggregata,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,shiner perch,Mayne Island
Damalichthys vacca,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,pile perch,Galiano Island
Damalichthys vacca,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,pile perch,Mayne Island
Dendronotus iris,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,1,open,55,45,giant nudibranch,Mayne Island
Dendronotus iris,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,giant nudibranch,Prevost Island
Dendronotus iris,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,1,open,60,60,giant nudibranch,Mayne Island
Dendronotus iris,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,few,open,47,51,giant nudibranch,Mayne Island
Dendronotus iris,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,giant nudibranch,Mayne Island
Dendronotus rufus,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,red dendronotid,Mayne Island
Dendronotus venustus,2019-05-04T12:00:00,??? just said bushy back so assume it's this,Campbell Bay,48.85833,-123.26833,1,open,42,42,bushy-backed nudibranch,Mayne Island
Dermasterias imbricata,2019-05-04T12:00:00,"this is their ""many""",Ballingall Islets Park,48.906568,-123.460574,very many,open,72,33,leather star,Galiano Island
Dermasterias imbricata,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,leather star,Galiano Island
Dermasterias imbricata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,leather star,Galiano Island
Dermasterias imbricata,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,leather star,Mayne Island
Dermasterias imbricata,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,leather star,Mayne Island
Dermasterias imbricata,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,leather star,Pender Island
Dermasterias imbricata,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,leather star,Mayne Island
Dermasterias imbricata,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,14,leather star,Mayne Island
Dermasterias imbricata,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,leather star,Prevost Island
Dermasterias imbricata,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,very many,open,46,45,leather star,Prevost Island
Dermasterias imbricata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,leather star,Prevost Island
Dermasterias imbricata,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,very many,open,77,50,leather star,Mayne Island
Dermasterias imbricata,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,leather star,Mayne Island
Dermasterias imbricata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,2,open,45,29,leather star,Samuel Island
Dermasterias imbricata,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,2,open,35,30,leather star,Mayne Island
Dermasterias imbricata,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,leather star,Galiano Island
Dermasterias imbricata,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,leather star,Galiano Island
Dermasterias imbricata,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,very many,open,47,51,leather star,Mayne Island
Dermasterias imbricata,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,leather star,Mayne Island
Dermasterias imbricata,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,very many,open,48,50,leather star,Mayne Island
Desmarestia ligulata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,broad acid weed,Galiano Island
Desmarestia ligulata,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,many,open,27,28,broad acid weed,Mayne Island
Desmarestia ligulata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,broad acid weed,Samuel Island
Desmarestia ligulata,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,broad acid weed,Mayne Island
Desmarestia ligulata,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,some,open,31,34,broad acid weed,Saturna Island
Desmarestia viridis,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,stringy acid weed,Mayne Island
Diaulula odonoghuei,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,1,open,60,60,spotted leopard dorid,Mayne Island
Diaulula odonoghuei,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,1,open,55,45,spotted leopard dorid,Mayne Island
Diaulula odonoghuei,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,spotted leopard dorid,Mayne Island
Diaulula odonoghuei,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,1,open,50,60,spotted leopard dorid,Prevost Island
Diaulula odonoghuei,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,1,open,60,60,spotted leopard dorid,Mayne Island
Diaulula odonoghuei,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,1,open,47,51,spotted leopard dorid,Mayne Island
Diaulula odonoghuei,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,1,open,60,60,spotted leopard dorid,Mayne Island
Diaulula odonoghuei,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,spotted leopard dorid,Mayne Island
Didemnum carnulentum,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,Pacific white crust,Samuel Island
Didemnum carnulentum,2019-05-05T09:39:00,small patches,Robertson II,48.81378,-123.2099,some,open,31,34,Pacific white crust,Saturna Island
Didemnum/Trididemnum complex,2019-05-05T09:39:00,small,Robertson II,48.81378,-123.2099,few,open,31,34,white glove leather,Saturna Island
Diopatra ornata,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,1,open,35,30,ornate tubeworm,Mayne Island
Dirona albolineata,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,few,open,55,45,frosted nudibranch,Mayne Island
Dirona albolineata,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,43,frosted nudibranch,Mayne Island
Dirona albolineata,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,few,open,33,53,frosted nudibranch,Galiano Island
Dirona albolineata,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,frosted nudibranch,Mayne Island
Dirona albolineata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,frosted nudibranch,Samuel Island
Dirona albolineata,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,frosted nudibranch,Galiano Island
Distaplia occidentalis,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,3,open,27,28,mushroom compound tunicate,Mayne Island
Distaplia occidentalis,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,abundant,open,50,60,mushroom compound tunicate,Prevost Island
Distaplia occidentalis,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,abundant,open,45,29,mushroom compound tunicate,Samuel Island
Dodecaceria fewkesi,2019-05-04T12:00:00,loggeds as fringed tube worm,Campbell Bay,48.85833,-123.26833,very many,open,42,42,fringed filament-worm,Mayne Island
Dodecaceria fewkesi,2019-05-05T12:00:00,logged as fringed tube worm,Hawkins Island,48.84,-123.36833,abundant,open,50,60,fringed filament-worm,Prevost Island
Dodecaceria fewkesi,2019-05-05T12:13:00,logged as fringed tube worm,Hawkins Island,48.84,-123.36833,few,open,46,45,fringed filament-worm,Prevost Island
Dodecaceria fewkesi,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,fringed filament-worm,Prevost Island
Dodecaceria fewkesi,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,very abundant,open,45,29,fringed filament-worm,Samuel Island
Dodecaceria fewkesi,2019-05-04T13:24:00,logged as fringed tube worm,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,fringed filament-worm,Galiano Island
Dodecaceria fewkesi,2019-05-04T12:00:00,logged as fringed tube worm,Walker Rock,48.92833,-123.50483,very many,open,60,60,fringed filament-worm,Mayne Island
Doris montereyensis,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,Monterey sea lemon,Galiano Island
Doris montereyensis,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,Monterey sea lemon,Pender Island
Doris montereyensis,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,Monterey sea lemon,Prevost Island
Doris montereyensis,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,Monterey sea lemon,Prevost Island
Doris montereyensis,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,Monterey sea lemon,Saturna Island
Doris nobilis,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,noble sea lemon,Mayne Island
Doris nobilis,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,1,open,47,44,noble sea lemon,Galiano Island
Elassochirus tenuimanus,2019-05-04T12:39:00,small,St. John Point,48.81285,-123.22778,1,open,43,36,widehand hermit,Mayne Island
Embiotoca lateralis,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,striped seaperch,Galiano Island
Epizoanthus scotinus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,orange zoanthid,Samuel Island
Epizoanthus scotinus,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,orange zoanthid,Saturna Island
Eualus pusiolus,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,doll eualid,Mayne Island
Eupentacta quinquesemita,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,stiff-footed sea cucumber,Pender Island
Eupentacta quinquesemita,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,stiff-footed sea cucumber,Mayne Island
Eupentacta quinquesemita,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,stiff-footed sea cucumber,Mayne Island
Eupentacta quinquesemita,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,stiff-footed sea cucumber,Saturna Island
Eupentacta quinquesemita,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,stiff-footed sea cucumber,Mayne Island
Euphysa spp.,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,1,open,43,36,tiny red sausage jellies,Mayne Island
Eutonina indicans,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,aggregating jelly,Galiano Island
Evasterias troschelii,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,mottled star,Galiano Island
Evasterias troschelii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,mottled star,Galiano Island
Evasterias troschelii,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,mottled star,Pender Island
Evasterias troschelii,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,mottled star,Mayne Island
Evasterias troschelii,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,mottled star,Prevost Island
Evasterias troschelii,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,mottled star,Prevost Island
Evasterias troschelii,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,mottled star,Samuel Island
Evasterias troschelii,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,mottled star,Mayne Island
Evasterias troschelii,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,mottled star,Galiano Island
Evasterias troschelii,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,mottled star,Saturna Island
Evasterias troschelii,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,mottled star,Mayne Island
Evasterias troschelii,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,mottled star,Mayne Island
Flabellina trilineata,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,three-lined nudibranch,Galiano Island
Flabellina trilineata,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,three-lined nudibranch,Mayne Island
Flabellina trilineata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,2,open,45,29,three-lined nudibranch,Samuel Island
Flabellina trilineata,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,three-lined nudibranch,Saturna Island
Flabellina triophina,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,red flabellina,Galiano Island
Flabellina triophina,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,2,open,35,30,red flabellina,Mayne Island
Flabellina triophina,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,1,open,47,44,red flabellina,Galiano Island
Fryeella gardneri,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,arched red seaweed,Galiano Island
Fryeella gardneri,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,arched red seaweed,Mayne Island
Fucus gardneri,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,rockweed,Mayne Island
Fusitriton oregonensis,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,Oregon triton,Mayne Island
Fusitriton oregonensis,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,Oregon triton,Mayne Island
Fusitriton oregonensis,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,Oregon triton,Mayne Island
Fusitriton oregonensis,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,Oregon triton,Mayne Island
Garveia annulata,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,orange hydroid,Pender Island
Halocynthia igaboja,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,bristly tunicate,Saturna Island
Haminoea vesicula,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,abundant,open,33,53,white bubble shell,Galiano Island
Henricia leviuscula leviuscula,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,blood star,Galiano Island
Henricia leviuscula leviuscula,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,blood star,Galiano Island
Henricia leviuscula leviuscula,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,blood star,Pender Island
Henricia leviuscula leviuscula,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,blood star,Mayne Island
Henricia leviuscula leviuscula,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,blood star,Prevost Island
Henricia leviuscula leviuscula,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,blood star,Prevost Island
Henricia leviuscula leviuscula,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,2,open,31,34,blood star,Saturna Island
Henricia leviuscula leviuscula,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,2,open,43,36,blood star,Mayne Island
Henricia leviuscula leviuscula,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,many,open,48,50,blood star,Mayne Island
Heptacarpus tridens,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,threespine shrimp,Pender Island
Heptacarpus tridens,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,2,open,45,29,threespine shrimp,Samuel Island
Hermissenda crassicornis,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,opalescent nudibranch,Galiano Island
Hermissenda crassicornis,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,opalescent nudibranch,Mayne Island
Hermissenda crassicornis,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,1,open,46,45,opalescent nudibranch,Prevost Island
Hermissenda crassicornis,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,very many,open,60,60,opalescent nudibranch,Mayne Island
Heteropora pacifica,2019-05-04T14:16:00,small colony,North of Irish Bay,49.81938,-123.215,1,open,45,29,northern staghorn bryozoan,Samuel Island
Heteropora pacifica,2019-05-05T09:39:00,small colony,Robertson II,48.81378,-123.2099,1,open,31,34,northern staghorn bryozoan,Saturna Island
Hexagrammos decagrammus,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,kelp greenling,Galiano Island
Hexagrammos decagrammus,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,43,53,kelp greenling,Galiano Island
Hexagrammos decagrammus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,kelp greenling,Galiano Island
Hexagrammos decagrammus,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,kelp greenling,Mayne Island
Hexagrammos decagrammus,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,kelp greenling,Mayne Island
Hexagrammos decagrammus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,kelp greenling,Mayne Island
Hexagrammos decagrammus,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,1,open,46,45,kelp greenling,Prevost Island
Hexagrammos decagrammus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,kelp greenling,Prevost Island
Hexagrammos decagrammus,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,kelp greenling,Galiano Island
Hexagrammos decagrammus,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,kelp greenling,Galiano Island
Hexagrammos decagrammus,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,kelp greenling,Saturna Island
Hexagrammos decagrammus,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,1,open,47,51,kelp greenling,Mayne Island
Hexagrammos decagrammus,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,kelp greenling,Mayne Island
Hildenbrandia spp.,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,many,open,45,3,red rock crust,Pender Island
Hildenbrandia spp.,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,red rock crust,Samuel Island
Hildenbrandia spp.,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,many,open,35,30,red rock crust,Mayne Island
Hildenbrandia spp.,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,red rock crust,Saturna Island
Hima mendica,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,1,open,35,30,western lean nassa,Mayne Island
Hima mendica,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,western lean nassa,Saturna Island
Hippodiplosia insculpta,2019-05-04T13:24:00,she wrote check so not sure lattice or this one,"Retreat Cove South, island",48.938826,-123.501192,present,open,49,60,fluted bryozoan,Galiano Island
Hydractinia sp. (H. aggregata?),2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,snail fur hydroid,Pender Island
Hydractinia sp. (H. laevispina?),2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,barnacle fur hydroid,Samuel Island
Idotea resecata,2019-05-04T12:00:00,recorded as Pentidotea resecata,Montague Harbour,48.896354,-123.40363,many,open,33,53,eelgrass isopod,Galiano Island
Janolus fuscus,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,white-and-orange-tipped nudibranch,Mayne Island
Jordania zonope,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,longfin sculpin,Galiano Island
Jordania zonope,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,longfin sculpin,Mayne Island
Jordania zonope,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,longfin sculpin,Pender Island
Jordania zonope,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,longfin sculpin,Mayne Island
Jordania zonope,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,very many,open,46,45,longfin sculpin,Prevost Island
Jordania zonope,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,longfin sculpin,Prevost Island
Jordania zonope,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,longfin sculpin,Mayne Island
