area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed
sji,Boraginaceae,Amsinckia intermedia,Amsinckia menziesii intermedia,"Fairly common; dry, hard-packed waste soils; roadsides, chiefly San Juan and Lopez.",,,
sji,Boraginaceae,Amsinckia lycopsoides,Amsinckia lycopsoides,"Peck Cattle Point, San Juan 1923.",,,
sji,Boraginaceae,Amsinckia menziesii,Amsinckia menziesii,"Dry meadows, coastal strand and waste places; common throughout. Expect A. spectabilis on strand.",,,
sji,Boraginaceae,Amsinckia retrorsa,Amsinckia menziesii menziesii,"Dry, open places; rare; San Juan. According to Matt Guillams from Santa Barbara Botanic Garden who is reviewing the UBC specimens, we have only A. menziesii with no good specimens of A. retrorsa.",,,
sji,Boraginaceae,Amsinckia spectabilis,Amsinckia spectabilis,Marschner Flattop Island 2006. Note to expect on strand in A. menziesii text.,,,
sji,Boraginaceae,Amsinckia tessellata,Amsinckia tessellata,"Dry, open places; rare; San Juan.",,,
sji,Boraginaceae,Anchusa azurea,Anchusa azurea,"Ditches, forest edges where damp, weedy; occasional Orcas and San Juan.",,,
sji,Boraginaceae,Anchusa officinalis,Anchusa officinalis,Well established along damp roadsides and ditches east side of Friday Harbour; occasional elsewhere.,,,
sji,Boraginaceae,Borago officinalis,Borago officinalis,Garden cultivar; occasionally escaped to waste places.,,,
sji,Boraginaceae,Buglossoides arvensis,Buglossoides arvensis,Weedy meadows; local on Yellow Island.,,,
sji,Boraginaceae,Lycopsis arvensis,Anchusa arvensis,"Naturalized in very dry, open habitat near Kanaka Bay, San Juan.",,,
sji,Boraginaceae,Myosotis arvensis,Myosotis arvensis,"Waste places, mostly in towns; common.",,,
sji,Boraginaceae,Myosotis discolor,Myosotis discolor,Rocky meadows and disturbed open places; often with previous grazing.,,,
sji,Boraginaceae,Myosotis latifolia,Myosotis latifolia,"Occasionally escaped, chiefly in Friday Harbour.",,,
sji,Boraginaceae,Myosotis laxa,Myosotis laxa,"Wet places, in thickets along ponds or lakes; fairly common on larger islands.",,,
sji,Boraginaceae,Myosotis micrantha,Myosotis stricta,"Open places from meadows to rock outcrops to gardens; uncommon. AC 1977 English Camp, San Juan.",,,
sji,Boraginaceae,Myosotis scorpioides,Myosotis scorpioides,"Wet places, in thickets, along ponds or lakes, occasional on larger islands.",,,
sji,Boraginaceae,Myosotis sylvatica,Myosotis sylvatica,"Zika, Atkinson Friday Harbour 2000, 1986.",,,
sji,Boraginaceae,Nemophila parviflora var. parviflora,Nemophila parviflora parviflora,"Damp, shady woods, especially Alder or mixed composition; var. austiniae at a few places on Orcas in dry meadows.",,,
sji,Boraginaceae,Nemophila pedunculata,Nemophila pedunculata,"Friday Harbor Marine Laboratory grounds. 10-23 ft. Mossy bald at eastern part of preserve, between apartments and director's residence. Low growing plants amid bryophytes and Montia on a west-facing rock outcrop",,,
sji,Boraginaceae,Pentaglottis sempervirens,Pentaglottis sempervirens,"Atkinson Friday Harbour 1992, Zika Friday Harbour 2000, Zika Roche Harbour Road 2014. all roadside. Zika Friday Harbour, roadside 2021.",,,
sji,Boraginaceae,Phacelia linearis,Phacelia linearis,"Dry, open rock faces and crevices; rare on San Juan Mt Dallas-Mt Cady area.",,,
sji,Boraginaceae,Plagiobothrys cusickii,Plagiobothrys scouleri cusickii,"San Juan, Shaw, Lopez. Recent records Denton and Atinson.",,,
sji,Boraginaceae,Plagiobothrys figuratus,Plagiobothrys figuratus,Vernally moist depressions in meadows; rare in the Yellow-Wasp group.,,,
sji,Boraginaceae,Plagiobothrys hispidulus,Plagiobothrys scouleri hispidulus,"Zika Spencer Spit, Lopez Island 2000.",,,
sji,Boraginaceae,Plagiobothrys leptocladus,Plagiobothrys leptocladus,Walker Jones Island vernally wet area 2018,,,
sji,Boraginaceae,Plagiobothrys scouleri,Plagiobothrys scouleri,Vernal pools and moist meadows; widespread and fairly common. Occasionally on grassy beaches of Lopez and San Juan. Peck 1923 collection Plagiobothrys medius (Piper) Johnst. from Cattle Point possibly refered here.,,,
sji,Boraginaceae,Plagiobothrys tenellus,Plagiobothrys tenellus,Upland meadows; rare; several records for San Juan especially near American Camp; also recorded for Lopez and Orcas. HJ Cattle Point 1977.,,,
sji,Boraginaceae,Symphytum officinale,Symphytum officinale,Adventive or escaped along roadsides and waste places on all main islands and some lesser ones.,,,
sji,Boraginaceae,Symphytum uplandicum,Symphytum × uplandicum,Zika San Juan near fairgrounds and Argyle Road 2000.,,,
sji,Brassicaceae,Arabidopsis thaliana,Arabidopsis thaliana,"Uncommon but increasing adventive of lawns, gardens and waste places.",,,
sji,Brassicaceae,Arabis caucasica,Arabis caucasica,"Zika Roche Harbour 2001. Gardens upslope, limestone ledges by the sea, escaped from gardens upslope, well established on limestone ledges by the sea, with Stellaria media, Erodium cicutarium, Cerastium semidecandrum.",,,
sji,Brassicaceae,Arabis eschscholtziana,Arabis eschscholtziana,"Regular but scattered occurrence on rocky cliffs and outcrops, widespread. var. glabrata restestricted to summit of Mt Constitution. Several early collections of A. gerardii Besser probably belong here.",,,
sji,Brassicaceae,Aubrieta deltoidea,Aubrieta deltoidea,"Zika, Roche Harbour, San Juan 2001. With Stellaria media, Erodium cicutarium, Cerastium semidecandrum. Decumbent perennial, escaped from gardens upslope. Well established on limestone ledges by the sea.",,,
sji,Brassicaceae,Barbarea orthoceras,Barbarea orthoceras,"Low, wet areas, often in the vicinity of salt marshes, fairly common throughout.",,,
sji,Brassicaceae,Barbarea vulgaris,Barbarea vulgaris,"Wet, open ditches, occasional.",,,
sji,Brassicaceae,Brassica juncea,Brassica juncea,Roadside and cleared places; fairly common San Juan and Lopez.,,,
sji,Brassicaceae,Brassica nigra,Brassica nigra,Roadsides and cleared areas.,,,
sji,Brassicaceae,Brassica rapa,Brassica rapa,"Zika 2001 several collections Friday Harbour Airport identified as B. rapa. B. campestris reported as often abundant roadside, farm fields and gardens.",,,
sji,Brassicaceae,Cakile edentula,Cakile edentula,Uncommon on strand; mostly San Juan and Lopez but occurs throughout.,,,
sji,Brassicaceae,Cakile maritima,Cakile maritima,Strands. Colonizing the area from Strait of Juan de Fuca and outer coast where more common. Widespread on San Juans.,,,
sji,Brassicaceae,Camelina microcarpa,Camelina microcarpa,"Atkinson Lopez Island 1986; Mackaye Harbor; at west and south side of harbor, along road to Agate Beach, near marina and old Whitney Fidalgo facility. Unconsolidated dune and strand.",,,
sji,Brassicaceae,Capsella bursa-pastoris,Capsella bursa-pastoris,"San Juan, Orcas. Probably widespread.",,,
sji,Brassicaceae,Cardamine flexuosa,Cardamine flexuosa,"Sentinal Island, McConnell Island, Sucia Island. Zika 2001 Friday Harbour.",,,
sji,Brassicaceae,Cardamine hirsuta,Cardamine hirsuta,"McConnell, Yellow, Battleship, Posey, Cliff, Gossip, Charles, Colville, Coon, Fawn, Victtim, North Finger, Oak Islands and others.",,,
sji,Brassicaceae,Cardamine nuttallii,Cardamine nuttallii,"Damp, rich soils in stream valleys; rare on San Juan, expected on Orcas.",,,
sji,Brassicaceae,Cardamine occidentalis,Cardamine occidentalis,"Low, wet ground, often in shaded thickets; rare on San Juan.",,,
sji,Brassicaceae,Cardamine occulta,Cardamine occulta,"McCutchen iNaturalist observaion Three Corners Lake Rd, San Juan 2021.",,,
sji,Brassicaceae,Cardamine oligosperma,Cardamine oligosperma,"Common native weed, open woods, fields and gardens.",,,
sji,Brassicaceae,Cardamine pensylvanica,Cardamine pensylvanica,"Occasional; Cold Springs and Cascade Lakes Orcas. Rick, wet soils often in the shade.",,,
sji,Brassicaceae,Conringia orientalis,Conringia orientalis,"Wet, open places; occasional.",,,
sji,Brassicaceae,Descurainia pinnata ssp. brachycarpa,Descurainia pinnata brachycarpa,Peck Shaw Island 1923. Reported on CPNWH as Descurainia incisa (Engelm. ex A. Gray) Britton ssp. incisa,,,
sji,Brassicaceae,Draba nemorosa,Draba nemorosa,"D. stenoloba reported historic record for Wasp-Yellow Island group, grassy open bluffs. Peck Friday Harbour 1923. Dodd & Tusler report from Coon Island.",,,
sji,Brassicaceae,Draba verna,Draba verna,Meadows to lawns; abundant. Reported as Erophila verna (L.) Chev.,,,
sji,Brassicaceae,Hesperis matronalis,Hesperis matronalis,"Fairly common escaped along roadsides San Juan, less on Orcas and other islands.",,,
sji,Brassicaceae,Hornungia procumbens,Hornungia procumbens,"Damp bluffs, rocky seeps or meadows near salt water, strand. San Juan and Lopez.",,,
sji,Brassicaceae,Lepidium campestre,Lepidium campestre,"Dry, dusty roadsides and hard-packed waste soils, occasional San Juan. Atkinson 1992.",,,
sji,Brassicaceae,Lepidium densiflorum,Lepidium densiflorum,"Occasional sandy, saline soils.",s. lat.,,
sji,Brassicaceae,Lepidium didymum,Lepidium didymum,"Occasional vacant lots, gardens San Juan. Atkinson Friday Harbour 1986. Zika false Bay 2018.",,,
sji,Brassicaceae,Lepidium draba,Lepidium draba,"Local on strand at Mackaye Harbour, Lopez. Zika 2001.",,,
sji,Brassicaceae,Lepidium heterophyllum,Lepidium heterophyllum,Dunwiddie and Zika Patos at campsites 2018.,,,
sji,Brassicaceae,Lepidium oxycarpum,Lepidium oxycarpum,AC 1983 Cattle Point vernally moist soil pockets on rock. Population reduced 1992. Zika same 1999. AS Cattle Point iNaturalist report 2019. Dunwiddie Goose Island 2021.,,,
sji,Brassicaceae,Lepidium perfoliatum,Lepidium perfoliatum,Occasional European weed; often near dumpsters and parking lots. Atkinson north edge of Sportsman's Lake 1992.,,,
sji,Brassicaceae,Lepidium ramosissimum,Lepidium ramosissimum,Peck Friday Harbour 1923.,,,
sji,Brassicaceae,Lepidium virginicum,Lepidium virginicum,"Strand, rocky coastal bluffs, less often sandy, upland meadows.",,,
sji,Brassicaceae,Lobularia maritima,Lobularia maritima,"Escaping garden species, found chiefly in Friday Harbour and Eastsound.",,,
sji,Brassicaceae,Lunaria annua,Lunaria annua,"Occasional escape, mostly San Juan.",,,
sji,Brassicaceae,Nasturtium officinale,Nasturtium officinale,"Low, wet ground; escaped on Stuart and Orcas.",,,
sji,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,Occasional Lopez and San Juan.,,,
sji,Brassicaceae,Raphanus sativus,Raphanus sativus,"Cultivated and marginally escaped, long persistant and spreading; Lopez and San Juan.",,,
sji,Brassicaceae,Rorippa curvisiliqua,Rorippa curvisiliqua,"Widespread, wet places and vernal pools, often on sandy soil.",,,
sji,Brassicaceae,Rorippa palustris,Rorippa palustris,Rotting logs in lakes or boggy edge; rare. Peck1923 Sportsmans Lake.,,,
sji,Brassicaceae,Sinapis arvensis,Sinapis arvensis,Adventive roadsides and gardens; most common on Lopez and San Juan.,,,
sji,Brassicaceae,Sisymbrium altissimum,Sisymbrium altissimum,"Fairly common; dry, open places.",,,
sji,Brassicaceae,Sisymbrium officinale,Sisymbrium officinale,Common weed.,,,
sji,Brassicaceae,Teesdalia nudicaulis,Teesdalia nudicaulis,"Locally common, open lichen balds on Mt Constitution.",,,
sji,Brassicaceae,Thlaspi arvense,Thlaspi arvense,"Moist, grassy places; occasional.",,,
sji,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus curvipes,"Open, gravelly slopes, rare. No records on Floristic Atlas of the San Juan Islands.",,,
sji,Brassicaceae,Turritis glabra,Turritis glabra,"Dry meadows and exposed rocky outcrops, often where subject to past grazing; common throughout.",,,
sji,Cabombaceae,Brasenia schreberi,Brasenia schreberi,Occasional; lakes on Orcas and San Juan.,,,
sji,Cactaceae,Opuntia fragilis,Opuntia fragilis,"Widespread on dry, rocky outcrops and meadows, often near salt water.",,,
sji,Campanulaceae,Campanula medium,Campanula medium,"C. medium L., persicifolia L., and rapunculoides L. reported escaped and naturalized from area.",,,
sji,Campanulaceae,Campanula rotundifolia,Campanula rotundifolia,Widespread but most common on Mt Constitution and Chadwick Hill;,,,
sji,Campanulaceae,Campanula scouleri,Campanula scouleri,"Transitional coniferous forest, often where mossy, widespread and fairly common..",,,
sji,Campanulaceae,Githopsis specularioides,Githopsis specularioides,"Vernally moist depressions and seeps on rocky outcrops; Historically Yellow-Wasp group and more recently Cady Mt, San Juan.",,,
sji,Campanulaceae,Lobelia dortmanna,Lobelia dortmanna,"Shallow lake edge; local at Mountain Lake, Orcas.",,,
sji,Campanulaceae,Triodanis perfoliata,Triodanis perfoliata,"Steep, exposed rocky cliffs, widespread but scattered.",,,
sji,Cannabaceae,Humulus lupulus var. lupulus,Humulus lupulus lupulus,Peck roadside Friday Harbour 1923.,,,
sji,Caprifoliaceae,Centranthus ruber,Centranthus ruber,Occasionally escaped in Friday Harbour.,,,
sji,Caprifoliaceae,Dipsacus fullonum,Dipsacus fullonum,Fairly common along roadsides.,,,
sji,Caprifoliaceae,Linnaea borealis ssp. longiflora,Linnaea borealis longiflora,Common; mossy forest floors and fringes.,,,
sji,Caprifoliaceae,Lonicera ciliosa,Lonicera ciliosa,"Common; dry, open coniferous forest.",,,
sji,Caprifoliaceae,Lonicera hispidula,Lonicera hispidula,Common; open woods.,,,
sji,Caprifoliaceae,Lonicera involucrata var. involucrata,Lonicera involucrata involucrata,"Swampy, low ground, often along lakes; fairly common.",,,
sji,Caprifoliaceae,Plectritis congesta,Plectritis congesta,Locally abundant and present on many smaller islands; seaside meadows.,,,
sji,Caprifoliaceae,Symphoricarpos albus,Symphoricarpos albus,"Abundant; dry, exposed slopes to shady woods and roadsides.",,,
sji,Caprifoliaceae,Symphoricarpos mollis var. hesperius,Symphoricarpos mollis hesperius,Moist mixed forest edge and adjacent gravelly slopes; rare; Mt Dallas-Cady Mt and higher elevation on Orcas.,,,
sji,Caprifoliaceae,Valeriana scouleri,Valeriana sitchensis scouleri,"Moist, shady coniferous woods; rare; known from Sucia and Matia. HJ obs abundant on Sucia 1994.",,,
sji,Caprifoliaceae,Valerianella locusta,Valerianella locusta,"Cut-over areas, forest edge and roadsides; occasional, chiefly on Lopez.",,,
sji,Caryophyllaceae,Agrostemma githago,Agrostemma githago,"Pope 1904, Friday Harbour.",,,
sji,Caryophyllaceae,Arenaria paludicola,Arenaria paludicola,"Northwest Stuart Island in grass on airfield 1985. Not relocated in searches 1992, 1995. =Mauranthemum paludosum (Poir.) Vogt & Oberpr. This species is not considered naturalized in the flora.",,,
sji,Caryophyllaceae,Arenaria serpyllifolia,Arenaria serpyllifolia,"Dry, gravelly meadows, occasionally open coniferous woods, common.",,,
sji,Caryophyllaceae,Cerastium arvense ssp. strictum,Cerastium arvense strictum,"Abundant, meadows.",,,
sji,Caryophyllaceae,Cerastium brachypodum,Cerastium brachypodum,"Dry meadows, occasional. Refered to C. semidecandrum in A&S 1993.",,,
sji,Caryophyllaceae,Cerastium fontanum ssp. vulgare,Cerastium holosteoides,"Open places, beaches, waste sites; often abundant.",,,
sji,Caryophyllaceae,Cerastium glomeratum,Cerastium glomeratum,Common to abundant; often on lawns.,,,
sji,Caryophyllaceae,Cerastium pumilum,Cerastium pumilum,Many collections,,,
sji,Caryophyllaceae,Cerastium semidecandrum,Cerastium semidecandrum,Meadows; often near salt water;most common on San Juan. Material refered to Cerastium nutans in A&S1983 belongs here.,,,
sji,Caryophyllaceae,Cerastium tomentosum,Cerastium tomentosum,Cultivated in rock gardens and sometimes escaping; long persistant and spreading.,,,
sji,Caryophyllaceae,Dianthus armeria,Dianthus armeria,"Occasional in open, gravelly or sandy sites on the main islands. Zika reports D. barbatus L. from weedy bank Friday Harbour 2001",,,
sji,Caryophyllaceae,Dianthus barbatus,Dianthus barbatus,"Zika Friday Harbour 2001, presumably spread from cultivation, steep weedy bank, full sun, with Festuca arundinacea, Vicia sativa, V. villosa.",,,
sji,Caryophyllaceae,Holosteum umbellatum,Holosteum umbellatum,"Grassy waste ground, Fairgrounds, Argyle Road, Friday Harbor, San Juan Zika 2001.",,,
sji,Caryophyllaceae,Honckenya peploides ssp. major,Honckenya peploides major,"Strand, most common on the west shore of Lopez; scattered throughout from San Juan to Sucia.",,,
sji,Caryophyllaceae,Lychnis coronaria,Silene coronaria,Cultivated and widely escaped; uncommon but increasing.,,,
sji,Caryophyllaceae,Moehringia macrophylla,Moehringia macrophylla,"Moist coniferous forest and margins; fairly common on Orcas, especially on Mt Constitution; much less common on Mt Dallas and elsewhere.",,,
sji,Caryophyllaceae,Moenchia erecta,Moenchia erecta,"Zika 2018 Biggs Reservoir, San Juan. Occasional in grassy roadbed, occasionally mowed, full sun, with weedy grasses.",,,
sji,Caryophyllaceae,Sabulina macra,Sabulina macra,"Dry, grassy meadows and outcrops; uncommon but widespread up to higher elevations on Mt Constitution. Reported as Minaurtia tenella in A&S1993.",,,
sji,Caryophyllaceae,Sabulina rubella,Sabulina rubella,"Giblin Blind Island, Frye Friday Harbour 1905 reported as Minuatia r.",,,
sji,Caryophyllaceae,Sagina apetala,Sagina apetala,"Zika & Dunwiddie open soil near shoreline. Occasional, San Juan, Orcas, Lopez and smaller islands.",,,
sji,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Sagina decumbens occidentalis,"Dry, gravelly meadows or roadcuts; occasional. Many collections CPNWH",,,
sji,Caryophyllaceae,Sagina maxima ssp. crassicaulis,Sagina maxima crassicaulis,"Rocky bluff to steep, glacial banks near salt water; often in vernally moist depressions. Common along the southern edge of the archipelago.",,,
sji,Caryophyllaceae,Sagina procumbens,Sagina procumbens,"Weedy in damp, open places; common.",,,
sji,Caryophyllaceae,Scleranthus annuus,Scleranthus annuus,"Gravelly roadsides; occasional. Atkinson American Camp and Arglye Road, San Juan.",,,
sji,Caryophyllaceae,Silene antirrhina,Silene antirrhina,"Occasional dry meadows and forest edge, mostly in northern part of our range.",,,
sji,Caryophyllaceae,Silene gallica,Silene gallica,"Waste soils, meadows and rocky outcrops throughout.",,,
sji,Caryophyllaceae,Silene latifolia,Silene latifolia,"Occasional on larger islands; roadsides, waste places.",,,
sji,Caryophyllaceae,Silene menziesii,Silene menziesii,Dunwiddie & Zika Patos Island 2018. iNaturalist report Cypress Island.,,,
sji,Caryophyllaceae,Silene scouleri,Silene scouleri,"Meadows and dry, open coniferous forest; substantial colony at Iceberg Point, rare on San Juan.",,,
sji,Caryophyllaceae,Silene vulgaris,Silene vulgaris,Occasional roadsides and waste places.,,,
sji,Caryophyllaceae,Spergula arvensis,Spergula arvensis,"Lawns and gardens, uncommon but increasing.",,,
sji,Caryophyllaceae,Spergularia canadensis var. occidentalis,Spergularia canadensis occidentalis,Common; salt marshes. Including vars canadensis and occidentalis.,,,
sji,Caryophyllaceae,Spergularia diandra,Spergularia diandra,"Sandy or gravelly, often hard-packed waste soils. CPNWH shows no nearby locations. CDC Explorer no records. Exclude?",,,
sji,Caryophyllaceae,Spergularia macrotheca,Spergularia macrotheca,"Common, salt marshes gravelly meadows and rocky costal bluffs.",,,
sji,Caryophyllaceae,Spergularia rubra,Spergularia rubra,Weedy sites to strand; common. S. bocconei (Scheele) Graebn. known from Whidby Island and Port Angeles,,,
sji,Caryophyllaceae,Spergularia salina,Spergularia marina,Occasional in salt marshes.,,,
sji,Caryophyllaceae,Stellaria borealis ssp. sitchana,Stellaria borealis sitchana,Edges of swamps and other wet places; often in heavy shade. Reported as S. bongardiana.,,,
sji,Caryophyllaceae,Stellaria crispa,Stellaria crispa,"Deep, moist woods and stream banks; common.",,,
sji,Caryophyllaceae,Stellaria graminea,Stellaria graminea,"Lawns, ditches; occasional european weed.",,,
sji,Caryophyllaceae,Stellaria longipes,Stellaria longipes,"Rare; known from a single wet meadow station near Cold Springs, Mt Constitution. Also Naas collections Agate Beach, Lopez 1994. Lawrence Stuart Island 1904.",,,
sji,Caryophyllaceae,Stellaria media,Stellaria media,Common; waste places throughout.,,,
sji,Caryophyllaceae,Stellaria nitens,Stellaria nitens,Meadows.,,,
sji,Caryophyllaceae,Stellaria pallida,Stellaria apetala,"Gravelly meadows of south San Juan Island. Patos, Sucia, Lopez, Orcas.",,,
sji,Caryophyllaceae,Vaccaria hispanica,Vaccaria hispanica,"Adventive, cultivated soils and roadsides; collected once Rigg 1908 Friday Harbour.",,,
sji,Celastraceae,Paxistima myrsinites,Paxistima myrsinites,"Steep, shaded rocky slopes; mostly confined to Orcas and the Sucia group but occasionally elsewhere.",,,
sji,Ceratophyllaceae,Ceratophyllum demersum,Ceratophyllum demersum,"Larger lakes; often abundant on Orcas, San Juan and Blakely. Atkinson Sportsmans Lake 1986.",,,
sji,Convolvulaceae,Calystegia × lucana,Calystegia × lucana,"Zika Friday Harbour, San Juan 2002.",not in FPNW2,,
sji,Convolvulaceae,Calystegia sepium,Calystegia sepium,"Hedgerows and moist, waste places; common, chiefly in towns. CPNWH listed as Calystegia ×lucana (Ten.) G. Don",,,
sji,Convolvulaceae,Calystegia silvatica,Calystegia silvatica,"PZ Friday Harbour vacant weedy lot, full sun 2002.",,,
sji,Convolvulaceae,Calystegia soldanella,Calystegia soldanella,"Local; glacial outwash bluffs at Cattle Point, westward to South Beach where it is numerous.",,,
sji,Convolvulaceae,Convolvulus arvensis,Convolvulus arvensis,Locally common in hedgerows and waste places on San Juan; less frequent other main islands.,,,
sji,Convolvulaceae,Cuscuta epithymum,Cuscuta epithymum,"Rare; known from Peck's 1923 collection in a meadow southeast of Roche Harbour, San Juan.",,,
sji,Convolvulaceae,Cuscuta pacifica var. pacifica,Cuscuta pacifica pacifica,Salicornia marshes; common.,,,
sji,Cornaceae,Cornus canadensis,Cornus canadensis,"Moist, mossy coniferous woods near Summit lake, Orcas; rare. Reported as C. unalaschkensis Ledeb. (possible?)",,,
sji,Cornaceae,Cornus nuttallii,Cornus nuttallii,Scattered and rare on larger islands in mixed Alder-Fir forests; most common in the northern tier.,,,
sji,Cornaceae,Cornus occidentalis,Cornus sericea occidentalis,Lawrence Stuart Island 1904.,,,
sji,Cornaceae,Cornus stolonifera,Cornus sericea,Swampy places in Humic Gleyed soils; widespread and fairly common near lakes. Reported as C. serica v. occidentalis,,,
sji,Crassulaceae,Crassula connata,Crassula connata,"Rare; vernally moist depressions in rocky outcrops, Deadman Bay to Mt Dallas. AC Speiden Island.",,,
sji,Crassulaceae,Crassula tillaea,Crassula tillaea,"iNaturalist posts Mt Dallas, Friday Harbour and Kansas Cove, San Juan. Walker Lopez 2020. Green 2006 Posey Island. Zika Deadman Bay, San Juan 2021. Zika Sucia 2021.",,,
sji,Crassulaceae,Sedum acre,Sedum acre,"Widely cultivated and often escaped from rock gardens, chiefly in Friday Harbour and Eastsound",,,
sji,Crassulaceae,Sedum album,Sedum album,"Cultivated rock garden escape, chiefly Friday Harbour.",,,
sji,Crassulaceae,Sedum divergens,Sedum divergens,Rare; rocky cliffs and talus near summit of Mt Constitution where collected in 1908.,,,
sji,Crassulaceae,Sedum lanceolatum,Sedum lanceolatum,"Widespread, rocky outcrops, usually near saltwater, throughout.",recorded by HJ: Sedum lanceolatum var. nesioticum; Sedum lanceolatum var. nesioticum not recognized in FPNW2,,
sji,Crassulaceae,Sedum oreganum,Sedum oreganum,Locally common on Mt Constitution.,,,
sji,Crassulaceae,Sedum spathulifolium,Sedum spathulifolium,"Rocky outcrops, often in partial shade; common and widespread throughout.",,,
sji,Crassulaceae,Sedum stenopetalum,Sedum stenopetalum,"Martin 1940 near Friday Harbour. Dunkle 1919 Friday Harbour, Baker 1941 Argyle Lagoon,",,,
sji,Cucurbitaceae,Marah oreganus,Marah oregana,"Locally common, chiefly on San Juan and Orcas; roadside, scrubby areas. Lawrence Stuart Island 1904. Lopez roadside iNaturalist observation 2021.",,,
sji,Cupressaceae,Juniperus scopulorum,Juniperus scopulorum,"Open, rocky slopes near salt water; common. Reported as J. maritima from Sucia.",,"""Genetically this is J. maritima, but you follow the Flora of the PNW (2nd Ed.) so this is fine with the note they are the same thing."" FL E-Flora BC and other PNW collections are using J. maritima",
sji,Cupressaceae,Thuja plicata,Thuja plicata,"Valley bottoms, north facing slopes, usually where moist; common.",,,
sji,Cyperaceae,Bolboschoenus maritimus ssp. paludosus,Bolboschoenus maritimus paludosus,Rare due to lack of estuarine habitats that it prefers.,,,
sji,Cyperaceae,Carex aperta,Carex aperta,Rare; wet sites and seeps.,,"""Carex—Several of these records are doubtful or certainly erroneous. Depends on what you want to do with them. For myself, I like to have a separate list of questionable species and only put the verified species on the plant list."" FL ""For this list I’m keeping the same order as the original S&H for easy reference and comparison to the original. If we go any further with it will reorganize using current names and add an appendix listing taxa dropped and unsubstantiated reports separately."" HJ
 ""Of course, this takes some effort to track these records down. My rule is to only list proven things and note any changes like re-identifications, unverifiable reports, etc. in a separate list."" FL",
sji,Cyperaceae,Carex aquatilis var. dives,Carex aquatilis dives,"Lake margins and sedge fens; common throughout, particularly on Orcas Island.",,,
sji,Cyperaceae,Carex arcta,Carex arcta,"Swampy grpound, mostly on Orcas Island where sporadic.",,,
sji,Cyperaceae,Carex athrostachya,Carex athrostachya,"Wet meadows, occasional. MFD Eagle Point, San Juan 1974",,,
sji,Cyperaceae,Carex aurea,Carex aurea,"Quite common in flooded meadows, often where disturbed.",,,
sji,Cyperaceae,Carex canescens ssp. canescens,Carex canescens canescens,Peck peat bog along Sportsmans lake 1923. Reported as C. canescens,,,
sji,Cyperaceae,Carex cusickii,Carex cusickii,"Very common throughout; lake margins, bogs, sedge fens.",,,
sji,Cyperaceae,Carex deweyana,Carex deweyana,"Moist coniferous and deciduous woodlands, exceedingly common.",,,
sji,Cyperaceae,Carex echinata,Carex echinata,Rare; sphagnum bogs and lake edgess on Orcas Island.,,,
sji,Cyperaceae,Carex exsiccata,Carex exsiccata,Most common on Mt Constitution; sedge fens and lake margins; occasional elsewhere.,,"""C. vesicaria not = C. exsiccata – edited to exsiccata relatively widespread, C. vesicaria relatively less common."" HJ",
sji,Cyperaceae,Carex hassei,Carex hassei,"Higgenbothem American amp, San Juan1981. Reported as Carex garberi Fernald.",,,
sji,Cyperaceae,Carex hendersonii,Carex hendersonii,Uncommon in moist alder bottoms and mixed forest.,,,
sji,Cyperaceae,Carex hoodii,Carex hoodii,"Dry, rocky meadows, carpets open meadows in vicinity of Little Summit, Mt Constitution. Sharpe 1984.",,,
sji,Cyperaceae,Carex inops ssp. inops,Carex inops inops,Abundant throughout on open prairies and rocky areas.,,,
sji,Cyperaceae,Carex interior,Carex interior,"Reported by L. Kunze, Orcas Island, Lake edges and sphagnum bogs, Orcas.",,,
sji,Cyperaceae,Carex kelloggii,Carex kelloggii,"Sphagnum bogs and lake edges, Orcas. Reported as C. lenticularis var l.",,,
sji,Cyperaceae,Carex kelloggii var. impressa,Carex kelloggii impressa,Rare; salt marshes and seeps along shorelines..,,,
sji,Cyperaceae,Carex kelloggii var. limnophila,Carex kelloggii limnophila,"Rare, salt marshes and seeps along shoreline.",,,
sji,Cyperaceae,Carex laeviculmis,Carex laeviculmis,"Boggy lake edges and shaded stream valleys; rare in the vicinity of Cascade Lake, Orcas.",,,
sji,Cyperaceae,Carex leporina,Carex leporina,"Rare; collected by Henderson at East Sound July 1892. FS Killebrew Lake, Orcas",,,
sji,Cyperaceae,Carex leptalea,Carex leptalea,"Fairly common on Orcas Island, generally on Sphagnum.",,,
sji,Cyperaceae,Carex leptopoda,Carex leptopoda,"Peck San Juan 1923. Rapp Moran Park, Orcas 1981. Zika Orcas 2009,. Dunwiddie Henry Island 2018.",,,
sji,Cyperaceae,Carex lyngbyei ssp. cryptocarpa,Carex lyngbyei,Widespread but uncommon in its limited habitat of salt and brachish marshes.,not in FPNW2,,
sji,Cyperaceae,Carex macrocephala,Carex macrocephala,"Locally common on strand, Spencers Spit, Lopez I., Cattle Point, etc.",,,
sji,Cyperaceae,Carex obnupta,Carex obnupta,"Our most abundant sedge; occuring throughout in wet places. Often found in low, mucky sites in forest where nothing else grows.",,,
