area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed
ogi,Boraginaceae,Myosotis sylvatica,Myosotis sylvatica,AW collection Georgeson Bay Road not found at V. re-identified?,,,
ogi,Boraginaceae,Nemophila parviflora var. parviflora,Nemophila parviflora parviflora,"Moist open forest and edges, all islands.",,,AS
ogi,Boraginaceae,Nemophila pedunculata,Nemophila pedunculata,"Grassy ridges and bluffs, Saturna, Galiano",,,AS
ogi,Boraginaceae,Phacelia linearis,Phacelia linearis,"Grassy bluffs, Saturna, Mayne, Galiano.",,,
ogi,Boraginaceae,Phacelia tanacetifolia,Phacelia tanacetifolia,"Garden weed Saturna, Galiano. On Lomer & Penny's non-established list.",,,
ogi,Boraginaceae,Plagiobothrys scouleri,Plagiobothrys scouleri,"Vernal seeps Saturna, Mayne",,,AS
ogi,Boraginaceae,Plagiobothrys tenellus,Plagiobothrys tenellus,"Grassy bluffs, all islands.",,,AS
ogi,Boraginaceae,Symphytum asperum,Symphytum asperum,"FL edge of cleared lot Otter Bay, N Pender 2006.",,,
ogi,Boraginaceae,Symphytum officinale,Symphytum officinale,"Adventive or escaped along roadsides and waste places Saturna, Mayne, Galiano, N Pender.",,,
ogi,Boraginaceae,Symphytum uplandicum,Symphytum × uplandicum,Galiano details? Commonly grown as a permaculture plant in the SGI (usually as the Bocking selections) and may escape and persist; spreads by root fragments; probably retain.,,,
ogi,Brassicaceae,Arabidopsis thaliana,Arabidopsis thaliana,"Waste ground, gardens, Mayne, Saturna, N Pender",,,AS
ogi,Brassicaceae,Arabis eschscholtziana,Arabis eschscholtziana,"Grassy bluffs and ledges. HJ Taylor Point, Monarch Head, Saturna. HJ Mt Galiano 1981, Mt Sutil. HJ Helen Point, Mayne. HJ N Pender 1980. HJ Prevost Island 1981.",,,AS
ogi,Brassicaceae,Athysanus pusillus,Athysanus pusillus,Grassy bluffs. All islands.,,,AS
ogi,Brassicaceae,Barbarea orthoceras,Barbarea orthoceras,"Roadsides, wet ditches, cultivated ground all islands. HJ Cain Peninsula, Galiano 1981.",,,
ogi,Brassicaceae,Barbarea verna,Barbarea verna,"AS Mayne, Galiano 2016.",,,
ogi,Brassicaceae,Barbarea vulgaris,Barbarea vulgaris,"Wet places, Mayne, Galiano",,,
ogi,Brassicaceae,Brassica juncea,Brassica juncea,RLT Chads Island 1978.,,,
ogi,Brassicaceae,Brassica rapa,Brassica rapa,"Waste ground, cultivated ground, all islands. TRA Portland Island.",,,
ogi,Brassicaceae,Cakile edentula,Cakile edentula,"Beaches. TRA Brackman Island, HJ All islands.",,,
ogi,Brassicaceae,Cakile maritima,Cakile maritima,"Beach HJ Fiddlers Cove, Saturna 1993. Galiano location?",,,
ogi,Brassicaceae,Capsella bursa-pastoris,Capsella bursa-pastoris,"Roadsides, cultivated ground, all islands.",,,AS
ogi,Brassicaceae,Cardamine flexuosa,Cardamine flexuosa,"Galiano location? AC N Pender 2001. FL Bluffs Park, Galiano 2003.",,,AS
ogi,Brassicaceae,Cardamine hirsuta,Cardamine hirsuta,"AS many sites Galiano 2015, Tessa Wissink S Pender 2020.",,,AS
ogi,Brassicaceae,Cardamine nuttallii,Cardamine nuttallii,"Grassy ridges Saturna, Galiano",,,AS
ogi,Brassicaceae,Cardamine occidentalis,Cardamine occidentalis,"HJ Magic Lake and Browning, N Pender 1983. HJ ER15, Saturna 1985.",,,
ogi,Brassicaceae,Cardamine oligosperma,Cardamine oligosperma,"Cultivated ground, waste ground, all islands.",,,AS
ogi,Brassicaceae,Cardamine pensylvanica,Cardamine pensylvanica,"Wet to swampy ground, creeks. Saturna, Mayne, Galiano.",,,AS
ogi,Brassicaceae,Descurainia pinnata ssp. brachycarpa,Descurainia pinnata brachycarpa,HJ Cabbage Island beach 1996.,,,
ogi,Brassicaceae,Draba nemorosa,Draba nemorosa,W.A. Newcombe 1930 two collections Galiano. Not recently located.,,"There were no RBCM specimens of Draba nemorosa from Galiano at RBCM. W.A. Newcombe collected Arabis eschscholtziana from Galiano on April 14, 1930. Perhaps this was a transcription error. FL; this likely reflects an error in the georeferencing of the specimen (V8914), which may have showed up for Galiano Island when we queried GBIF using a polygon; remove record","FL March 30, 2022; AS"
ogi,Brassicaceae,Draba verna,Draba verna,"Dry waste ground, roadsides, all islands",,,
ogi,Brassicaceae,Erysimum cheiranthoides,Erysimum cheiranthoides,"Occasional escape gardens, ditchs and fields, Saturna, Galiano, N Pender.",,,
ogi,Brassicaceae,Erysimum cheiri,Erysimum cheiri,"Galiano location? FL Seaside sandstone rocks 60m north of boat dock, just above high tide spray zone, Port Washington N Pender 2006.",,,
ogi,Brassicaceae,Hesperis matronalis,Hesperis matronalis,"HJ Georgeson Bay, Galiano 1996, HJ N Pender 1993",,,
ogi,Brassicaceae,Hornungia procumbens,Hornungia procumbens,"A&OC,RTO location witheld Gulf Islands 1982.",,,
ogi,Brassicaceae,Idahoa scapigera,Idahoa scapigera,"HJ Grassy bluffs Saturna, Galiano",,,AS
ogi,Brassicaceae,Lepidium campestre,Lepidium campestre,"Roadsides and waste areas. Saturna, Galiano.",,,
ogi,Brassicaceae,Lepidium densiflorum,Lepidium densiflorum,"Grassy bluff above Saturna Beach, Saturna HJ 1973, JP Heck Hill, Mayne 1996, JP Oaks Bluff, N Pender 1996.",s. lat.,,
ogi,Brassicaceae,Lepidium didymum,Lepidium didymum,"HJ Disturbed ground, East Point Road, Saturna 2009.",,,
ogi,Brassicaceae,Lepidium heterophyllum,Lepidium heterophyllum,"Huggins Porlier Pass Rd, Galiano iNaturalist observation 2020.",,,
ogi,Brassicaceae,Lepidium ramosissimum,Lepidium ramosissimum,WAN Galiano location? WAN Java Islets 1934.,,,
ogi,Brassicaceae,Lepidium strictum,Lepidium strictum,JKH lists for Gulf Islands. No vouchers found.,,,
ogi,Brassicaceae,Lepidium virginicum,Lepidium virginicum,"Grassy bluffs, dry sandy ground, all islands. Var. menziesii (DC.) Thell.",,,
ogi,Brassicaceae,Lunaria annua,Lunaria annua,"Heffley Penfold Rd, Galiano 2019. Marginally escaping Saturna.",,,
ogi,Brassicaceae,Nasturtium microphyllum,Nasturtium microphyllum,"HJ Montague Harbour, Galiano 1979.",,,
ogi,Brassicaceae,Nasturtium officinale,Nasturtium officinale,"Ditches and ponds, all islands.",,,
ogi,Brassicaceae,Neslia paniculata,Neslia paniculata,"Gardens, waste ground Saturna, Mayne.",,,
ogi,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,"Meadows and waste ground, Saturna, N Pender, Galiano.",,,
ogi,Brassicaceae,Raphanus sativus,Raphanus sativus,"Disturbed ground, gardens, Saturna, Mayne, Galiano.",,,
ogi,Brassicaceae,Rorippa curvisiliqua,Rorippa curvisiliqua,"Roadsides and fields, Saturna, N Pender.",,,
ogi,Brassicaceae,Rorippa palustris,Rorippa palustris,"Farm ditches and wet fields, Galiano HJ 1982.",,,
ogi,Brassicaceae,Sinapis arvensis,Sinapis arvensis,"HJ Browning Harbour, N Pender roadside 1980. Galiano location?",,,
ogi,Brassicaceae,Sisymbrium altissimum,Sisymbrium altissimum,"Roadsides, waste ground, all islands.",,,
ogi,Brassicaceae,Sisymbrium officinale,Sisymbrium officinale,"Agricultural weed throughout, all islands.",,,
ogi,Brassicaceae,Teesdalia nudicaulis,Teesdalia nudicaulis,"Roadsides, parking areas, especially view areas, sandy ground, Saturna, N Pender, Galiano",,,AS
ogi,Brassicaceae,Thlaspi arvense,Thlaspi arvense,"Gardens, farm yards, especially where hay is fed, Saturna, N Pender, S Pender.",,,AS
ogi,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus curvipes,"Grassy bluffs and ledges, all islands.",,,AS
ogi,Brassicaceae,Turritis glabra,Turritis glabra,"Grassy bluffs and ledges, all islands.",,,AS
ogi,Cactaceae,Opuntia fragilis,Opuntia fragilis,"Grassy bluffs and ledges, rocky islets; all islands.",,,
ogi,Campanulaceae,Campanula medium,Campanula medium,"C. medium L., persicifolia L., and rapunculoides L., glomerata L. persisting and marginally escaped and naturalized from area.",,,
ogi,Campanulaceae,Campanula rotundifolia,Campanula rotundifolia,"HJ Galiano Cemetary 1975, roadside Mayne 1975 rare.",,Campanula persicifolia apparently also occurs in these environs and may be conflated; check,AS
ogi,Campanulaceae,Campanula scouleri,Campanula scouleri,"Open forest, ridgelines, all islands.",,,AS
ogi,Campanulaceae,Triodanis perfoliata,Triodanis perfoliata,"Open, grassy bluffs and ledges, all islands.",,,
ogi,Cannabaceae,Humulus lupulus var. lupulus,Humulus lupulus lupulus,"Valley Rd, Galiano iNaturalist report 2019.",,,
ogi,Caprifoliaceae,Centranthus ruber,Centranthus ruber,"Shoreline rock around Saturna Point. Ganner Drive, Galiano 2019.",,,
ogi,Caprifoliaceae,Dipsacus fullonum,Dipsacus fullonum,"Marginally escaping Galiano, Saturna.",,,
ogi,Caprifoliaceae,Linnaea borealis ssp. longiflora,Linnaea borealis longiflora,"Open, mesic forest, all islands.",,,
ogi,Caprifoliaceae,Lonicera ciliosa,Lonicera ciliosa,"Open, mesic forest, all islands.",,,AS
ogi,Caprifoliaceae,Lonicera hispidula,Lonicera hispidula,"Mesic forest, all islands.",,,AS
ogi,Caprifoliaceae,Lonicera involucrata var. involucrata,Lonicera involucrata involucrata,Rare on outer islands; known from brackish low ground on Cabbage island. FL Prevost 2004.,,,AS
ogi,Caprifoliaceae,Plectritis brachystemon,Plectritis congesta brachystemon,Galiano location? A Hill collections Mayne and Curlew 1899.,,,
ogi,Caprifoliaceae,Plectritis congesta,Plectritis congesta,"Rocky shorelines and cliffs, grassy bluffs, all islands.",,,
ogi,Caprifoliaceae,Plectritis macrocera,Plectritis macrocera,"HJ Bodega Ridge, Galiano 2004",,,
ogi,Caprifoliaceae,Symphoricarpos albus,Symphoricarpos albus,"Open ground, woods, and thickets, all islands.",,,
ogi,Caprifoliaceae,Symphoricarpos mollis var. hesperius,Symphoricarpos mollis hesperius,"Moist mixed forest edge and adjacent gravelly slopes, Saturna, Mayne, Galiano",,,
ogi,Caprifoliaceae,Valerianella locusta,Valerianella locusta,FL Prevost Island 2004. Portland Island iNaturalist observation 2021.,,,
ogi,Caryophyllaceae,Arenaria serpyllifolia,Arenaria serpyllifolia,"Dry, open bluffs, dry slopes, all islands.",,,
ogi,Caryophyllaceae,Cerastium arvense ssp. strictum,Cerastium arvense strictum,Grassy bluffs; rocky hillsides and dry to moist grassland; common throughout. All islands.,,,
ogi,Caryophyllaceae,Cerastium brachypodum,Cerastium brachypodum,"HJ East Point, Saturna 1996 On erroded earth just above rocky seashore recently colonized by adventives; no direct associates but near Sagina decumbens, Plantago elongata & Myosurus minimus.",,,
ogi,Caryophyllaceae,Cerastium fontanum ssp. vulgare,Cerastium holosteoides,Lawns and gardens; weedy and common throughout. All islands.,,,
ogi,Caryophyllaceae,Cerastium glomeratum,Cerastium glomeratum,"Disturbed ground, fields and waste places throughout. All islands.",,,
ogi,Caryophyllaceae,Cerastium pumilum,Cerastium pumilum,"FL East Point, Saturna, Tumbo 1999 and S Pender 2003. FL Prevost Island 2004.",,,
ogi,Caryophyllaceae,Cerastium semidecandrum,Cerastium semidecandrum,"FL East Point, Brown Ridge, Saturna 1999. RTO Oak Bluffs N Pender 1983.",,,
ogi,Caryophyllaceae,Dianthus armeria,Dianthus armeria,"Frequently escaping., dry fields, grassy bluffs. Saturna, Mayne, Galiano.",,,
ogi,Caryophyllaceae,Honckenya peploides ssp. major,Honckenya peploides major,HJ Tumbo Island 2007. With Salicornia on mud flats.,,,
ogi,Caryophyllaceae,Lychnis coronaria,Silene coronaria,"Roadsides and waste ground, spreading agressivly into native bluff grasslands. All islands.",,,AS
ogi,Caryophyllaceae,Moehringia macrophylla,Moehringia macrophylla,"Shaded to open woods and rocky slopes, all islands.",,,
ogi,Caryophyllaceae,Moenchia erecta,Moenchia erecta,"AS Lions Field, Galiano (iNaturalist obs.)",,,
ogi,Caryophyllaceae,Sabulina macra,Sabulina macra,"TRA S Pender 1959. HJ Brown Ridge, Saturna 1976. A&OC Gooch Island 1982.",,,
ogi,Caryophyllaceae,Sagina apetala,Sagina apetala,"FL 2003 Otter Bay Marina, Port Browning N&S Pender, Bluffs Park, Galiano",,,
ogi,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Sagina decumbens occidentalis,"Straley Bellhouse Park 1988. FL Tumbo 1999.TRA Gowland Point, S Pender 1957.",,,
ogi,Caryophyllaceae,Sagina maxima ssp. crassicaulis,Sagina maxima crassicaulis,"HJ Saturna 1998. FL Montague, Galiano 2014. FL & HLR S Pender. Macoun Mayne 1914.",,,
ogi,Caryophyllaceae,Sagina procumbens,Sagina procumbens,"Wet, grassy spots Saturna, Mayne, Galiano, S Pender",,,
ogi,Caryophyllaceae,Scleranthus annuus,Scleranthus annuus,"HJ 2013-2020 Picnic area Winter Cove Park,Saturna. Galiano location? Collector?",,,
ogi,Caryophyllaceae,Silene antirrhina,Silene antirrhina,"Grassy bluffs, all islands. Macoun Mayne 1914.",,,
ogi,Caryophyllaceae,Silene gallica,Silene gallica,"Grassy bluffs, occasionaly cultivated ground. Saturna, Mayne, N Pender.",,,
ogi,Caryophyllaceae,Silene latifolia,Silene latifolia,"Roadsides and waste ground. Saturna, Mayne, Galiano.",,,
ogi,Caryophyllaceae,Silene noctiflora,Silene noctiflora,Disturbed ground Otter Bay Ferry Landing HJ 1999.,,,
ogi,Caryophyllaceae,Silene vulgaris,Silene vulgaris,HJ roadside Montague Harbour 1975.,,,
ogi,Caryophyllaceae,Spergula arvensis,Spergula arvensis,"Cultivated land, gardens, waste ground. All islands.",,,
ogi,Caryophyllaceae,Spergularia canadensis var. occidentalis,Spergularia canadensis occidentalis,"Tidal mud flats, all islands.",,,
ogi,Caryophyllaceae,Spergularia macrotheca,Spergularia macrotheca,"Mud flats and salt marshes, Mayne, Galiano, S Pender.",,,
ogi,Caryophyllaceae,Spergularia rubra,Spergularia rubra,"Roadside and waste ground, all islands.",,,
ogi,Caryophyllaceae,Spergularia salina,Spergularia marina,"Mud flats and salt marshes,",,,
ogi,Caryophyllaceae,Stellaria borealis ssp. sitchana,Stellaria borealis sitchana,"Edges of fens, lakes and other wetlands. All Islands.",,,
ogi,Caryophyllaceae,Stellaria crispa,Stellaria crispa,"Deep, moist woods and stream banks. All islands.",,,
ogi,Caryophyllaceae,Stellaria graminea,Stellaria graminea,"AS Millard Learning Centre, Galiano 2016.",,,
ogi,Caryophyllaceae,Stellaria longipes,Stellaria longipes,"Questionable collection Lyall Harbour, Saturna 1975.",,,
ogi,Caryophyllaceae,Stellaria media,Stellaria media,"Disturbed moist ground, all islands.",,,
ogi,Caryophyllaceae,Stellaria nitens,Stellaria nitens,Grassy bluffs and gravelly soil; all islands.,,,
ogi,Celastraceae,Paxistima myrsinites,Paxistima myrsinites,"Rocky ledges in forest, all islands.",,,
ogi,Ceratophyllaceae,Ceratophyllum demersum,Ceratophyllum demersum,"TRA Greenburn Lake, S Pender.",,,
ogi,Ceratophyllaceae,Ceratophyllum echinatum,Ceratophyllum echinatum,"HJ Greenburn Lake, S Pender 1975. HJ Missing Link Fen, Saturna 1996. Sphagnum Bog, Galiano HJ & JP 1996",,,
ogi,Convolvulaceae,Calystegia sepium,Calystegia sepium,"Moist soils, along roads, ditches, hedgerows and waste places, all islands.",,,
ogi,Convolvulaceae,Calystegia silvatica,Calystegia silvatica,Wright Galiano 2017; location?,,,
ogi,Convolvulaceae,Convolvulus arvensis,Convolvulus arvensis,"Fields and disturbed ground, all islands.",,,
ogi,Convolvulaceae,Cuscuta epithymum,Cuscuta epithymum,"Mayne, Eastham lists in Prelim Flora of VI and QCI. collection date? location?",,,
ogi,Convolvulaceae,Cuscuta pacifica var. pacifica,Cuscuta pacifica pacifica,"On Salicornia in salt marshes, all islands.",,,
ogi,Cornaceae,Cornus nuttallii,Cornus nuttallii,"Mesic forest; common on Galiano becoming very rare at southeast end of chain, Saturna and South Pender.",,,AS
ogi,Cornaceae,Cornus stolonifera,Cornus sericea,"Moist places along streams, lakes and boggy areas, never common on outer Gulf Islands.",,,AS
ogi,Crassulaceae,Crassula connata,Crassula connata,"Grassy bluffs and ledges, East Point, Potatoe Hill and Brown Ridge, Saturna. Oaks Bluff, N Pender.Bellhouse Point, Galiano. NW cliffs, Valdez.",,,
ogi,Crassulaceae,Sedum acre,Sedum acre,"Esacping and marginally persisting, Galiano, Mayne, N Pender.",,,
ogi,Crassulaceae,Sedum album,Sedum album,"Rocky slopes above sea, N Pender, Galiano.",,,
ogi,Crassulaceae,Sedum forsterianum,Petrosedum forsterianum,AS Galiano DL57 and Sphagnum bog ER128.,,,
ogi,Crassulaceae,Sedum lanceolatum,Sedum lanceolatum,Grassy buff ledges. All islands,recorded by HJ: Sedum lanceolatum var. nesioticum; Sedum lanceolatum var. nesioticum not recognized in FPNW2,,
ogi,Crassulaceae,Sedum spathulifolium,Sedum spathulifolium,"Coastal cliffs, ledges, and rocky outcrops; common throughout, all islands.",,,
ogi,Crassulaceae,Sedum stenopetalum,Sedum stenopetalum,Hill Mayne 1895 location?,,,
ogi,Cucurbitaceae,Marah oreganus,Marah oregana,"TRA S Pender, HJ site relocated 1996 - owners report plant disappeared. HJ&JP shoreline below Jan Kirkby home N Pender 1996.",,,
ogi,Cupressaceae,Juniperus communis var. kelleyi,Juniperus communis kelleyi,"This is present at St. John Point on Mayne Island, on the tip of the southeast-facing peninsula, along with Juniperus maritima (scopulorum) AS.",,,
ogi,Cupressaceae,Juniperus scopulorum,Juniperus scopulorum,"Rocky points, low, open south shorelines. Occasionaly in upland forest close to sea. Some Galiano reports as J. maritima. iNaturalist reports N Pender, Saturna, Galiano, Mayne as J. maritima.",,"""Genetically this is J. maritima, but you follow the Flora of the PNW (2nd Ed.) so this is fine with the note they are the same thing."" FL E-Flora BC and other PNW collections are using J. maritima",FL
ogi,Cupressaceae,Thuja plicata,Thuja plicata,"Moist bottom lands to rarely dry, exposed ridges; common throughout. All islands.",,,AS
ogi,Cyperaceae,Bolboschoenus maritimus ssp. paludosus,Bolboschoenus maritimus paludosus,"Fens with salt water intrusion in Winter Cove area, Cabbage Island. All islands.",,,
ogi,Cyperaceae,Carex aquatilis var. dives,Carex aquatilis dives,"AS Bog in DL66 also farm fields SE of there, Galiano. (Comp C. pellita?) AS Mayne 2019 location?",,,
ogi,Cyperaceae,Carex arcta,Carex arcta,"Sedge fens and bogs throughout, all islands",,,
ogi,Cyperaceae,Carex aurea,Carex aurea,"Wet, grassy places, meadows. Mayne, Galiano, North and South Pender.",,,
ogi,Cyperaceae,Carex canescens ssp. canescens,Carex canescens canescens,"Lake shores and floating vegetation mats. Saturna, Galiano, South Pender.",,,
ogi,Cyperaceae,Carex crawfordii,Carex crawfordii,FL Prevost 2006. HJ Mayne 1979.,,,
ogi,Cyperaceae,Carex cusickii,Carex cusickii,"Wet meadows and fens Saturna, North and South Pender, Mayne. HJ DL84, Galiano 1981. ER 128 Sphagnum bog, Galiano.",,,
ogi,Cyperaceae,Carex deweyana,Carex deweyana,"Common moist woodland, all islands. =Carex leptopoda? See Wilson et al. (2008)",,,
ogi,Cyperaceae,Carex diandra,Carex diandra,"AS ER 128 Sphagnum Bog, Galiano 2017.",,"""I would delete these until confirmed. They are all doubtful to me: Carex diandra"" FL ""Definitely not Saanich, will get Andrew to review the Galiano record. Could be C. cusickii."" HJ "" –""this report is based on an observation of an immature specimen from the Galiano bog. Judith Holm may have also collected material. Barbara Wilson has commented that it is plausible yet immature. I would be comfortable removing this record until the species can be confirmed."" AS","HJ, FL, AS"
ogi,Cyperaceae,Carex echinata,Carex echinata,"Sedge fens Saturna, Galiano ssp echinata and phyllomanica both present.",,,
ogi,Cyperaceae,Carex exsiccata,Carex exsiccata,"Fens and lake margins throughout, all islands AC Portland Island 1972. TCB Samuel Island 1975.",,"""C. vesicaria not = C. exsiccata – edited to exsiccata relatively widespread, C. vesicaria relatively less common."" HJ",HJ
ogi,Cyperaceae,Carex feta,Carex feta,"Wilber's Bog, Mayne Island. poss re-id C. crawfordii.?",,,
ogi,Cyperaceae,Carex flava,Carex flava,"Farm fields, district lot 51, Galiano",,,
ogi,Cyperaceae,Carex hassei,Carex hassei,FL N Pender roadside ditch 2006,,,
ogi,Cyperaceae,Carex hendersonii,Carex hendersonii,"Moist Alder-Sword Fern woodlands, all islands.",,,
ogi,Cyperaceae,Carex inops ssp. inops,Carex inops inops,"Open, south facing bluffs, grassy slopes, all islands.",,,
ogi,Cyperaceae,Carex kelloggii var. impressa,Carex kelloggii impressa,"Wet meadows and bogs, all islands.",,,
ogi,Cyperaceae,Carex kelloggii var. limnophila,Carex kelloggii limnophila,"Sedge fens, all islands.",,,
ogi,Cyperaceae,Carex leporina,Carex leporina,"Moist meadows and fields, all islands; HLR reported as C. tracyi; Retreat Cove; Shore drainage, swampy area with Juncus, grasses, Veronica, Ranuculus, open, flat. HJ DL51 fields Galiano 1979. S. Pender Calder & Mackay 1961, J. Macoun 1914 location? HJ & JP Wilber's Bog, Mayne 1996. C. tracyi not recognized by H&C2018.",,,
ogi,Cyperaceae,Carex leptalea,Carex leptalea,"Sphagnum bogs, Galiano HJ 1979.",,,
ogi,Cyperaceae,Carex leptopoda,Carex leptopoda,"AS Dinner Point, Mayne 2019.",,,
ogi,Cyperaceae,Carex lyngbyei ssp. cryptocarpa,Carex lyngbyei,"Seepy, protected shorelines all islands.",not in FPNW2,,
ogi,Cyperaceae,Carex macrocephala,Carex macrocephala,Erhard Dionisio Point sandy shore Galiano 2013.,,,
ogi,Cyperaceae,Carex obnupta,Carex obnupta,"Common in sedge fens, all islands.",,,
ogi,Cyperaceae,Carex pachystachya,Carex pachystachya,"Meadows, farm fields, moist forest all islands.",,"""Note on original Saanich Pen C. festivella entry, all now C.p."" HJ",HJ
ogi,Cyperaceae,Carex pallescens,Carex pallescens,"AS wet pasture Galiano. Known recently from Vancouver, Washington. AS possibly introduced.",,"""Carex pallescens from Galiano is interesting. Maybe ask Andrew if he can confirm this and make a collection for UBC if he has not yet done this."" –FL ""Here’s his iNat obs https://www.inaturalist.org/observations/12944880 I’ll send him a note asking for confirmation."" –HJ; Confirmed with Barbara Wilson; retain –AS","HJ, FL, AS"
ogi,Cyperaceae,Carex pellita,Carex pellita,"AS collected a specimen, annotated Carex pellita by Curtis Björk, from a modified area on the western slopes of Mount Sutil; the specimen is in collections at UBC, but not yet databased.",,,
ogi,Cyperaceae,Carex praticola,Carex praticola,TRA Mitchell Lake North Pender.,,,
ogi,Cyperaceae,Carex rossii,Carex rossii,"HLR collection North Pender. J. Fenneman Mt Norman, South Pender.",,,
ogi,Cyperaceae,Carex stipata,Carex stipata,"HJ Roe Lake drainage, moist woods North Pender.",,,
ogi,Cyperaceae,Carex sylvatica,Carex sylvatica,"Meadows, roadside ditches Saturna, North & South Pender. AS Mayne Island 2020.",,,
ogi,Cyperaceae,Carex unilateralis,Carex unilateralis,"Saturna, Mayne. Meadows, farm fields. AC Portland Island 1999.",,,
ogi,Cyperaceae,Carex utriculata,Carex utriculata,"Sedge fens, all islands.",,,
ogi,Cyperaceae,Carex viridula,Carex viridula,"Sedge fens, all islands except Saturna.",,,
ogi,Cyperaceae,Carex zikae,Carex zikae,"Grassy cliff tops, East Point, S. Pender. HLR Menziea Mt, N Pender 2000. HLR Tumbo 2005.",,,
ogi,Cyperaceae,Dulichium arundinaceum,Dulichium arundinaceum,"Fens downstream from Magic Lake, Roe Lake N Pender, Sphagnum bog, Lake in DL20, Galiano.",,,
ogi,Cyperaceae,Eleocharis obtusa,Eleocharis obtusa,"Ehlers Great Beaver Swamp, Galiano 2017. AS confirmed collection.",,,
ogi,Cyperaceae,Eleocharis palustris,Eleocharis palustris,"Shallow standing water, pond and lakes all islands.",,,
ogi,Cyperaceae,Eleocharis tenuis var. verrucosa,Eleocharis tenuis verrucosa,AC Portland Island 1972. On Lomer & Penny's non-established list.,not in FPNW2,,
ogi,Cyperaceae,Eriophorum angustifolium,Eriophorum angustifolium,"ER 128 Sphagnum bog, Galiano HLR confirmed?",,,
ogi,Cyperaceae,Eriophorum chamissonis,Eriophorum chamissonis,ER 128 Galiano Sphagnum bog.,,,
ogi,Cyperaceae,Eriophorum gracile,Eriophorum gracile,"ER 128 Sphagnum bog, Galiano. HLR's collection re-identified by AC as gracile. Holm iNaturalist report same location 2017.",,,
ogi,Cyperaceae,Eriophorum virginicum,Eriophorum virginicum,Abundant in one fen transitioning to sphagnum bog on Saturna.,,,
ogi,Cyperaceae,Rhynchospora alba,Rhynchospora alba,"ER 128 Sphagnum bog, Galiano.",,,
ogi,Cyperaceae,Schoenoplectus acutus,Schoenoplectus acutus,"Lake margins and deep water fens, all islands except Saturna.",,,
ogi,Cyperaceae,Schoenoplectus americanus,Schoenoplectus americanus,"Saturna, Boot Cove, Winter Cove.",,,
ogi,Cyperaceae,Scirpus cyperinus,Scirpus cyperinus,"Sedge fens, Saturna, Mayne, Galiano, N Pender.",,,
ogi,Cyperaceae,Scirpus microcarpus,Scirpus microcarpus,"Fens and lake shores, all islands.",,,
ogi,Cystopteridaceae,Cystopteris fragilis,Cystopteris fragilis,"Shady woods, moist rocky north slopes. Fairly common all islands.",,,
ogi,Dennstaedtiaceae,Pteridium aquilinum var. pubescens,Pteridium aquilinum pubescens,"Partial shade to open, exposed places; common throughout. Occasional disturbed ground., exposed south facing bluffs",,,
ogi,Droseraceae,Drosera rotundifolia,Drosera rotundifolia,"Sphagnum bogs, Saturna, Galiano.",,,
ogi,Dryopteridaceae,Dryopteris expansa,Dryopteris expansa,"Occasional shady, moist woods on decaying wood. All islands",,,
ogi,Dryopteridaceae,Polystichum munitum,Polystichum munitum,"Shady, moist woods, wooded hillsides, open wet forests; widespread and very common in suitable habitats, lowlands and lower north slopes all islands.",,,
ogi,Elaeagnaceae,Shepherdia canadensis,Shepherdia canadensis,"Open fir forest, all islands.",,,
ogi,Equisetaceae,Equisetum arvense,Equisetum arvense,Widespread all islands,,,
ogi,Equisetaceae,Equisetum hyemale ssp. affine,Equisetum hyemale affine,Common throughout shady edges of wetlands,,,
ogi,Equisetaceae,Equisetum palustre,Equisetum palustre,HJ disturbed pond edge N Pender 1982 #2279 recheck at V - not found on eFlora,,,
ogi,Equisetaceae,Equisetum telmateia ssp. braunii,Equisetum telmateia braunii,"Widespread all islands, lowland wetlands and ditches.",,,
ogi,Ericaceae,Allotropa virgata,Allotropa virgata,"Open, mature upland forest, all islands",,,AS
ogi,Ericaceae,Andromeda polifolia,Andromeda polifolia,Galiano bog HLR. AS not confirmed.,,,
ogi,Ericaceae,Arbutus menziesii,Arbutus menziesii,"Dry south slopes or shoreline forest, all islands.",,,AS
ogi,Ericaceae,Arctostaphylos columbiana,Arctostaphylos columbiana,"HJ Manzanita Hill, Galiano 1975, Calder Bodega Ridge, Galiano 1961, HJ Hall Hill Mayne, FL Valdez 2008.",,,AS
ogi,Ericaceae,Arctostaphylos media,Arctostaphylos × media,"HJ Bodega Ridge, Galiano 2002 open, rocky ridge. FL Valdez Island 2008.",,,AS
ogi,Ericaceae,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,"Rocky, exposed slopes, Northeast shorelines of Galiano and Mayne. Not known from Penders and rare on Saturna.",,,AS
ogi,Ericaceae,Calluna vulgaris,Calluna vulgaris,"Toomer dinner plate sized clump growing in a frequently mown parking lot verge. Possibly a garden escapee, Galiano 2018.",,,
ogi,Ericaceae,Chimaphila menziesii,Chimaphila menziesii,"High elevation, north slope forest Saturna HJ 1976, 1982, 1999. Not known from other islands.",,,
ogi,Ericaceae,Chimaphila umbellata ssp. umbellata,Chimaphila umbellata umbellata,"Open or dense coniferous forest, relativly common Galiano, rare other major islands.",,,
