key,latitude,longitude,iNaturalistTaxonName,CLASS,SUB_CLASS
iNat:15660001,48.9413245368,-123.5046016676,Tubulanus sexlineatus,Trincomali,
PMLS:13357,48.939813,-123.501514,Bugulina californica,Trincomali,
PMLS:14231,48.938826,-123.501192,Bugulina californica,Trincomali,
iNat:7674532,48.9401980459,-123.5032971398,Bugulina californica,MF,co
PMLS:18290,48.94167,-123.51333,Mopalia,Trincomali,
PMLS:14410,48.938826,-123.501192,Entodesma navicula,Trincomali,
PMLS:1157,48.94167,-123.51333,Diaulula odonoghuei,Trincomali,
PMLS:14414,48.938826,-123.501192,Diaulula odonoghuei,Trincomali,
PMLS:15210,48.938826,-123.501192,Diaulula odonoghuei,Trincomali,
PMLS:18295,48.94167,-123.51333,Diaulula odonoghuei,Trincomali,
iNat:3705619,48.9402714387,-123.5019278526,Diaulula odonoghuei,Trincomali,
iNat:14385957,48.9405552842,-123.5031917433,Aeolidia papillosa,RW,se
PMLS:1167,48.94167,-123.51333,Glebocarcinus oregonensis,Trincomali,
PMLS:13378,48.939813,-123.501514,Glebocarcinus oregonensis,Trincomali,
PMLS:14255,48.938826,-123.501192,Glebocarcinus oregonensis,Trincomali,
PMLS:14422,48.938826,-123.501192,Glebocarcinus oregonensis,Trincomali,
PMLS:18313,48.94167,-123.51333,Glebocarcinus oregonensis,Trincomali,
iNat:2909693,48.940972,-123.502035,Glebocarcinus oregonensis,Trincomali,
iNat:2976002,48.940211,-123.502679,Glebocarcinus oregonensis,MF,co
iNat:6298906,48.940751115,-123.503059744,Glebocarcinus oregonensis,DP,sz
iNat:7647276,48.940565,-123.501495,Glebocarcinus oregonensis,Trincomali,
iNat:13029353,48.9405852081,-123.5014876117,Glebocarcinus oregonensis,Trincomali,
iNat:24798243,48.9395912861,-123.5048467601,Glebocarcinus oregonensis,Trincomali,
PMLS:1170,48.94167,-123.51333,Pugettia producta,Trincomali,
PMLS:13381,48.939813,-123.501514,Pugettia producta,Trincomali,
PMLS:14257,48.938826,-123.501192,Pugettia producta,Trincomali,
PMLS:15216,48.938826,-123.501192,Pugettia producta,Trincomali,
PMLS:18309,48.94167,-123.51333,Pugettia producta,Trincomali,
iNat:12970640,48.9405348854,-123.5012256502,Pugettia producta,Trincomali,
iNat:15702543,48.9407301221,-123.5030831699,Pugettia producta,DP,sz
iNat:45326900,48.9403545137,-123.5007747776,Pugettia producta,Trincomali,
PMLS:14424,48.938826,-123.501192,Pugettia gracilis,Trincomali,
PMLS:16448,48.938826,-123.501192,Pugettia gracilis,Trincomali,
PMLS:18310,48.94167,-123.51333,Pugettia gracilis,Trincomali,
iNat:2976672,48.940211,-123.502679,Pugettia gracilis,MF,co
iNat:7647270,48.940677,-123.501066,Pugettia gracilis,Trincomali,
PMLS:1177,48.94167,-123.51333,Balanus glandula,Trincomali,
PMLS:13386,48.939813,-123.501514,Balanus glandula,Trincomali,
PMLS:14259,48.938826,-123.501192,Balanus glandula,Trincomali,
PMLS:14430,48.938826,-123.501192,Balanus glandula,Trincomali,
PMLS:15221,48.938826,-123.501192,Balanus glandula,Trincomali,
PMLS:18304,48.94167,-123.51333,Balanus glandula,Trincomali,
PMLS:1196,48.94167,-123.51333,Eupentacta quinquesemita,Trincomali,
PMLS:13405,48.939813,-123.501514,Eupentacta quinquesemita,Trincomali,
PMLS:14273,48.938826,-123.501192,Eupentacta quinquesemita,Trincomali,
PMLS:14444,48.938826,-123.501192,Eupentacta quinquesemita,Trincomali,
PMLS:15233,48.938826,-123.501192,Eupentacta quinquesemita,Trincomali,
iNat:4052034,48.9415316943,-123.5006904532,Eupentacta quinquesemita,RW,se
iNat:12684295,48.9406508109,-123.5032260418,Eupentacta quinquesemita,RW,se
iNat:24798599,48.9395912861,-123.5048467601,Eupentacta quinquesemita,Trincomali,
PMLS:1200,48.94167,-123.51333,Pyura haustor,Trincomali,
PMLS:13410,48.939813,-123.501514,Pyura haustor,Trincomali,
PMLS:14447,48.938826,-123.501192,Pyura haustor,Trincomali,
PMLS:18334,48.94167,-123.51333,Pyura haustor,Trincomali,
PMLS:1201,48.94167,-123.51333,Boltenia villosa,Trincomali,
PMLS:13412,48.939813,-123.501514,Boltenia villosa,Trincomali,
PMLS:14450,48.938826,-123.501192,Boltenia villosa,Trincomali,
PMLS:18332,48.94167,-123.51333,Boltenia villosa,Trincomali,
PMLS:13413,48.939813,-123.501514,Chelyosoma productum,Trincomali,
iNat:6967289,48.9402414,-123.5043485,Anoplarchus purpurescens,RW,se
iNat:7647287,48.940452,-123.500894,Anoplarchus purpurescens,Trincomali,
iNat:13029352,48.940569352,-123.5014335584,Anoplarchus purpurescens,Trincomali,
iNat:13029700,48.9407397586,-123.5019238572,Anoplarchus purpurescens,Trincomali,
PMLS:13419,48.939813,-123.501514,Apodichthys flavidus,Trincomali,
PMLS:18338,48.94167,-123.51333,Apodichthys flavidus,Trincomali,
iNat:4015148,48.9387348,-123.4969645,Apodichthys flavidus,DP,rz
iNat:7647293,48.940226,-123.500808,Apodichthys flavidus,Trincomali,
iNat:7674345,48.9405441055,-123.5019963383,Apodichthys flavidus,Trincomali,
iNat:12970648,48.9405778143,-123.5020541846,Apodichthys flavidus,Trincomali,
PMLS:1123,48.94167,-123.51333,Clathria pennata,Trincomali,
PMLS:13342,48.939813,-123.501514,Clathria pennata,Trincomali,
PMLS:14215,48.938826,-123.501192,Clathria pennata,Trincomali,
PMLS:14385,48.938826,-123.501192,Clathria pennata,Trincomali,
PMLS:15182,48.938826,-123.501192,Clathria pennata,Trincomali,
PMLS:18273,48.94167,-123.51333,Clathria pennata,Trincomali,
PMLS:1192,48.94167,-123.51333,Florometra serratissima,Trincomali,
PMLS:13401,48.939813,-123.501514,Florometra serratissima,Trincomali,
PMLS:18317,48.94167,-123.51333,Florometra serratissima,Trincomali,
PMLS:1186,48.94167,-123.51333,Luidia foliolata,Trincomali,
PMLS:1184,48.94167,-123.51333,Mediaster aequalis,Trincomali,
PMLS:13393,48.939813,-123.501514,Mediaster aequalis,Trincomali,
PMLS:13394,48.939813,-123.501514,Pteraster tesselatus,Trincomali,
PMLS:14266,48.938826,-123.501192,Pteraster tesselatus,Trincomali,
iNat:2975879,48.940211,-123.502679,Pteraster tesselatus,MF,co
PMLS:16456,48.938826,-123.501192,Ronquilus jordani,Trincomali,
PMLS:13424,48.939813,-123.501514,Cymatogaster aggregata,Trincomali,
PMLS:14280,48.938826,-123.501192,Cymatogaster aggregata,Trincomali,
PMLS:18341,48.94167,-123.51333,Cymatogaster aggregata,Trincomali,
PMLS:1209,48.94167,-123.51333,Sebastes maliger,Trincomali,
PMLS:13426,48.939813,-123.501514,Sebastes maliger,Trincomali,
PMLS:14282,48.938826,-123.501192,Sebastes maliger,Trincomali,
PMLS:14459,48.938826,-123.501192,Sebastes maliger,Trincomali,
PMLS:16460,48.938826,-123.501192,Sebastes maliger,Trincomali,
PMLS:16569,48.939813,-123.501514,Sebastes maliger,Trincomali,
PMLS:18344,48.94167,-123.51333,Sebastes maliger,Trincomali,
iNat:2976021,48.940211,-123.502679,Sebastes maliger,MF,co
iNat:2976114,48.940211,-123.502679,Sebastes maliger,MF,co
PMLS:16461,48.938826,-123.501192,Sebastes flavidus,Trincomali,
PMLS:16570,48.939813,-123.501514,Sebastes flavidus,Trincomali,
PMLS:1213,48.94167,-123.51333,Oxylebius pictus,Trincomali,
PMLS:13429,48.939813,-123.501514,Oxylebius pictus,Trincomali,
PMLS:16463,48.938826,-123.501192,Oxylebius pictus,Trincomali,
PMLS:18348,48.94167,-123.51333,Oxylebius pictus,Trincomali,
PMLS:1120,48.94167,-123.51333,Cliona californiana,Trincomali,
PMLS:13341,48.939813,-123.501514,Cliona californiana,Trincomali,
PMLS:14213,48.938826,-123.501192,Cliona californiana,Trincomali,
PMLS:14383,48.938826,-123.501192,Cliona californiana,Trincomali,
PMLS:15181,48.938826,-123.501192,Cliona californiana,Trincomali,
PMLS:16544,48.939813,-123.501514,Cliona californiana,Trincomali,
PMLS:1121,48.94167,-123.51333,Halichondria bowerbanki,Trincomali,
PMLS:14214,48.938826,-123.501192,Halichondria bowerbanki,Trincomali,
PMLS:14384,48.938826,-123.501192,Halichondria bowerbanki,Trincomali,
PMLS:1126,48.94167,-123.51333,Pachycerianthus fimbriatus,Trincomali,
PMLS:13347,48.939813,-123.501514,Pachycerianthus fimbriatus,Trincomali,
PMLS:14219,48.938826,-123.501192,Pachycerianthus fimbriatus,Trincomali,
PMLS:14389,48.938826,-123.501192,Pachycerianthus fimbriatus,Trincomali,
PMLS:15184,48.938826,-123.501192,Pachycerianthus fimbriatus,Trincomali,
PMLS:16440,48.938826,-123.501192,Pachycerianthus fimbriatus,Trincomali,
PMLS:18278,48.94167,-123.51333,Pachycerianthus fimbriatus,Trincomali,
iNat:4052594,48.940713,-123.501348,Pachycerianthus fimbriatus,Trincomali,
iNat:15702549,48.9412719493,-123.5027720337,Pachycerianthus fimbriatus,Trincomali,
iNat:24792367,48.9395912861,-123.5048467601,Pachycerianthus fimbriatus,Trincomali,
PMLS:15194,48.938826,-123.501192,Schizoporella japonica,Trincomali,
PMLS:18316,48.94167,-123.51333,Schizoporella japonica,Trincomali,
PMLS:1144,48.94167,-123.51333,Tonicella lineata,Trincomali,
PMLS:13359,48.939813,-123.501514,Tonicella lineata,Trincomali,
PMLS:14232,48.938826,-123.501192,Tonicella lineata,Trincomali,
PMLS:14404,48.938826,-123.501192,Tonicella lineata,Trincomali,
PMLS:16550,48.939813,-123.501514,Tonicella lineata,Trincomali,
PMLS:18289,48.94167,-123.51333,Tonicella lineata,Trincomali,
iNat:7673052,48.9402648614,-123.5042831897,Tonicella lineata,RW,se
iNat:7673054,48.9398279339,-123.5038111209,Tonicella lineata,MF,co
iNat:13029357,48.9404108173,-123.5021853447,Tonicella lineata,Trincomali,
iNat:15702530,48.9409580275,-123.5030093532,Tonicella lineata,Trincomali,
PMLS:1148,48.94167,-123.51333,Cryptochiton stelleri,Trincomali,
PMLS:18291,48.94167,-123.51333,Cryptochiton stelleri,Trincomali,
PMLS:1151,48.94167,-123.51333,Pododesmus macrochisma,Trincomali,
PMLS:13364,48.939813,-123.501514,Pododesmus macrochisma,Trincomali,
PMLS:14238,48.938826,-123.501192,Pododesmus macrochisma,Trincomali,
PMLS:14408,48.938826,-123.501192,Pododesmus macrochisma,Trincomali,
PMLS:15200,48.938826,-123.501192,Pododesmus macrochisma,Trincomali,
PMLS:18301,48.94167,-123.51333,Pododesmus macrochisma,Trincomali,
iNat:4052032,48.9401117023,-123.5013663764,Pododesmus macrochisma,Trincomali,
iNat:15726100,48.940969277,-123.5037985356,Pododesmus macrochisma,Trincomali,
iNat:3707781,48.9387348,-123.4969645,Doris odhneri,DP,rz
PMLS:1197,48.94167,-123.51333,Psolus chitonoides,Trincomali,
PMLS:13406,48.939813,-123.501514,Psolus chitonoides,Trincomali,
PMLS:15235,48.938826,-123.501192,Psolus chitonoides,Trincomali,
PMLS:1206,48.94167,-123.51333,Rhacochilus vacca,Trincomali,
PMLS:13421,48.939813,-123.501514,Rhacochilus vacca,Trincomali,
PMLS:14277,48.938826,-123.501192,Rhacochilus vacca,Trincomali,
PMLS:14455,48.938826,-123.501192,Rhacochilus vacca,Trincomali,
PMLS:16566,48.939813,-123.501514,Rhacochilus vacca,Trincomali,
PMLS:18340,48.94167,-123.51333,Rhacochilus vacca,Trincomali,
PMLS:1205,48.94167,-123.51333,Embiotoca lateralis,Trincomali,
PMLS:13422,48.939813,-123.501514,Embiotoca lateralis,Trincomali,
PMLS:14278,48.938826,-123.501192,Embiotoca lateralis,Trincomali,
PMLS:14456,48.938826,-123.501192,Embiotoca lateralis,Trincomali,
PMLS:15240,48.938826,-123.501192,Embiotoca lateralis,Trincomali,
PMLS:16458,48.938826,-123.501192,Embiotoca lateralis,Trincomali,
PMLS:18339,48.94167,-123.51333,Embiotoca lateralis,Trincomali,
PMLS:13427,48.939813,-123.501514,Sebastes auriculatus,Trincomali,
PMLS:14460,48.938826,-123.501192,Sebastes auriculatus,Trincomali,
PMLS:1216,48.94167,-123.51333,Asemichthys taylori,Trincomali,
PMLS:14288,48.938826,-123.501192,Asemichthys taylori,Trincomali,
PMLS:14466,48.938826,-123.501192,Asemichthys taylori,Trincomali,
iNat:2975888,48.940211,-123.502679,Asemichthys taylori,MF,co
PMLS:1124,48.94167,-123.51333,Metridium farcimen,Trincomali,
PMLS:13345,48.939813,-123.501514,Metridium farcimen,Trincomali,
PMLS:14216,48.938826,-123.501192,Metridium farcimen,Trincomali,
PMLS:14386,48.938826,-123.501192,Metridium farcimen,Trincomali,
PMLS:15183,48.938826,-123.501192,Metridium farcimen,Trincomali,
PMLS:18283,48.94167,-123.51333,Metridium farcimen,Trincomali,
iNat:45326878,48.94086123,-123.5032822441,Metridium farcimen,DP,sz
iNat:45326899,48.9405377399,-123.5009142032,Metridium farcimen,DP,sz
PMLS:13383,48.939813,-123.501514,Oregonia gracilis,Trincomali,
PMLS:14426,48.938826,-123.501192,Oregonia gracilis,Trincomali,
PMLS:16555,48.939813,-123.501514,Oregonia gracilis,Trincomali,
iNat:7647272,48.940565,-123.501066,Oregonia gracilis,Trincomali,
iNat:7648046,48.941211,-123.503659,Oregonia gracilis,Trincomali,
iNat:30009611,48.9389215184,-123.5022889613,Oregonia gracilis,Trincomali,
PMLS:13395,48.939813,-123.501514,Henricia leviuscula,Trincomali,
PMLS:14267,48.938826,-123.501192,Henricia leviuscula,Trincomali,
PMLS:14437,48.938826,-123.501192,Henricia leviuscula,Trincomali,
PMLS:15227,48.938826,-123.501192,Henricia leviuscula,Trincomali,
iNat:2975819,48.940211,-123.502679,Henricia leviuscula,MF,co
iNat:2976109,48.940211,-123.502679,Henricia leviuscula,MF,co
PMLS:1191,48.94167,-123.51333,Ophiura luetkenii,Trincomali,
PMLS:13400,48.939813,-123.501514,Ophiura luetkenii,Trincomali,
PMLS:14271,48.938826,-123.501192,Ophiura luetkenii,Trincomali,
PMLS:14390,48.938826,-123.501192,Epizoanthus scotinus,Trincomali,
PMLS:15185,48.938826,-123.501192,Epizoanthus scotinus,Trincomali,
PMLS:1130,48.94167,-123.51333,Abietinaria,Trincomali,
PMLS:18274,48.94167,-123.51333,Abietinaria,Trincomali,
PMLS:15188,48.938826,-123.501192,Plumularia setacea,Trincomali,
PMLS:1135,48.94167,-123.51333,Clytia gregaria,Trincomali,
PMLS:13350,48.939813,-123.501514,Clytia gregaria,Trincomali,
PMLS:16548,48.939813,-123.501514,Pleurobrachia bachei,Trincomali,
iNat:4028653,48.9401821743,-123.5014092918,Pleurobrachia bachei,Trincomali,
PMLS:1143,48.94167,-123.51333,Terebratalia transversa,Trincomali,
PMLS:13368,48.939813,-123.501514,Acmaea mitra,Trincomali,
PMLS:1154,48.94167,-123.51333,Ceratostoma foliatum,Trincomali,
PMLS:13370,48.939813,-123.501514,Ceratostoma foliatum,Trincomali,
PMLS:14245,48.938826,-123.501192,Ceratostoma foliatum,Trincomali,
PMLS:14412,48.938826,-123.501192,Ceratostoma foliatum,Trincomali,
PMLS:15206,48.938826,-123.501192,Ceratostoma foliatum,Trincomali,
PMLS:16445,48.938826,-123.501192,Ceratostoma foliatum,Trincomali,
PMLS:18293,48.94167,-123.51333,Ceratostoma foliatum,Trincomali,
iNat:2976124,48.940211,-123.502679,Ceratostoma foliatum,MF,co
iNat:2976638,48.940211,-123.502679,Ceratostoma foliatum,MF,co
iNat:24792557,48.9395912861,-123.5048467601,Ceratostoma foliatum,Trincomali,
iNat:30009615,48.9389215184,-123.5022889613,Ceratostoma foliatum,Trincomali,
PMLS:1156,48.94167,-123.51333,Geitodoris heathi,Trincomali,
PMLS:13377,48.939813,-123.501514,Pandalus danae,Trincomali,
PMLS:14254,48.938826,-123.501192,Pandalus danae,Trincomali,
PMLS:14421,48.938826,-123.501192,Pandalus danae,Trincomali,
PMLS:18307,48.94167,-123.51333,Pandalus danae,Trincomali,
iNat:3706255,48.9402414,-123.5043485,Pandalus danae,RW,se
iNat:7647284,48.940508,-123.501838,Pandalus danae,Trincomali,
iNat:14437887,48.9415149359,-123.5044987778,Pandalus danae,Trincomali,
iNat:3705819,48.940581514,-123.5026574135,Ophiopholis kennerlyi,Trincomali,
PMLS:14454,48.938826,-123.501192,Chirolophis nugator,Trincomali,
PMLS:16457,48.938826,-123.501192,Chirolophis nugator,Trincomali,
iNat:24798244,48.9395912861,-123.5048467601,Chirolophis nugator,Trincomali,
PMLS:13432,48.939813,-123.501514,Enophrys bison,Trincomali,
iNat:2976525,48.940211,-123.502679,Enophrys bison,MF,co
iNat:3706256,48.9402414,-123.5043485,Enophrys bison,RW,se
iNat:13029354,48.9406116349,-123.5014874754,Enophrys bison,Trincomali,
iNat:13926046,48.9407794576,-123.5022028069,Enophrys bison,Trincomali,
PMLS:1217,48.94167,-123.51333,Rhamphocottus richardsonii,Trincomali,
PMLS:13433,48.939813,-123.501514,Rhamphocottus richardsonii,Trincomali,
iNat:4052031,48.9409855505,-123.5019457369,Rhamphocottus richardsonii,Trincomali,
PMLS:14212,48.938826,-123.501192,Leucilla nuttingi,Trincomali,
iNat:2975914,48.940211,-123.502679,Leucilla nuttingi,MF,co
iNat:45326871,48.9402798406,-123.5025131443,Mitrocoma cellularia,Trincomali,
PMLS:1134,48.94167,-123.51333,Aequorea,Trincomali,
PMLS:16546,48.939813,-123.501514,Aequorea,Trincomali,
PMLS:18275,48.94167,-123.51333,Aequorea,Trincomali,
PMLS:15195,48.938826,-123.501192,Crisia,Trincomali,
PMLS:18314,48.94167,-123.51333,Crisia,Trincomali,
PMLS:14243,48.938826,-123.501192,Mytilimeria nuttalli,Trincomali,
PMLS:13372,48.939813,-123.501514,Calliostoma ligatum,Trincomali,
iNat:7674350,48.9410012871,-123.5041708944,Calliostoma ligatum,Trincomali,
iNat:12945448,48.9405662452,-123.5013720984,Calliostoma ligatum,Trincomali,
iNat:15702526,48.9408100384,-123.5033848624,Calliostoma ligatum,Trincomali,
iNat:30009606,48.9389215184,-123.5022889613,Calliostoma ligatum,Trincomali,
PMLS:1158,48.94167,-123.51333,Cadlina luteomarginata,Trincomali,
PMLS:13374,48.939813,-123.501514,Cadlina luteomarginata,Trincomali,
PMLS:14247,48.938826,-123.501192,Cadlina luteomarginata,Trincomali,
PMLS:14415,48.938826,-123.501192,Cadlina luteomarginata,Trincomali,
PMLS:18294,48.94167,-123.51333,Cadlina luteomarginata,Trincomali,
PMLS:18672,48.938826,-123.501192,Cadlina luteomarginata,Trincomali,
iNat:2976038,48.940211,-123.502679,Cadlina luteomarginata,MF,co
iNat:2976072,48.940211,-123.502679,Cadlina luteomarginata,MF,co
PMLS:13411,48.939813,-123.501514,Styela gibbsii,Trincomali,
PMLS:14449,48.938826,-123.501192,Styela gibbsii,Trincomali,
PMLS:18331,48.94167,-123.51333,Styela gibbsii,Trincomali,
PMLS:1202,48.94167,-123.51333,Metandrocarpa taylori,Trincomali,
PMLS:13414,48.939813,-123.501514,Metandrocarpa taylori,Trincomali,
PMLS:14451,48.938826,-123.501192,Metandrocarpa taylori,Trincomali,
PMLS:16564,48.939813,-123.501514,Metandrocarpa taylori,Trincomali,
PMLS:18330,48.94167,-123.51333,Metandrocarpa taylori,Trincomali,
PMLS:18327,48.94167,-123.51333,Perophora annectens,Trincomali,
PMLS:18335,48.94167,-123.51333,Didemnum carnulentum,Trincomali,
PMLS:14467,48.938826,-123.501192,Hemilepidotus hemilepidotus,Trincomali,
iNat:2975867,48.940211,-123.502679,Craniella villosa,MF,co
PMLS:14223,48.938826,-123.501192,Plumularia,Trincomali,
PMLS:1131,48.94167,-123.51333,Lafoea dumosa,Trincomali,
PMLS:14394,48.938826,-123.501192,Lafoea dumosa,Trincomali,
PMLS:18285,48.94167,-123.51333,Thelepus,Trincomali,
PMLS:14403,48.938826,-123.501192,Dendrobeania murrayana,Trincomali,
PMLS:15211,48.938826,-123.501192,Triopha modesta,Trincomali,
PMLS:16446,48.938826,-123.501192,Triopha modesta,Trincomali,
PMLS:18677,48.938826,-123.501192,Triopha modesta,Trincomali,
iNat:3705553,48.9403278162,-123.5033655167,Triopha modesta,MF,co
iNat:7647274,48.940508,-123.501924,Triopha modesta,Trincomali,
iNat:24792364,48.9395912861,-123.5048467601,Triopha modesta,Trincomali,
PMLS:16553,48.939813,-123.501514,Himatina trophina,Trincomali,
PMLS:18679,48.938826,-123.501192,Himatina trophina,Trincomali,
iNat:2976615,48.940211,-123.502679,Himatina trophina,MF,co
iNat:31489535,48.9407991279,-123.5032273755,Himatina trophina,DP,sz
iNat:31489536,48.9407991279,-123.5032273755,Himatina trophina,DP,sz
iNat:31489537,48.9407991279,-123.5032273755,Himatina trophina,DP,sz
iNat:31489541,48.9407991279,-123.5032273755,Himatina trophina,DP,sz
iNat:31489544,48.9407991279,-123.5032273755,Himatina trophina,DP,sz
iNat:30009612,48.9389215184,-123.5022889613,Orienthella trilineata,Trincomali,
PMLS:15220,48.938826,-123.501192,Pagurus ochotensis,Trincomali,
iNat:12631603,48.93999096,-123.5021585226,Pagurus ochotensis,Trincomali,
PMLS:15236,48.938826,-123.501192,Corella inflata,Trincomali,
iNat:3706035,48.9402414,-123.5043485,Anthopleura elegantissima,RW,se
iNat:7659297,48.940310804,-123.5011084656,Anthopleura elegantissima,Trincomali,
PMLS:13358,48.939813,-123.501514,Diaperoforma californica,Trincomali,
PMLS:18676,48.938826,-123.501192,Rostanga pulchra,Trincomali,
iNat:3705820,48.9410184349,-123.5035800934,Rostanga pulchra,Trincomali,
iNat:2976292,48.940211,-123.502679,Tritonia festiva,MF,co
iNat:2976426,48.940211,-123.502679,Tritonia festiva,MF,co
PMLS:18297,48.94167,-123.51333,Dendronotus rufus,Trincomali,
iNat:3705777,48.9403730943,-123.5017347336,Dendronotus rufus,Trincomali,
iNat:3705624,48.9412721292,-123.506026268,Antiopella fusca,Trincomali,
iNat:7647292,48.940339,-123.501151,Antiopella fusca,Trincomali,
iNat:7674548,48.9402414,-123.5043485,Antiopella fusca,RW,se
PMLS:14469,48.938826,-123.501192,Eumetopias jubatus,Trincomali,
iNat:16407423,48.9427162976,-123.4950318542,Eumetopias jubatus,YF,mx
PMLS:1141,48.94167,-123.51333,Spiochaetopterus costarum pottsi,Trincomali,
iNat:3707805,48.940089621,-123.5017250774,Phyllaplysia taylori,Trincomali,
PMLS:1168,48.94167,-123.51333,Cancer productus,Trincomali,
PMLS:13379,48.939813,-123.501514,Cancer productus,Trincomali,
PMLS:14256,48.938826,-123.501192,Cancer productus,Trincomali,
PMLS:14423,48.938826,-123.501192,Cancer productus,Trincomali,
PMLS:15215,48.938826,-123.501192,Cancer productus,Trincomali,
PMLS:16447,48.938826,-123.501192,Cancer productus,Trincomali,
PMLS:18312,48.94167,-123.51333,Cancer productus,Trincomali,
iNat:2976310,48.940211,-123.502679,Cancer productus,MF,co
iNat:7674353,48.9406912145,-123.5053725241,Cancer productus,MF,co
iNat:13029347,48.9405913874,-123.5012881736,Cancer productus,Trincomali,
iNat:13029350,48.9406090193,-123.5016982551,Cancer productus,Trincomali,
iNat:24798609,48.9395912861,-123.5048467601,Cancer productus,Trincomali,
iNat:30009604,48.9389215184,-123.5022889613,Cancer productus,Trincomali,
iNat:12970641,48.939946094,-123.5009000301,Syngnathus leptorhynchus,Trincomali,
PMLS:1207,48.94167,-123.51333,Brachyistius frenatus,Trincomali,
PMLS:13423,48.939813,-123.501514,Brachyistius frenatus,Trincomali,
PMLS:14279,48.938826,-123.501192,Brachyistius frenatus,Trincomali,
PMLS:14457,48.938826,-123.501192,Brachyistius frenatus,Trincomali,
PMLS:15241,48.938826,-123.501192,Brachyistius frenatus,Trincomali,
PMLS:16459,48.938826,-123.501192,Brachyistius frenatus,Trincomali,
PMLS:16567,48.939813,-123.501514,Brachyistius frenatus,Trincomali,
PMLS:18342,48.94167,-123.51333,Brachyistius frenatus,Trincomali,
PMLS:1218,48.94167,-123.51333,Lepidopsetta bilineata,Trincomali,
PMLS:13434,48.939813,-123.501514,Lepidopsetta bilineata,Trincomali,
PMLS:14290,48.938826,-123.501192,Lepidopsetta bilineata,Trincomali,
PMLS:14468,48.938826,-123.501192,Lepidopsetta bilineata,Trincomali,
iNat:4052157,48.941329,-123.501477,Nanomia bijuga,Trincomali,
iNat:7647295,48.940903,-123.5057,Nanomia bijuga,MF,co
PMLS:13356,48.939813,-123.501514,Pista elongata,Trincomali,
PMLS:15193,48.938826,-123.501192,Pista elongata,Trincomali,
PMLS:1142,48.94167,-123.51333,Membranipora villosa,Trincomali,
PMLS:18315,48.94167,-123.51333,Membranipora villosa,Trincomali,
iNat:30217323,48.9408188111,-123.5031912503,Membranipora villosa,DP,sz
PMLS:13415,48.939813,-123.501514,Cystodytes lobatus,Trincomali,
iNat:4028615,48.940172778,-123.5022068024,Ammodytes personatus,Trincomali,
PMLS:1210,48.94167,-123.51333,Sebastes emphaeus,Trincomali,
PMLS:1122,48.94167,-123.51333,Adocia,Trincomali,
iNat:3680726,48.9412157528,-123.50222826,Phacellophora camtschatica,Trincomali,
PMLS:1147,48.94167,-123.51333,Lepidozona mertensii,Trincomali,
PMLS:13361,48.939813,-123.501514,Lepidozona mertensii,Trincomali,
PMLS:14235,48.938826,-123.501192,Lepidozona mertensii,Trincomali,
PMLS:14406,48.938826,-123.501192,Lepidozona mertensii,Trincomali,
PMLS:15198,48.938826,-123.501192,Lepidozona mertensii,Trincomali,
PMLS:13371,48.939813,-123.501514,Paciocinebrina lurida,Trincomali,
PMLS:18299,48.94167,-123.51333,Coryphella verrucosa,Trincomali,
PMLS:14427,48.938826,-123.501192,Acantholithodes hispidus,Trincomali,
iNat:7673382,48.9404940304,-123.5010655503,Oligocottus maculosus,Trincomali,
iNat:7674346,48.9403503085,-123.5019748807,Oligocottus maculosus,Trincomali,
iNat:7674356,48.940719403,-123.5049004553,Oligocottus maculosus,MF,co
iNat:12970657,48.9402107155,-123.5027598737,Oligocottus maculosus,MF,co
iNat:15726103,48.9410576851,-123.5036477189,Oligocottus maculosus,Trincomali,
PMLS:1119,48.94167,-123.51333,Sycon,Trincomali,
PMLS:1159,48.94167,-123.51333,Acanthodoris nanaimoensis,Trincomali,
PMLS:14249,48.938826,-123.501192,Acanthodoris nanaimoensis,Trincomali,
PMLS:14416,48.938826,-123.501192,Acanthodoris nanaimoensis,Trincomali,
iNat:2976276,48.940211,-123.502679,Acanthodoris nanaimoensis,MF,co
iNat:3705623,48.9411311881,-123.5044169426,Acanthodoris nanaimoensis,Trincomali,
iNat:3705621,48.9387348,-123.4969645,Melibe leonina,DP,rz
PMLS:1173,48.94167,-123.51333,Lopholithodes mandtii,Trincomali,
PMLS:15234,48.938826,-123.501192,Cucumaria piperata,Trincomali,
PMLS:13409,48.939813,-123.501514,Halocynthia aurantium,Trincomali,
PMLS:18333,48.94167,-123.51333,Halocynthia igaboja,Trincomali,
PMLS:18287,48.94167,-123.51333,Pileolaria,Trincomali,
PMLS:1145,48.94167,-123.51333,Tonicella insignis,Trincomali,
PMLS:13360,48.939813,-123.501514,Tonicella insignis,Trincomali,
PMLS:14233,48.938826,-123.501192,Tonicella insignis,Trincomali,
PMLS:14405,48.938826,-123.501192,Tonicella insignis,Trincomali,
PMLS:15196,48.938826,-123.501192,Tonicella insignis,Trincomali,
PMLS:18288,48.94167,-123.51333,Tonicella insignis,Trincomali,
iNat:12938503,48.9404278861,-123.5020684001,Melanochlamys diomedea,Trincomali,
PMLS:14248,48.938826,-123.501192,Acanthodoris hudsoni,Trincomali,
PMLS:18674,48.938826,-123.501192,Acanthodoris hudsoni,Trincomali,
iNat:3707780,48.9402164707,-123.5019396541,Acanthodoris hudsoni,Trincomali,
