Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Solaster stimpsoni,"Verrill, 1880",,striped sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,Solaster,,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2013-07-23,Karolle Wall,http://www.inaturalist.org/observations/4015173,,208013,ECH
Florometra serratissima,"A.H. Clark, 1907",,feather star,Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,Antedonoidea,Antedonidae,Heliometrinae,Florometra,,native,unlisted,confirmed,observed,1960-06-21,Dan Quayle,RBCM,009-00308-001,1898303669,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854130,,195902,ECH
Mesocentrotus franciscanus,"(A. Agassiz, 1863)",,red sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,Mesocentrotus,,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2013-07-23,Karolle Wall,http://www.inaturalist.org/observations/4015169,,992313,ECH
Strongylocentrotus droebachiensis,"(O.F. Müller, 1776)",,green sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,Strongylocentrotus,,native,unlisted,confirmed,observed,1986-04-08,BC Hydro - submerged cable,RBCM,986-00191-021,,2018-08-11,Samantha Fulgham,https://www.inaturalist.org/observations/18992768,,120070,ECH
Strongylocentrotus pallidus,"(G.O. Sars, 1871)",,white sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,Strongylocentrotus,,native,unlisted,reported,unobserved,1986-04-08,,RBCM,986-00191-013,,,,,,129221,ECH
Strongylocentrotus purpuratus,"(Stimpson, 1857)",,purple urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,Strongylocentrotus,,native,unlisted,reported,unobserved,1986-04-08,,RBCM,986-00191-012,,,,,,48035,ECH
Dendraster excentricus,"(Eschscholtz, 1831)",,eccentric sand dollar,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Neognathostomata,Clypeasteroida,Scutellina,Scutelloidea,Dendrasteridae,,Dendraster,,native,unlisted,confirmed,observed,1964-12-07,,RBCM,976-01146-014,1898270561,2018-05-22,Karolle Wall,https://www.inaturalist.org/observations/12744158,,117696,ECH
Leptosynapta transgressor,"Heding, 1928",,subtidal burrowing sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Paractinopoda,,Apodida,,,Synaptidae,,Leptosynapta,,native,unlisted,reported,unobserved,2013-10-20,Andy Lamb,PMLS,,,,,,,873898,ECH
Cucumaria miniata,"(Brandt, 1835)",,red sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,Cucumaria,,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2013-08-07,Karolle Wall,http://www.inaturalist.org/observations/3705818,,117695,ECH
Cucumaria pallida,"Kirkendale & Lambert, 1995",,pale sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,Cucumaria,,native,unlisted,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,,,,,,356416,ECH
Cucumaria piperata,"(Stimpson, 1864)",,salt & pepper sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,Cucumaria,,native,unlisted,reported,unobserved,1994-10-07,Andy Lamb,PMLS,,,,,,,424353,ECH
Pentamera sp.,,,sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Phyllophoridae,,Pentamera,,,,reported,unobserved,2006-06-30,Andy Lamb,PMLS,,,,,,,171674,ECH
Psolidium bidiscum,"Lambert, 1996",,pale creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,Psolidium,,native,unlisted,reported,unobserved,1996-09-28,Charlie Gibbs,PMLS,,,,,,,873892,ECH
Psolus chitonoides,"Clark, 1901",,creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,Psolus,,native,unlisted,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,,,,,,473064,ECH
Psolus squamatus,"(O.F. Müller, 1776)",,white creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,Psolus,,native,unlisted,reported,unobserved,2008-10-09,Andy Lamb,PMLS,,,,,,,293149,ECH
Eupentacta quinquesemita,"(Selenka, 1867)",,stiff-footed sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Sclerodactylidae,,Eupentacta,,native,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-030,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763482,,51695,ECH
Apostichopus californicus,"(Stimpson, 1857)",,giant sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,Stichopodidae,,Apostichopus,,native,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-032,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854136,,202640,ECH
Amphiodia periercta,"H.L. Clark, 1911",,long-armed burrowing brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroidea,Ophintegrida,Amphilepidida,Gnathophiurina,Amphiuroidea,Amphiuridae,,Amphiodia,,native,unlisted,reported,unobserved,1975-06-17,Philip Lambert,RBCM,975-00224-007,1898321940,,,,,957349,ECH
Ophiopholis kennerlyi,"Lyman, 1860",,daisy brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,Ophiactoidea,Ophiopholidae,,Ophiopholis,,native,unlisted,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,,2014-03-24,Karolle Wall,http://www.inaturalist.org/observations/3705819,,129228,ECH
Gorgonocephalus eucnemis,"(Müller & Troschel, 1842)",,basket star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroidea,Euryophiurida,Euryalida,,,Gorgonocephalidae,Gorgonocephalinae,Gorgonocephalus,,native,unlisted,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,465153,ECH
Ophiura luetkenii,"(Lyman, 1860)",,gray brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroidea,Euryophiurida,Ophiurida,Ophiurina,,Ophiuridae,Ophiurinae,Ophiura,,native,unlisted,reported,unobserved,1973-06-14,Philip Lambert,RBCM,973-00137-009,1898306018,,,,misspelled 'Ophiura lutkeni' in GBIF dataset,255865,ECH
Ophiura sarsii,"Lütken, 1855",,notched brittle star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroidea,Euryophiurida,Ophiurida,Ophiurina,,Ophiuridae,Ophiurinae,Ophiura,,native,unlisted,reported,unobserved,1993-05-09,Charlie Gibbs,PMLS,,,,,,,202051,ECH
Barentsia sp.,,,nodding heads,Animalia,Entoprocta,,,,,,,,,Barentsiidae,,Barentsia,,,,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,211513,MAR
Panomya ampla,"Dall, 1898",,ample roughmya,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,Panomya,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00316,1898318849,,,,,865774,MOL
Panopea generosa,"(Gould, 1850)",,Pacific geoduck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,Panopea,,native,unlisted,confirmed,observed,1994-10-23,Andy Lamb,PMLS,,,2019-05-04,Isabelle Côte,https://www.inaturalist.org/observations/24792030,,117618,MOL
Solen sicarius,"Gould, 1850",,sickle jackknife-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Solenoidea,Solenidae,,Solen,,native,unlisted,reported,unobserved,2007-12-09,Andy Lamb,PMLS,,,,,,,54529,MOL
Glycymeris septentrionalis,"(Middendorff, 1849)",,western bittersweet,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Arcida,,Arcoidea,Glycymerididae,,Glycymeris,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00294,1898292826,,,,,479438,MOL
Ciliatocardium ciliatum,"(Fabricius, 1780)",,hairy cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,Ciliatocardium,,native,unlisted,reported,unobserved,2008-10-10,Andy Lamb,PMLS,,,,,,,940646,MOL
Clinocardium nuttallii,"(Conrad, 1837)",,Nuttall's cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,Clinocardium,,native,unlisted,confirmed,observed,1995-02-23,Charlie Gibbs,PMLS,,,2009-07-08,Shera Street,http://www.inaturalist.org/observations/2635143,,69925,MOL
Keenaea centifilosa,"(Carpenter, 1864)",,cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,,Keenaea,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00327,1898273217,,,,reported as Nemocardium centifilosum (RBCM 979-00327),962184,MOL
Keenocardium blandum,"(Gould, 1850)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,Keenocardium,,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-017,1898304642,,,,,940598,MOL
Gari californica,"(Conrad, 1849)",,California sunsetclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,Gari,,native,unlisted,reported,unobserved,2005-12-10,Andy Lamb,PMLS,,,,,,,354323,MOL
Nuttallia obscurata,"(Reeve, 1857)",,purple mahogany clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,Nuttallia,,non-native,unlisted,new 2016,observed,,,,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4005286,,430211,MOL
Semele rubropicta,"Dall, 1871",,rose-painted clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Semelidae,,Semele,,native,unlisted,reported,unobserved,1999-05-05,Andy Lamb,PMLS,,,,,,,371110,MOL
Macoma brota,"Dall, 1916",,heavy macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,Macoma,,native,unlisted,new 2016,observed,,,,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910109,,504353,MOL
Macoma calcarea,"(Gmelin, 1791)",,chalky macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,Macoma,,native,unlisted,reported,unobserved,1961-06-22,,RBCM,976-01146-008,1898275200,,,,,861604,MOL
Macoma carlottensis,"Whiteaves, 1880",,Charlotte macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,Macoma,,native,unlisted,reported,unobserved,1961-06-22,,RBCM,976-01146-009,1898266087,,,,,957354,MOL
Macoma nasuta,"(Conrad, 1857)",,bent-nose macoma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,Macoma,,native,unlisted,confirmed,observed,2009-11-14,Andy Lamb,PMLS,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4005328,,117612,MOL
Macoma obliqua,"(J. Sowerby, 1817)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,Macoma,,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-002,1898316814,,,,,861605,MOL
Coanicardita ventricosa,"(Gould, 1850)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Carditida,,Carditoidea,Carditidae,Scalaricarditinae,Cyclocardia,,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-006,1898313988,,,,,492137,MOL
Kellia suborbicularis,"(Montagu, 1803)",,suborbicular kellyclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,Galeommatoidea,Lasaeidae,,Kellia,,native,unlisted,reported,unobserved,2006-06-30,Andy Lamb,PMLS,,,,,,,253475,MOL
Parvilucina tenuisculpta,"(Carpenter, 1864)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Lucinida,,Lucinoidea,Lucinidae,Lucininae,Parvilucina,,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-005,1898273623,,,,,493882,MOL
Axinopsida serricata,"(Carpenter, 1864)",,lenticular axinopsid,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Lucinida,,Thyasiroidea,Thyasiridae,,Axinopsida,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03315,1898280832,,,,,977317,MOL
Mya arenaria,"Linnaeus, 1758",,soft-shelled clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,Mya,,non-native,unlisted,new 2016,observed,,,,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910084,,81634,MOL
Mya truncata,"Linnaeus, 1758",,truncated softshell-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,Mya,,native,unlisted,reported,unobserved,2008-04-27,Andy Lamb,PMLS,,,,,,,447416,MOL
Zirfaea pilsbryi,"Lowe, 1931",,rough piddock,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Pholadidae,Pholadinae,Zirfaea,,native,unlisted,reported,unobserved,2016-07-24,Andy Lamb,PMLS,,,,,,,117472,MOL
Bankia setacea,"(Tryon, 1863)",,feathery shipworm,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Teredinidae,Bankiinae,Bankia,,native,unlisted,reported,unobserved,1999-10-02,Andy Lamb,PMLS,,,,,,,347368,MOL
Crenella decussata,"(Montagu, 1808)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Crenellinae,Crenella,,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-013,1898267985,,,,,193939,MOL
Modiolus modiolus,"(Linnaeus, 1758)",,northern horsemussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Modiolinae,Modiolus,,native,unlisted,reported,unobserved,2005-12-10,Andy Lamb,PMLS,,,,,,,123772,MOL
Modiolus rectus,"(Conrad, 1837)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Modiolinae,Modiolus,,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-015,1898316253,,,,,196218,MOL
Musculus discors,"(Linnaeus, 1767)",,discord mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Musculinae,Musculus,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00346,1898284913,,,,,482998,MOL
Musculus niger,"(J.E. Gray, 1824)",,black mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Musculinae,Musculus,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00347,1898295371,,,,,483000,MOL
Mytilus edulis complex,,,blue mussel,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,Mytilus,,native,unlisted,confirmed,observed,1982-05-28,Philip Lambert,RBCM,982-00155-001,1898293540,2015-08-05,Andrew Simon,https://www.inaturalist.org/observations/2599512,,62807,MOL
Nuculana leonina,"(Dall, 1896)",,nuculanid clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,Nuculana,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03316,1898319922,,,,,957348,MOL
Megayoldia thraciaeformis,"(Storer, 1838)",,broad yoldia,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,Megayoldia,,native,unlisted,reported,unobserved,1942-06-01,Dan Quayle,RBCM,991-00500-001,1898270739,,,,,957355,MOL
Yoldia aeolica,"Dall, 1897",,yoldia clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,Yoldia,,native,unlisted,reported,unobserved,1917-06-29,,RBCM,991-00498-001,1898316827,,,,,957342,MOL
Yoldia amygdalea,"(Valenciennes, 1846)",,yoldia clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,Yoldia,,native,unlisted,reported,unobserved,1962-09-14,John Fleury,RBCM,991-00464-001,1898322652,,,,,957338,MOL
Yoldia hyperborea,"(Gould, 1841)",,yoldia clam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,Yoldia,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03304,,,,,,996928,MOL
Acila castrensis,"(Hinds, 1843)",,nutclam or nutshell,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculida,,Nuculoidea,Nuculidae,,Acila,,native,unlisted,reported,unobserved,1961-05-13,Dan B. Quayle,RBCM,982-00207-002,1898323311,,,,,339158,MOL
Ennucula tenuis,"(Montagu, 1808)",,smooth nutclam,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculida,,Nuculoidea,Nuculidae,,Ennucula,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03318,1898321136,,,,,202045,MOL
Magallana gigas,"(Thunberg, 1793)",,Pacific oyster,Animalia,Mollusca,,,Bivalvia,Pteriomorphia,,Ostreida,,Ostreoidea,Ostreidae,,Magallana,,non-native,unlisted,new 2016,observed,,,,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910078,,605992,MOL
Pododesmus macrochisma,"(Deshayes, 1839)",,green false-jingle,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Anomiidae,,Pododesmus,,native,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-016,,2016-04-06,Karolle Wall,http://www.inaturalist.org/observations/4052032,,68652,MOL
Chlamys hastata,"(G.B. Sowerby II, 1842)",,spiny pink scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamys,,native,unlisted,confirmed,observed,1962-01-01,Dan Quayle,RBCM,989-00923-001,1898302672,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976031,,180013,MOL
Chlamys rubida,"(Hinds, 1845)",,smooth pink scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamys,,native,unlisted,reported,unobserved,1961-05-13,Dan Quayle,RBCM,982-00207-003,1898263421,,,,,84496,MOL
Crassadoma gigantea,"(J.E. Gray, 1825)",,giant rock scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Crassadoma,,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2015-05-16,Karolle Wall,http://www.inaturalist.org/observations/2854818,,54526,MOL
Patinopecten caurinus,"(Gould, 1850)",,giant Pacific sea scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,,Patinopecten,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03311,1898283425,,,,,203116,MOL
Tresus capax,"(Gould, 1850)",,fat gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,Tresus,,native,unlisted,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,,2016-02-07,Peter Luckham,https://www.inaturalist.org/observations/2763417,,126927,MOL
Tresus nuttallii,"(Conrad, 1837)",,Pacific gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,Tresus,,native,unlisted,confirmed,observed,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00317,1898324818,2019-05-04,Emily Adamczyk,https://www.inaturalist.org/observations/24698187,,117611,MOL
Zemysina impolita,"(S.S. Berry, 1953)",,rough diplodon,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Ungulinoidea,Ungulinidae,,Zemysina,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00293,1898314726,,,,,1118984,MOL
Humilaria kennerleyi,"(Reeve, 1863)",,Kennerley's venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Humilaria,,native,unlisted,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00318-002,1898275723,,,,,873901,MOL
Leukoma staminea,"(Conrad, 1837)",,Pacific littleneck clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Chioninae,Leukoma,,native,unlisted,confirmed,observed,2007-10-14,Andy Lamb,PMLS,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017301,,333608,MOL
Ruditapes philippinarum,"(Adams & Reeve, 1850)",,Japanese littleneck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Ruditapes,,non-native,unlisted,new 2016,observed,,,,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4004964,,343269,MOL
Saxidomus gigantea,"(Deshayes, 1839)",,Washington butter clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Saxidomus,,native,unlisted,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910100,,130233,MOL
Compsomyax subdiaphana,"(Carpenter, 1864)",,milky venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Veneroida,,Veneroidea,Veneridae,,Compsomyax,,native,unlisted,reported,unobserved,1961-06-22,,RBCM,976-01146-007,1898298969,,,,,957357,MOL
Entodesma navicula,"(Adams & Reeve, 1850)",,rock entodesma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,Entodesma,,native,unlisted,reported,unobserved,1969-02-22,Andy Lamb,PMLS,,,,,,,339164,MOL
Lyonsia bracteata,"(Gould, 1850)",,scaly lyonsia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,Lyonsia,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03305,1898276441,,,,,1118981,MOL
Mytilimeria nuttalli,"Conrad, 1837",,bladderclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,Mytilimeria,,native,unlisted,reported,unobserved,1985-07-29,Andy Lamb,PMLS,,,,,,,873896,MOL
Pandora filosa,"(Carpenter, 1864)",,threaded pandora,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Pandoridae,,Pandora,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03302,,,,,,906400,MOL
Pandora wardiana,"A. Adams, 1860",,giant pandora,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Pandoridae,,Pandora,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03301,,,,,,906421,MOL
Thracia trapezoides,"Conrad, 1849",,trapezoid thracia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Thracioidea,Thraciidae,,Thracia,,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03313,1898304696,,,,,957343,MOL
Enteroctopus dofleini,"(Wülker, 1910)",,giant pacific octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Enteroctopodidae,,Enteroctopus,,native,unlisted,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,,2007-10-23,Jackson Chu,https://www.inaturalist.org/observations/8459014,,48863,MOL
Octopus rubescens,"Berry, 1953",,Pacific red octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Octopodidae,,Octopus,,native,unlisted,reported,unobserved,1995-02-25,Charlie Gibbs,PMLS,,,,,,,47455,MOL
Berryteuthis magister,"(Berry, 1913)",,schoolmaster armhook squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Gonatidae,,Berryteuthis,,native,unlisted,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-002,1898322476,,,,,432390,MOL
Rossia pacifica,"Berry, 1911",,stubby squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,,,Sepiolidae,Rossiinae,Rossia,,native,unlisted,reported,unobserved,1994-02-27,Charlie Gibbs,PMLS,,,,,,,151358,MOL
Doryteuthis opalescens,"(Berry, 1911)",,California market squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Teuthida,,,Loliginidae,,Doryteuthis,,native,unlisted,new 2015,observed,,,,,,2015-08-06,Chessi Miltner,http://www.inaturalist.org/observations/3598640,,153981,MOL
Phyllaplysia taylori,"Dall, 1900",,zebra leafslug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Aplysiida,,Aplysioidea,Aplysiidae,,Phyllaplysia,,native,unlisted,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2015-05-21,Karolle Wall,http://www.inaturalist.org/observations/3707805,,49864,MOL
