Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Pinus monticola,Douglas ex D. Don,,western white pine,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Pinus,native,S4,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-01-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2615114,,68084,VAS
Pinus ponderosa var. ponderosa,Douglas ex P. Lawson & C. Lawson,,ponderosa pine,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Pinus,native,S4S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-27,Andrew Simon,http://www.inaturalist.org/observations/3540246,,48461,VAS
Pseudotsuga menziesii var. menziesii,(Mirb.) Franco,,coast Douglas-fir,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Pseudotsuga,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2011-12-22,T. Abe Lloyd,https://www.inaturalist.org/observations/38191922,,63910,VAS
Tsuga heterophylla,(Raf.) Sarg.,,western hemlock,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Tsuga,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2012-06-15,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/2586531,,48254,VAS
Taxus brevifolia,Nutt.,,western yew,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Taxaceae,,,Taxus,native,S5,confirmed,observed,,Kent Brothers,VMS Private List,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566303,,55209,VAS
Asplenium trichomanes ssp. trichomanes,L.,,maidenhair spleenwort,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Aspleniaceae,,,Asplenium,native,S5,new 2016,observed,,,,,,2016-06-27,Adam Huggins,http://www.inaturalist.org/observations/3536017,,75609,VAS
Athyrium filix-femina ssp. cyclosorum,(L.) Roth ex Mertens,(Rupr.) C. Chr.,lady fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Athyriaceae,,,Athyrium,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567709,,52669,VAS
Struthiopteris spicant,(L.) F.W. Weiss,,deer fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,,Struthiopteris,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296145,Reported as Blechnum spicant,48432,VAS
Cystopteris fragilis,(L.) Bernh.,,fragile fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Cystopteridaceae,,,Cystopteris,native,S5,confirmed,observed,1996-05-22,"Harvey Janszen, Jenifer Penny & Charlotte Norris",RBCM,V175175,1949623931,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5516498,,58755,VAS
Pteridium aquilinum ssp. pubescens,(L.) Kuhn,Underw.,bracken fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dennstaedtiaceae,,,Pteridium,native,S5,confirmed,observed,1980-04-12,Harvey Janszen,ER 128 Inventory,,,2014-11-30,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2648027,,52681,VAS
Dryopteris expansa,(C. Presl) Fraser-Jenk. & Jermy,,spiny wood fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,,,Dryopteris,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-29,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3336189,,52672,VAS
Polystichum munitum,(Kaulf.) C. Presl,,sword fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,,,Polystichum,native,S5,confirmed,observed,1975-08-13,Angela Wood,RBCM,V097107,1949546091,2009-07-08,Shera Street,http://www.inaturalist.org/observations/2635221,,47751,VAS
Polypodium glycyrrhiza,D.C. Eaton,,licorice fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Polypodiaceae,Polypodioideae,,Polypodium,native,S5,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103250,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2589280,,55104,VAS
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,,northern maiden-hair,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Vittarioideae,,Adiantum,native,S5,new 2017,observed,,,,,,2017-05-19,Andrew Simon,https://www.inaturalist.org/observations/6425140,,52667,VAS
Pentagramma triangularis ssp. triangularis,(Kaulf.) Yatsk.,,goldenback fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Cheilanthoideae,,Pentagramma,native,S5,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103246,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2589088,,52676,VAS
Sceptridium multifidum,(S.G.Gmel.) Tagawa,,leathery grape fern,Plantae,Pteridophyta,,,Psilotopsida,,,Ophioglossales,,,Ophioglossaceae,,,Sceptridium,native,S5,reported,unobserved,1979-06-08,Harvey Janszen,RBCM,V097818,1949547079,,,,,78990,VAS
Pyropia gardneri,(G.M.Smith & Hollenberg) S.C.Lindstrom,,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,unlisted,unlisted,reported,unobserved,2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,"name updated, No UBC accession or iNat record to check, but species distribution includes one record on Strawberry Island, WA, USA. Possibly incorrect identification, but if found growing on Laminaria blade, that's pretty distinctive; authority added",,ALG
Pyropia nereocystis,(C.L.Anderson) S.C.Lindstrom,,red laver,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,unlisted,unlisted,reported,unobserved,1986-02-09,M.W. Hawkes,UBC,A57505,,,,,reported as Porphyra nereocystis; species distribution includes Galiano,542165,ALG
Pyropia perforata,(J.Agardh) S.C.Lindstrom,,red laver,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Pyropia,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859054,,370273,ALG
Wildemania occidentalis,(Setchell & Hus)S.C.Lindstrom,,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,Wildemania,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859910,,895197,ALG
Smithora naiadum,(C.L.Anderson) Hollenberg,,red fringe,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,Erythrotrichiaceae,,,Smithora,unlisted,unlisted,reported,unobserved,2007-12-15,Andy Lamb & Donna Gibbs,PMLS,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",339024,ALG
Bonnemaisonia nootkana,(Esper) P.C.Silva,,delicately-branched red seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Bonnemaisoniales,,,Bonnemaisoniaceae,,,Bonnemaisonia,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,"B. nootkana is recorded from the area based on records from herbaria, however it is not included in the keys to the area. This record is difficult to confirm without a photo or specimen.",873866,ALG
Antithamnionella pacifica,(Harvey) E.M.Wollaston,,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Antithamnionella,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57488,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861010,reported as Antithamnionella pacifica var. pacifica; species distribution includes Galiano,1031132,ALG
Callithamnion acutum,Kylin,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Callithamnion,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859555,,895196,ALG
Callithamnion pikeanum,Harvey,,beauty bush,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Callithamnion,unlisted,unlisted,reported,unobserved,2006-09-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,Common here and we observed during the Bioblitz,117770,ALG
Ceramium gardneri,Kylin,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Ceramium,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859909,,345256,ALG
Ceramium pacificum,(Collins) Kylin,,hairy pottery seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Ceramium,unlisted,unlisted,confirmed,observed,2006-11-11,Andy Lamb & Donna Gibbs,PMLS,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017037,,429948,ALG
Griffithsia pacifica,Kylin,,orange-coloured red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Griffithsia,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57492,,,,,"no change, but no photos to confirm",326993,ALG
Microcladia borealis,Ruprecht,,coarse sea lace,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Microcladia,unlisted,unlisted,confirmed,observed,2006-11-11,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860480,,339006,ALG
Microcladia coulteri,Harvey,,delicate sea lace,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Microcladia,unlisted,unlisted,confirmed,observed,2006-11-18,Andy Lamb & Donna Gibbs,PMLS,,,2016-07-11,Adam Huggins & Tyrel Froese,http://www.inaturalist.org/observations/3684449,,71116,ALG
Pleonosporium vancouverianum,(J. Agardh) Setchell,,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Pleonosporium,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57491,,,,,"No update, UBC accession has no photo to check, but species distribution includes Galiano",500288,ALG
Pterothamnion pectinatum,(Kylin) Athanasiadis & Kraft,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Pterothamnion,unlisted,unlisted,new 2019,observed,,,,,,2019-05-25,Bridgette Clarkston,https://www.inaturalist.org/observations/25861436,,345150,ALG
Pterothamnion sp.,,,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Pterothamnion,unlisted,unlisted,reported,unobserved,1986-02-09,B. E. Lippert,HPSU,?,,,,,,345788,ALG
Pterothamnion villosum,(Kylin) Athanasiadis & Kraft,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Pterothamnion,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027455,,,,,Barcoded,,ALG
Scagelia americana,,,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,Scagelia,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57487,,,,,reported as Scagelia corallina var. occidentale,957344,ALG
Rhodoptilum plumosum,(Harvey & Bailey) Kylin,,plumose red braid,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Dasyaceae,,,Rhodoptilum,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57500,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620532,,446890,ALG
Branchioglossum bipinnatifidum,(Montagne) M.J.Wynne,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Branchioglossum,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027448,,,,,Barcoded,,ALG
Cryptopleura lobulifera,(J.Agardh) Kylin,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Cryptopleura,unlisted,unlisted,reported,unobserved,1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,"no change (KH). Has been found in this area, but difficult to confirm. It is noted as being rare in the local area in the key.",,ALG
Cryptopleura ruprechtiana,(J.Agardh) Kylin,,hidden rib,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Cryptopleura,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861039,,327014,ALG
Cryptopleura sp.,,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Cryptopleura,unlisted,unlisted,confirmed,observed,1999-10-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4005089,,243907,ALG
Cumathamnion decipiens,(J.Agardh) M.J.Wynne & G.W.Saunders,,winged rib,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Cumathamnion,unlisted,unlisted,confirmed,observed,2002-03-23,Andy Lamb & Donna Gibbs,PMLS,,,2021-03-13,Dave “Zeuss” Cochrane,https://inaturalist.ca/observations/71178850,reported as Delesseria decipiens,496909,ALG
Holmesia californica,,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Loranthophycus,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027463,,,,,"reported as Loranthophycus californicus; ""Loranthophycus californicus” COI Sequenced; name updated from Holmesia californica (E.Y.Dawson) E.Y.Dawson (from algaebase, but doesn't appear to be a new update yet G&L key still lists Holmesia with no comment); for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuing taxonomy uncertain, putting name in quotes.",,ALG
Hymenena sp.,,,black-lined red seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Hymenena,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,339066,ALG
Membranoptera platyphylla,(Setchell & N.L.Gardner) Kylin,,feather-veined red seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Membranoptera,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57497,,,,,reported as Membranoptera multiramosa,873897,ALG
Phycodrys isabellae,R.E.Norris & M.J.Wynne,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Phycodrys,unlisted,unlisted,reported,unobserved,2011,G.W. Saunders & K. Hind,BOLD,KM254391,,,,,"COI Sequenced; found D sequence in genbank, for some reason isn't on BOLD site. Is listed on Genbank as part of kelp conveyor hypothesis paper. Several more of this species barcoded, assuming is correct ID",,ALG
Polyneura latissima,(Harvey) Kylin,,network red seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,,,Polyneura,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57496,,,,,syn. Nitophyllum nottii; species distribution includes Salish Sea,339014,ALG
Amplisiphonia pacifica,Hollenberg 1939,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Amplisiphonia,unlisted,unlisted,reported,unobserved,2011,G.W. Saunders & K. Hind,BOLD,KU564427,,,,,"""Amplisiphonia pacifica"" Barcoded; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.",1292322,ALG
Herposiphonia plumula,(J.Agardh) Falkenberg 1901,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Herposiphonia,unlisted,unlisted,reported,unobserved,2011,G.W. Saunders & K. Hind,BOLD,MF120830,,,,,"""Herposiphonia plumula"" COI Sequenced; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.",1238397,ALG
Neorhodomela larix,(Turner) Masuda,,black pine seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Neorhodomela,unlisted,unlisted,confirmed,observed,2008-02-17,Andy Lamb & Donna Gibbs,PMLS,,,2017-01-27,Tyrel Froese,https://www.inaturalist.org/observations/5020868,,67413,ALG
Odonthalia floccosa,(Esper) Falkenberg,,sea brush,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Odonthalia,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859912,,322180,ALG
Osmundea spectabilis,(Postels & Ruprecht) K.W. Nam,,sea laurel,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Osmundea,unlisted,unlisted,confirmed,observed,2006-03,Andy Lamb & Donna Gibbs,PMLS,,,2016-08-07,Tyrel Froese,http://www.inaturalist.org/observations/3925818,,339015,ALG
Polysiphonia sp.,,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Polysiphonia,unlisted,unlisted,new 2021,observed,,,,,,2021-03-07,Siobhan Schenk,https://www.inaturalist.org/observations/70916544,,,ALG
Pterochondria woodii,(Harvey) Hollenberg,,cartilage-wing seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Pterochondria,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added",339016,ALG
Symphyocladiella gracilis,"(Kylin) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Symphyocladiella,unlisted,unlisted,reported,unobserved,2011,G.W. Saunders & K. Hind,BOLD,KU564386,,,,,"""Symphyocladiella gracilis"" Barcoded; name updated from Pterosiphonia gracilis; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.",,ALG
Vertebrata woodii,(Harvey) Kuntze,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Vertebrata,unlisted,unlisted,reported,unobserved,2011-05,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027452,,,,,Barcoded; Need to update authorities from algaebase,,ALG
Ptilota serrata,Kützing,,northern sea fern,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Wrangeliaceae,,,Ptilota,unlisted,unlisted,new 2019,observed,,,,,,2019-05-25,Bridgette Clarkston,https://www.inaturalist.org/observations/25861438,,473839,ALG
Bossiella orbigniana,(Decaisne) P.C.Silva,,,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Bossiella,unlisted,unlisted,reported,unobserved,2011,G.W. Saunders & K. Hind,BOLD,KJ637753,,,,,"Barcoded; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site",,ALG
Bossiella sp.,,,leaf coral seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Bossiella,unlisted,unlisted,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861026,,127155,ALG
Calliarthron sp.,,,leaf coral seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Calliarthron,unlisted,unlisted,reported,unobserved,1995-02-26,Andy Lamb & Donna Gibbs,PMLS,,,,,,,127154,ALG
Calliarthron tuberculosum,(Postels & Ruprecht) E.Y.Dawson,,,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Calliarthron,unlisted,unlisted,reported,unobserved,1995,Andy Lamb & Donna Gibbs,PMLS,,,,,,"no change (KH). Common here, most likely C. tuberculosum",,ALG
Clathromorphum sp.,,,crustose coralline,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Clathromorphum,unlisted,unlisted,reported,unobserved,1993-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,326286,ALG
Corallina officinalis var. chilensis,Linnaeus,(Decaisne) Kützing,pink feather coralline,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Corallina,unlisted,unlisted,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,345230,ALG
Corallina vancouveriensis,Yendo,,graceful coralline,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Corallina,unlisted,unlisted,reported,unobserved,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,,,,,126448,ALG
Lithothamnion sp.,,,,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Lithothamnion,unlisted,unlisted,new 2015,observed,,,,,,2015-01-01,Peter Luckham,https://www.inaturalist.org/observations/2797300,,,ALG
Pseudolithophyllum sp.,,,encrusting coralline algae,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Pseudolithophyllum,unlisted,unlisted,new 2021,observed,,,,,,2021-02-19,Dave “Zeuss” Cochrane,https://www.inaturalist.org/observations/69845928,,345846,ALG
Opuntiella californica,(Farlow) Kylin,,prickly pear seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Areschougiaceae,,,Opuntiella,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,species distribution includes Galiano; authority added,349218,ALG
Constantinea simplex,Setchell,,cup and saucer seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Constantinea,unlisted,unlisted,confirmed,observed,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,2019-12-09,Penelope Bridge-Battle,https://www.inaturalist.org/observations/36661545,,345231,ALG
Constantinea subulifera,Setchell,,giant cup and saucer seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Constantinea,unlisted,unlisted,confirmed,observed,2016-02-07,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927075,,473053,ALG
Cryptosiphonia woodii,(J.Agardh) J.Agardh,,dark branching-tube seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Cryptosiphonia,unlisted,unlisted,confirmed,observed,2009-03,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,John D. Reynolds,https://www.inaturalist.org/observations/24708735,,117777,ALG
Farlowia mollis,(Harvey & Bailey) Farlow & Setchell,,tattered red seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Farlowia,unlisted,unlisted,confirmed,observed,2006-03-05,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861009,,117783,ALG
Endocladia muricata,(Endlicher) J.Agardh,,nail brush seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Endocladiaceae,,,Endocladia,unlisted,unlisted,confirmed,observed,2006-11-11,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927063,,117781,ALG
Chondracanthus exasperatus,(Harvey & Bailey) Hughey,,Turkish towel,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Chondracanthus,unlisted,unlisted,confirmed,observed,1996-04-02,E. McNeil,UBC,A82321,,2015-08-28,Lauren Magner,http://www.inaturalist.org/observations/3734901,,127153,ALG
Mazzaella oregona,"(Doty) Hughey, P.C.Silva & Hommersand, 2001",,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Mazzaella,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861031,,362211,ALG
Mazzaella parksii,,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Mazzaella,unlisted,unlisted,new 2017,observed,,,,,,2017-05-19,Andrew Simon,https://www.inaturalist.org/observations/6425240,,429950,ALG
Mazzaella splendens,(Setchell & N.L. Gardner) Fredericq,,iridescent seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,Mazzaella,unlisted,unlisted,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,2016-07-11,Adam Huggins & Tyrel Froese,http://www.inaturalist.org/observations/3684445,,71118,ALG
Callophyllis crenulata,Setchell,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027457,,,,,Barcoded,345268,ALG
Callophyllis edentata,Kylin,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861012,,895191,ALG
Callophyllis flabellulata,Harvey,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860491,,446885,ALG
Callophyllis heanophylla,Setchell,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027451,,,,,Barcoded,1292323,ALG
Callophyllis pinnata,Setchell & Swezy in Setchell,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,,Callophyllis,unlisted,unlisted,reported,unobserved,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",BOLD,GWS027453,,,,,Barcoded,544812,ALG
