id,occurrenceID,recordId,type,modified,language,license,rightsHolder,basisOfRecord,institutionID,collectionID,institutionCode,collectionCode,ownerInstitutionCode,informationWithheld,dataGeneralizations,catalogNumber,otherCatalogNumbers,scientificName,acceptedNameUsage,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,identificationQualifier,vernacularName,nomenclaturalCode,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,reproductiveCondition,establishmentMeans,occurrenceRemarks,dynamicProperties,recordedBy,recordNumber,fieldNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,higherGeography,countryCode,country,stateProvince,county,locality,habitat,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinates,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceSources,georeferenceRemarks,Name,Description,geometry,_75,Name Status,Referred iNaturalist Id,Referred iNaturalist Name
1436902,NA,294D6207-A8D4-4180-B47D-904C06D21CD1,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthelia juratzkana,Anthelia juratzkana,Antheliaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Antheliaceae,Anthelia,juratzkana,NA,species,(Limpr.) Trev.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,56470,Anthelia juratzkana
1436903,NA,AF9ED04A-46FF-4A43-9772-EF648A7F52F0,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplophyllum taxifolium,Diplophyllum taxifolium,Scapaniaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Diplophyllum,taxifolium,NA,species,(Wahlenb.) Dum.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,56513,Diplophyllum taxifolium
1436904,NA,AE5B6762-E310-4D46-8ABF-EC2EF8FD0DF5,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nardia japonica,Nardia japonica,Gymnomitriaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Nardia,japonica,NA,species,Steph.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,165650,Nardia japonica
1436905,NA,62DB1EA4-0256-4F4B-BD78-750ECB6EDC3A,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lophozia alpestris,Barbilophozia sudetica,Anastrophyllaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Mesoptychia,alpestris,NA,species,(Schleich.) Evans,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,818559,Mesoptychia collaris
1436906,NA,69E09E83-C06D-48AB-821D-8CAAD48A6280,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tritomaria quinquedentata,Tritomaria quinquedentata,Scapaniaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Trilophozia,quinquedentata,NA,species,(Huds.) Buch,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,1020111,Trilophozia quinquedentata
1436907,NA,1C6CE943-C450-40AB-AD8A-31B31829B4BE,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ptilidium ciliare,Ptilidium ciliare,Ptilidiaceae,Plantae,Marchantiophyta,Jungermanniopsida,Ptilidiales,Ptilidiaceae,Ptilidium,ciliare,NA,species,(L.) Hampe,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,167557,Ptilidium ciliare
1436908,NA,59FAC5D3-62C5-4BE1-9C1C-D4F7A98131A2,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marsupella condensata,Marsupella condensata,Gymnomitriaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,condensata,NA,species,(Angstr.) Schiffn.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,165171,Marsupella condensata
1436909,NA,3002660E-60A2-44B3-8883-C270CA33B76C,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marsupella condensata,Marsupella condensata,Gymnomitriaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,condensata,NA,species,(Angstr.) Schiffn.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered rock, little soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,165171,Marsupella condensata
1436910,NA,4F010557-C829-41EB-AE02-1DF19E2FFA68,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claopodium bolanderi,Claopodium bolanderi,Leskeaceae,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Claopodium,bolanderi,NA,species,Best,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,160663,Claopodium bolanderi
1436911,NA,582150B4-4D93-43D6-ABFA-92B3AAB8AD64,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dicranoweisia crispula,Dicranoweisia crispula,Dicranaceae,Plantae,Bryophyta,Bryopsida,Dicranales,Hymenolomataceae,Hymenoloma,crispula,NA,species,(Hedw.) Lindb. ex Milde,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,1122768,Hymenoloma crispulum
1436912,NA,AD458B6B-A8A0-4D8B-8964-05CF2FF3F161,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lescuraea incurvata,Pseudoleskea incurvata,Leskeaceae,Plantae,Bryophyta,Bryopsida,Hypnales,Pseudoleskeaceae,Lescuraea,incurvata,NA,species,(Hedw.) Lawton,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,1122801,Lescuraea incurvata
1436913,NA,D941EE21-78B8-4044-B67F-F2327654975F,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hypnum subimponens,Hypnum subimponens,Hypnaceae,Plantae,Bryophyta,Bryopsida,Hypnales,Stereodontaceae,Stereodon,subimponens,NA,species,Lesq.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,1123573,Stereodon subimponens
1436914,NA,33686AF0-57B2-49ED-9AAF-A8B476AA0C06,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plagiothecium denticulatum,Plagiothecium denticulatum,Plagiotheciaceae,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium,denticulatum,NA,species,(Hedw.) B.S. G.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,166993,Plagiothecium denticulatum
1436915,NA,F50D88EE-1FE6-49B1-B306-D3CB19C19735,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scapania scandica,Scapania scandica,Scapaniaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,scandica,NA,species,(H. Arn. Et Buch) Macv.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,168524,Scapania scandica
1436916,NA,A339EEA6-C09F-4E31-905D-F19048D6AAB0,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marsupella emarginata,Marsupella emarginata,Gymnomitriaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,emarginata,NA,species,(Ehrh.) Dum.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,165172,Marsupella emarginata
1436917,NA,1479E615-AF9C-4FCC-9A5E-52EBE10BD290,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lophozia ventricosa var. ventricosa,Lophozia ventricosa var. ventricosa,Scapaniaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,ventricosa,ventricosa,variety,NA,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,1421696,Lophozia ventricosa
1436918,NA,FC7A5873-C407-45C1-9D0B-003BE9DB20AF,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marsupella emarginata,Marsupella emarginata,Gymnomitriaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,emarginata,NA,species,(Ehrh.) Dum.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,165172,Marsupella emarginata
1436919,NA,3BFBBA5B-3FBE-4882-98FC-E127A6AA8E5D,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plagiothecium laetum,Plagiothecium laetum,Plagiotheciaceae,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Plagiothecium,laetum,NA,species,B.S. G.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,123563,Plagiothecium laetum
1436920,NA,63D49A8E-E994-4CF8-B525-BD15F5CFB607,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drepanocladus uncinatus,Sanionia uncinata,Amblystegiaceae,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Sanionia,uncinatus,NA,species,(Hedw.) Warnst.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,168421,Sanionia uncinata
1436921,NA,8BEC546D-3F2E-4B60-B2C4-B7311DA8B968,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lophozia ventricosa var. ventricosa,Lophozia ventricosa var. ventricosa,Scapaniaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,ventricosa,ventricosa,variety,NA,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,1421696,Lophozia ventricosa
1436922,NA,DA5FA5D9-B169-4EAE-9644-AACDB6831C40,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pohlia nutans,Pohlia nutans,Bryaceae,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pohlia,nutans,NA,species,(Hedw.) Brid.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,154170,Pohlia nutans
1436923,NA,54C5678A-B8DE-41FF-A2DC-8354E70031E1,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiaeria blyttii,Kiaeria blyttii,Dicranaceae,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Arctoa,blyttii,NA,species,(Schimp.) Broth.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,1377455,Arctoa blyttii
1436924,NA,4F465918-72F6-4399-BBE6-EC7829B7DEBD,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplophyllum taxifolium,Diplophyllum taxifolium,Scapaniaceae,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Diplophyllum,taxifolium,NA,species,(Wahlenb.) Dum.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,56513,Diplophyllum taxifolium
1436925,NA,8E167361-BC50-46F3-8C0F-75E3022D08BD,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhacomitrium canescens,Rhacomitrium canescens,Grimmiaceae,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,canescens,NA,species,(Hedw.) Brid.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Exposed boulder in open forest land, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),unaccepted,167679,Racomitrium canescens
1436926,NA,64035B97-D3F8-4590-A49B-5BE1C4DA0E75,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andreaea rupestris,Andreaea rupestris,Andreaeaceae,Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,Andreaea,rupestris,NA,species,Hedw.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,158346,Andreaea rupestris
1436927,NA,B40B4B5E-D257-46E4-8D15-86543782C886,PhysicalObject,2011-08-23 00:44:01,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bartramia ithyphylla,Bartramia ithyphylla,Bartramiaceae,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,ithyphylla,NA,species,Brid.,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joop van Velzen, Allen Leong",NA,NA,1980-08-18,1980,8,18,231,231,"august 18, 1980","Canada, British Columbia",CA,Canada,British Columbia,NA,Black tusk area.,"Shaded and sheltered outcroping boulder in forest along trail to garibaldi lake, 1 cm soil acc., irregular rock surface.",1487 m,1487,NA,NA,NA,NA,"49 58 N, 123 03 W",NA,NA,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.05, 49.966667),accepted,317945,Bartramia ithyphylla
